2Ki 1:1	ΚΑΙ ἠθέτησεν Μωὰβ ἐν Ἰσραὴλ μετὰ τὸ ἀποθανεῖν Ἀχαάβ.
2Ki 19:24	ἐγὼ ἔψυξα καὶ ἔπιον ὕδατα ἀλλότρια, καὶ ἐξηρήμωσα τῷ ἴχνει τοῦ ποδός μου πάντας ποταμοὺς περιοχῆς.
2Ki 19:25	ἔπλασα αὐτήν, συνήγαγον αὐτήν· καὶ ἐγενήθη εἰς ἐπάρσεις ἀπὸ οἰκεσιῶν μαχίμων, πόλεις ὀχυράς.
2Ki 19:26	καὶ οἱ ἐνοικοῦντες ἐν αὐταῖς ἠσθένησαν τῇ χειρί, ἔπταισαν καὶ κατῃσχύνθησαν· ἐγένοντο χόρτος ἀγροῦ ἢ χλωρὰ βοτάνη, χλόη δωμάτων καὶ πάτημα ἀπέναντι ἑστηκότος.
2Ki 19:27	καὶ τὴν καθέδραν σου καὶ τὴν ἔξοδόν σου καὶ τὴν εἴσοδόν σου ἔγνων, καὶ τὸν θυμόν σου ἐπ᾽ ἐμέ.
2Ki 19:28	διὰ τὸ ὀργισθῆναὶ σε ἐπ᾽ ἐμέ, καὶ τὸ στρῆνός σου ἀνέβη ἐν τοῖς ὠσίν μου· καὶ θήσω τὰ ἄγκιστρά μου ἐν τοῖς μυκτῆρσίν σου καὶ χαλινὸν ἐν τοῖς χείλεσίν σου, καὶ ἀποστρέψω σε ἐν τῇ ὁδῷ ᾗ ἦλθες ἐν αὐτῇ.
2Ki 19:29	καὶ τοῦτό σοι τὸ σημεῖον· φάγε τοῦτον τὸν ἐνιαυτὸν αὐτόματα, καὶ τῷ ἔτει τῷ δευτέρῳ τὰ ἀνατέλλοντα· καὶ ἔτει τρίτῳ σπορὰ καὶ ἄμητος καὶ φυτεία ἀμπελώνων, καὶ φάγεσθε τὸν καρπὸν αὐτῶν.
2Ki 19:30	καὶ προσθήσει τὸν διασεσωσμένον οἴκου Ἰούδα τὸ ὑπολειφθὲν ῥίζαν κάτω, καὶ ποιήσει καρπὸν ἄνω.
2Ki 19:31	ὅτι ἐξ Ἰερουσαλὴμ ἐξελεύσεται κατάλειμμα, καὶ ἀνασωζόμενος ἐξ ὄρους Σειών. ὁ ζῆλος Κυρίου τῶν δυνάμεων ποιήσει τοῦτο.
2Ki 19:32	οὐχ οὕτως· τάδε λέγει Κύριος πρὸς βασιλέα Ἀσσυρίων Οὐκ εἰσελεύσεται εἰς τὴν πόλιν ταύτην, καὶ οὐ τοξεύσει ἐκεῖ βέλος, καὶ οὐ προφθάσει αὐτὸν θυρεός, καὶ οὐ μὴ ἐκχέῃ πρὸς αὐτὴν πρόσχωμα.
2Ki 19:33	τῇ ὁδῷ ᾗ ἦλθεν, ἐν αὐτῇ ἀποστραφήσεται· καὶ εἰς τὴν πόλιν ταύτην οὐκ εἰσελεύσεται, λέγει Κύριος.
2Ki 19:34	καὶ ὑπερασπιῶ ὑπὲρ τῆς πόλεως ταύτης δι᾽ ἐμὲ καὶ διὰ Δαυεὶδ τὸν δοῦλόν μου.
2Ki 19:35	Καὶ ἐγένετο νυκτὸς καὶ ἐξῆλθεν ἄγγελος Κυρίου καὶ ἐπάταξεν ἐν τῇ παρεμβολῇ τῶν Ἀσσυρίων ἑκατὸν ὀγδοήκοντα πέντε χιλιάδας· καὶ ὤρθρισαν τὸ πρωί, καὶ ἰδοὺ πάντες σώματα νεκρά.
2Ki 19:36	καὶ ἀπῆρεν καὶ ἐπορεύθη καὶ ἀπέστρεψεν Σενναχηρεὶμ βασιλεὺς Ἀσσυρίων, καὶ ᾤκησεν ἐν Νινευή.
2Ki 19:37	καὶ ἐγένετο αὐτοῦ προσκυνοῦντος ἐν οἴκῳ Ἐσδρὰχ θεοῦ αὐτοῦ, καὶ Ἀδραμέλεχ καὶ Σαράσαρ οἱ υἱοὶ αὐτοῦ ἐπάταξαν αὐτὸν ἐν μαχαίρᾳ· καὶ αὐτοὶ ἐσώθησαν εἰς γῆν Ἀραράθ· καὶ ἐβασίλευσεν Ἀσορδὰν ὁ υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 20:1	Ἐν ταῖς ἡμέραις ἐκείναις ἠρρώστησεν Ἑζεκίας εἰς θάνατον· καὶ εἰσῆλθεν πρὸς αὐτὸν Ἠσαίας υἱὸς Ἀμὼς ὁ προφήτης καὶ εἶπεν πρὸς αὐτόν Τάδε λέγει Κύριος Ἔντειλαι τῷ οἴκῳ σου· ἀποθνήσκεις σὺ καὶ οὐ ζήσῃ.
2Ki 20:2	καὶ ἐπέστρεψεν Ἑζεκίας πρὸς τὸν τοῖχον, καὶ ηὔξατο πρὸς Κύριον λέγων
2Ki 20:3	Ὢ δὴ Κύριε, μνήσθητι δὴ ὅσα περιεπάτησα ἐνώπιόν σου ἐν ἀληθείᾳ καὶ καρδίᾳ πλήρει, καὶ τὸ ἀγαθόν σου ἐν ὀφθαλμοῖς σου ἐποίησα. καὶ ἔκλαυσεν Ἑζεκίας κλαυθμῷ μεγάλῳ.
2Ki 20:4	καὶ ἦν Ἠσαίας ἐν τῇ αὐλῇ τῇ μέσῃ, καὶ ῥῆμα Κυρίου ἐγένετο πρὸς αὐτὸν λέγων
2Ki 20:5	Ἐπίστρεψον καὶ ἐρεῖς πρὸς Ἑζεκίαν τὸν ἡγούμενον τοῦ λαοῦ μου Τάδε λέγει Κύριος ὁ θεὸς Δαυεὶδ τοῦ πατρός σου Ἤκουσα τῆς προσευχῆς σου, εἶδον τὰ δάκρυά σου· ἰδοὺ ἐγὼ ἰάσομαί σε, τῇ ἡμέρᾳ τῇ τρίτῃ ἀναβήσῃ εἰς οἶκον Κυρίου.
2Ki 20:6	καὶ προσθήσω ἐπὶ τὰς ἡμέρας σου πέντε καὶ δέκα ἔτη, καὶ ἐκ χειρὸς βασιλέων Ἀσσυρίων σώσω σε καὶ τὴν πόλιν ταύτην· καὶ ὑπερασπιῶ ὑπὲρ τῆς πόλεως ταύτης δι᾽ ἐμὲ καὶ διὰ Δαυεὶδ τὸν δοῦλόν μου.
2Ki 20:7	καὶ εἶπεν Λαβέτωσαν παλάθην σύκων καὶ ἐπιθέτωσαν ἐπὶ τὸ ἕλκος, καὶ ὑγιάσει.
2Ki 20:8	καὶ εἶπεν Ἑζεκίας πρὸς Ἠσαίαν Τί τὸ σημεῖον ὅτι ἰάσεται Κύριός με, καὶ ἀναβήσομαι εἰς οἶκον Κυρίου τῇ ἡμέρᾳ τῇ τρίτῃ;
2Ki 20:9	καὶ εἶπεν Ἠσαίας Τοῦτο τὸ σημεῖον παρὰ Κυρίου ὅτι ποιήσει Κύριος τὸν λόγον ὃν ἐλάλησεν· πορεύσεται ἡ σκιὰ δέκα βαθμούς, ἐὰν ἐπιστρέφῃ δέκα βαθμούς.
2Ki 20:10	καὶ εἶπεν Ἐζεκίας Κοῦφον τὴν σκιὰν κλῖναι δέκα βαθμούς· οὐχί, ἀλλ᾽ ἐπιστραφήτω ἡ σκιὰ ἐν τοῖς ἀναβαθμοῖς δέκα βαθμοὺς εἰς τὰ ὀπίσω.
2Ki 20:11	καὶ ἐβόησεν Ἠσαίας ὁ προφήτης πρὸς Κύριον, καὶ ἐπέστρεψεν ἡ σκιὰ ἐν τοῖς ἀναβαθμοῖς εἰς τὰ ὀπίσω δέκα βαθμούς.
2Ki 20:12	Ἐν τῷ καιρῷ ἐκείνῳ ἀπέστειλεν Μαρωδαχβαλδὰν υἱὸς Βαλαὰν βασιλεὺς Βαβυλῶνος βιβλία καὶ μαναὰν πρὸς Ἑζεκίαν, ὅτι ἤκουσεν ὅτι ἠρρώστησεν Ἐζεκίας.
2Ki 20:13	καὶ ἐχάρη ἐπ᾽ αὐτοῖς Ἐζεκίας, καὶ ἔδειξεν αὐτοῖς ὅλον τὸν οἶκον τοῦ νεχωθά, τὸ ἀργύριον καὶ τὸ χρυσίον, τὰ ἀρώματα καὶ τὸ ἔλαιον τὸ ἀγαθόν, καὶ τὸν οἶκον τῶν σκευῶν, καὶ ὅσα ηὑρέθη ἐν τοῖς θησαυροῖς αὐτοῦ· οὐκ ἦν λόγος ὃν οὐκ ἔδειξεν αὐτοῖς Ἐζεκίας ἐν τῷ οἴκῳ αὐτοῦ καὶ ἐν πάσῃ τῇ ἐξουσίᾳ αὐτοῦ.
2Ki 20:14	καὶ εἰσῆλθεν Ἠσαίας ὁ προφήτης πρὸς τὸν βασιλέα Ἑζεκίαν καὶ εἶπεν πρὸς αὐτόν Τί ἐλάλησαν οἱ ἄνδρες οὗτοι, καὶ πόθεν ἥκασιν πρὸς σέ; καὶ εἶπεν Ἑζεκίας Ἐκ γῆς πόρρωθεν ἥκασιν πρὸς μέ, ἐκ Βαβυλῶνος.
2Ki 20:15	καὶ εἶπεν Τί εἶδον ἐν τῷ οἴκῳ σου; καὶ εἶπεν Πάντα ὃσα ἐν τῷ οἴκῳ μου εἶδον· οὐκ ἦν ἐν τῷ οἴκῳ μου ὃ οὐκ ἔδειξα αὐτοῖς, ἀλλὰ καὶ τὰ ἐν τοῖς θησαυροῖς μου.
2Ki 20:16	καὶ εἶπεν Ἠσαίας πρὸς Ἑζεκίαν Ἄκουσον λόγον Κυρίου·
2Ki 20:17	ἰδοὺ ἡμέραι ἔρχονται καὶ λημφθήσεται πάντα τὰ ἐν τῷ οἴκῳ σου καὶ ὅσα ἐθησαύρισαν οἱ πατέρες σου ἕως τῆς ἡμέρας ταύτης εἰς Βαβυλῶνα· καὶ οὐχ ὑπολειφθήσεται ῥῆμα ὃ εἶπεν Κύριος·
2Ki 20:18	καὶ οἱ υἱοί σου οἳ ἐξελεύσονται ἐκ σοῦ οὓς γεννήσεις λήμψεται, καὶ ἔσονται εὐνοῦχοι ἐν τῷ οἴκῳ τοῦ βασιλέως Βαβυλῶνος.
2Ki 20:19	καὶ εἶπεν Ἑζεκίας πρὸς Ἠσαίαν Ἀγαθὸς ὁ λόγος Κυρίου ὃν ἐλάλησεν.
2Ki 20:20	καὶ τὰ λοιπὰ τῶν λόγων Ἑζεκίου καὶ πᾶσα ἡ δυναστεία αὐτοῦ καὶ ὅσα ἐποίησεν, τὴν κρήνην καὶ τὸν ὑδραγωγόν, καὶ εἰσήνεγκεν τὸ ὕδωρ εἰς τὴν πόλιν, οὐχὶ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
2Ki 20:21	καὶ ἐκοιμήθη Ἑζεκίας μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐβασίλευσεν Μανασσὴ υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 21:1	Υἱὸς δώδεκα ἐτῶν Μανασσὴ ἐν τῷ βασιλεύειν αὐτόν, καὶ πεντήκοντα καὶ πέντε ἔτη ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ὁψειβά.
2Ki 21:2	καὶ ἐποίησεν τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου κατὰ τὰ βδελύγματα τῶν ἐθνῶν ὧν ἐξῆρεν Κύριος ἀπὸ προσώπου τῶν υἱῶν Ἰσραήλ.
2Ki 21:3	καὶ ἐπέστρεψεν καὶ ᾠκοδόμησεν τὰ ὑψηλὰ ἃ κατέσπασεν Ἑζεκίας ὁ πατὴρ αὐτοῦ, καὶ ἀνέστησεν θυσιαστήριον τῇ Βάαλ, καὶ ἐποίησεν ἄλση καθὼς ἐποίησεν Ἀχαὰβ βασιλεὺς Ἰσραήλ, καὶ προσεκύνησεν πάσῃ τῇ δυνάμει τοῦ οὐρανοῦ καὶ ἐδούλευσεν αὐτοῖς.
2Ki 21:4	καὶ ᾠκοδόμησεν θυσιαστήριον ἐν οἴκῳ Κυρίου, ὡς εἶπεν Ἐν Ἰερουσαλὴμ θήσω τὸ ὄνομά μου.
2Ki 21:5	καὶ ᾠκοδόμησεν θυσιαστήριον πάσῃ τῇ δυνάμει τοῦ οὐρανοῦ ἐν ταῖς δυσὶν αὐλαῖς οἴκου Κυρίου.
2Ki 21:6	καὶ διῆγεν τοὺς υἱοὺς αὐτοῦ ἐν πυρί, καὶ ἐκληδονίζετο καὶ οἰωνίζετο, καὶ ἐποίησεν ἐλλὴν καὶ γνώστας ἐπλήθυνεν, τοῦ ποιεῖν τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου παροργίσαι αὐτόν.
2Ki 21:7	καὶ ἔθηκεν τὸ γλυπτὸν τοῦ ἄλσους ἐν τῷ οἴκῳ ᾧ εἶπεν Κύριος πρὸς Δαυεὶδ καὶ πρὸς Σαλωμὼν τὸν υἱὸν αὐτοῦ Ἐν τῷ οἴκῳ τούτῳ ἐν Ἰερουσαλὴμ ἐξελεξάμην ἐκ πασῶν φυλῶν Ἰσραὴλ καὶ θήσω τὸ ὄνομά μου εἰς τὸν αἰῶνα,
2Ki 21:8	καὶ οὐ προσθήσω τοῦ σαλεῦσαι τὸν πόδα Ἰσραὴλ ἀπὸ τῆς γῆς ἧς ἔδωκα τοῖς πατράσιν αὐτῶν, οἵτινες φυλάξουσιν πάντα ὅσα ἐνετειλάμην κατὰ πᾶσαν τὴν ἐντολὴν ἣν ἐνετείλατο ὁ δοῦλός μου Μωυσῆς.
2Ki 21:9	καὶ οὐκ ἤκουσαν, καὶ ἐπλάνησεν αὐτοὺς Μανασσῆς τοῦ ποιῆσαι τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου ὑπὲρ τὰ ἔθνη ἅ ἠφάνισεν Κύριος ἐκ προσώπου υἱῶν Ἰσραήλ.
2Ki 21:10	καὶ ἐλάλησεν Κύριος ἐν χειρὶ δούλων αὐτοῦ τῶν προφητῶν λέγων
2Ki 21:11	Ἀνθ᾽ ὧν ὅσα ἐποίησεν Μανασσῆς ὁ βασιλεὺς Ἰούδα τὰ βδελύγματα ταῦτα τὰ πονηρὰ ἀπὸ πάντων ὧν ἐποίησεν ὁ Ἀμορραῖος ὁ ἔμπροσθεν, καὶ ἐξήμαρτεν καί γε Ἰουδὰ ἐν τοῖς εἰδώλοις αὐτῶν·
2Ki 21:12	οὐχ οὕτως· τάδε λέγει Κύριος ὁ θεὸς Ἰσραήλ Ἰδοὺ ἐγὼ φέρω κακὰ ἐπὶ Ἰερουσαλὴμ καὶ ἐπὶ Ἰουδά, ὥστε παντὸς ἀκούοντος ἠχήσει ἀμφότερα τὰ ὦτα αὐτοῦ·
2Ki 21:13	καὶ ἐκτενῶ ἐπὶ Ἰερουσαλὴμ τὸ μέτρον Σαμαρείας καὶ τὸ στάθμιον οἴκου Ἀχαάβ, καὶ ἀπαλείψω τὴν Ἰερουσαλὴμ καθὼς ἀπαλείφεται ὁ ἀλάβαστρος ἀπαλειφόμενος καὶ καταστρέφεται ἐπὶ πρόσωπον αὐτοῦ·
2Ki 21:14	καὶ ἀπεώσομαι τὸ ὑπόλειμμα τῆς κληρονομίας μου, καὶ παραδώσω αὐτοὺς εἰς χεῖρας ἐχθρῶν αὐτῶν, καὶ ἔσονται εἰς διαρπαγὴν καὶ εἰς προνομὴν πᾶσιν ἐχθροῖς αὐτῶν·
2Ki 21:15	ἀνθ᾽ ὧν ὅσα ἐποίησεν τὸ πονηρὸν ἐν ὀφθαλμοῖς μου, καὶ ἦσαν παροργίζοντές με ἀπὸ τῆς ἡμέρας ἧς ἐξήγαγον τοὺς πατέρας αὐτῶν ἐξ Αἰγύπτου καὶ ἕως τῆς ἡμέρας ταύτης.
2Ki 21:16	καί γε αἷμα ἀθῷον ἐξέχεεν Μανασσῆς πολὺ σφόδρα ἕως οὗ ἔπλησεν τὴν Ἰερουσαλὴμ στόμα εἰς στόμα, πλὴν ἀπὸ τῶν ἁμαρτιῶν αὐτῶν ὧν ἐξήμαρτεν τὸν Ἰούδαν τοῦ ποιῆσαι τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου.
2Ki 21:17	καὶ τὰ λοιπὰ τῶν λόγων Μανασσὴ καὶ πάντα ὅσα ἐποίησεν καὶ ἡ ἁμαρτία αὐτοῦ ἣν ἥμαρτεν, οὐχὶ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
2Ki 21:18	καὶ ἐκοιμήθη Μανασσὴ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐτάφη ἐν τῷ κήπῳ τοῦ οἴκου αὐτοῦ, ἐν κήπῳ Ὀζά· καὶ ἐβασίλευσεν Ἀμὼς υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 21:19	Υἱὸς εἴκοσι καὶ δύο ἐτῶν Ἀμὼς ἐν τῷ βασιλεύειν αὐτόν, καὶ δύο ἔτη ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Μεσολλάμ, θυγάτηρ Ἁροὺς ἐξ Ἰεσεβάλ.
2Ki 21:20	καὶ ἐποίησεν τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου καθὼς ἐποίησεν Μανασσὴ ὁ πατὴρ αὐτοῦ.
2Ki 21:21	καὶ ἐπορεύθη ἐν πάσῃ ὁδῷ ᾗ ἐπορεύθη ὁ πατὴρ αὐτοῦ, καὶ ἐλάτρευσεν τοῖς εἰδώλοις οἷς ἐλάτρευσεν ὁ πατὴρ αὐτοῦ καὶ προσεκύνησεν αὐτοῖς.
2Ki 21:22	καὶ ἐγκατέλιπεν τὸν κύριον θεὸν τῶν πατέρων αὐτοῦ, καὶ οὐκ ἐπορεύθη ἐν ὁδῷ Κυρίου.
2Ki 21:23	καὶ συνεστράφησαν οἱ παῖδες Ἀμὼς πρὸς αὐτόν, καὶ ἐθανάτωσαν αὐτὸν βασιλέα ἐν τῷ οἴκῳ αὐτοῦ.
2Ki 21:24	καὶ ἐπάταξεν ὁ λαὸς τῆς γῆς πάντας τοὺς συστραφέντας ἐπὶ τὸν βασιλέα Ἀμώς· καὶ ἐβασίλευσεν ὁ λαὸς τῆς γῆς τὸν Ἰωσείαν υἱὸν αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 21:25	καὶ τὰ λοιπὰ τῶν λόγων Ἀμὼς ὅσα ἐποίησεν, οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
2Ki 21:26	καὶ ἔθαψαν αὐτὸν ἐν τῷ τάφῳ αὐτοῦ ἐν τῷ κήπῳ Ὀζά· καὶ ἐβασίλευσεν Ἰωσείας υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 22:1	Υἱὸς ὀκτὼ ἐτῶν Ἰωσείας ἐν τῷ βασιλεύειν αὐτόν, καὶ τριάκοντα καὶ ἓν ἔτος ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἰεδειὰ θυγάτηρ Ἐδεινὰ ἐκ Βασουρώθ.
2Ki 22:2	καὶ ἐποίησεν τὸ εὐθὲς ἐν ὀφθαλμοῖς Κυρίου, καὶ ἐπορεύθη ἐν πάσῃ ὁδῷ Δαυεὶδ τοῦ πατρὸς αὐτοῦ· οὐκ ἀπέστη δεξιὰ καὶ ἀριστερά.
2Ki 22:3	Καὶ ἐγενήθη ἐν τῷ ὀκτωκαιδεκάτῳ ἔτει τῷ βασιλεῖ Ἰωσείᾳ, ἐν τῷ μηνὶ τῷ ὀγδόῳ, ἀπέστειλεν ὁ βασιλεὺς τὸν Σαφφὰν υἱὸν Ἐλίου υἱοῦ Μεσολλὰμ τὸν γραμματέα οἴκου Κυρίου λέγων
2Ki 22:4	Ἀνάβηθι πρὸς Χελκείαν τὸν ἱερέα τὸν μέγαν καὶ σφράγισον τὸ ἀργύριον τὸ εἰσενεχθὲν ἐν οἴκῳ Κυρίου, ὃ συνήγαγον οἱ φυλάσσοντες τὸν σταθμὸν παρὰ τοῦ λαοῦ,
2Ki 22:5	καὶ δότωσαν αὐτὸ ἐπὶ χεῖρα ποιούντων τὰ ἔργα τῶν καθεσταμένων ἐν οἴκῳ Κυρίου. καὶ ἔδωκεν αὐτὸ τοῖς ποιοῦσιν τὰ ἔργα τοῖς ἐν οἴκῳ Κυρίου, τοῦ κατισχῦσαι τὸ βέδεκ τοῦ οἴκου,
2Ki 22:6	τοῖς τέκτοσιν καὶ τοῖς οἰκοδόμοις καὶ τοῖς τειχισταῖς, καὶ τοῦ κτήσασθαι ξύλα καὶ λίθους λατομητοὺς τοῦ κραταιῶσαι τὸ βέδεκ τοῦ οἴκου.
2Ki 22:7	πλὴν οὐκ ἐξελογίζοντο αὐτοὺς τὸ ἀργύριον τὸ διδόμενον αὐτοῖς, ὅτι ἐν πίστει αὐτοὶ ποιοῦσιν.
2Ki 22:8	Καὶ εἶπεν Χελκείας ὁ ἱερεὺς ὁ μέγας πρὸς Σαφφὰν τὸν γραμματέα Βιβλίον τοῦ νόμου εὗρον ἐν οἴκῳ Κυρίου· καὶ ἔδωκεν Χελκείας τὸ βιβλίον πρὸς Σαφφάν, καὶ ἀνέγνω αὐτό.
2Ki 22:9	καὶ εἰσῆλθεν ἐν οἴκῳ Κυρίου πρὸς τὸν βασιλέα, καὶ ἀπέστρεψεν τῷ βασιλεῖ ῥῆμα καὶ εἶπεν Ἐχώνευσαν οἱ δοῦλοί σου τὸ ἀργύριον τὸ εὑρεθὲν ἐν τῷ οἴκῳ Κυρίου, καὶ ἔδωκαν αὐτὸ ἐπὶ χεῖρα ποιούντων τὰ ἔργα καθεσταμένων ἐν οἴκῳ Κυρίου.
2Ki 22:10	καὶ εἶπεν Σαφφὰν ὁ γραμματεὺς πρὸς τὸν βασιλέα λὲγων Βιβλίον ἔδωκέν μοι Χελκείας ὁ ἱερεύς· καὶ ἀνέγνω αὐτὸ Σαφφὰν ἐνώπιον τοῦ βασιλέως.
2Ki 22:11	καὶ ἐγένετο ὡς ἤκουσεν ὁ βασιλεὺς τοὺς λόγους βιβλίου τοῦ νόμου, καὶ διέρρηξεν τὰ ἱμάτια ἑαυτοῦ.
2Ki 22:12	καὶ ἐνετείλατο ὁ βασιλεὺς τῷ Χελκείᾳ τῷ ἱερεῖ καὶ τῷ Ἀχεικὰμ υἱῷ Σαφφὰν καὶ τῷ Ἀχοβὼρ υἱῷ Μειχαίου καὶ τῷ Σαφφὰν τῷ γραμματεῖ καὶ τῷ Ἀσαίᾳ δούλῳ τοῦ βασιλέως λέγων
2Ki 22:13	Δεῦτε καὶ ἐκζητήσατε τὸν κύριον περὶ ἐμοῦ καὶ περὶ παντὸς τοῦ λαοῦ καὶ περὶ παντὸς τοῦ Ἰούδα καὶ περὶ τῶν λόγων τοῦ βιβλίου τοῦ εὑρεθέντος τούτου, ὅτι μεγάλη ἡ ὀργὴ Κυρίου ἡ ἐκκεχυμένη ἐν ἡμῖν ὑπὲρ οὗ οὐκ ἤκουσαν οἱ πατέρες ἡμῶν τῶν λόγων τοῦ βιβλίου τοῦ ποιεῖν κατὰ πάντα τὰ γεγραμμένα καθ᾽ ἡμῶν.
2Ki 22:14	καὶ ἐπορεύθη Χελκείας ὁ ἱερεὺς καὶ Ἀχεικὰθ καὶ Ἀχοβὼρ καὶ Σαφφὰθ καὶ Ἀσαίας πρὸς Ὅλδαν τὴν προφῆτιν μητέρα Σελλὴμ υἱοῦ Θεκκουαὺ υἱοῦ Ἁραὰς τοῦ ἱματιοφύλακος· καὶ αὕτη κατῴκει ἐν Ἰερουσαλὴμ ἐν τῇ μασενά· καὶ ἐλάλησαν πρὸς αὐτήν.
2Ki 22:15	καὶ εἶπεν Τάδε λέγει Κύριος ὁ θεὸς Ἰσραήλ Εἴπατε τῷ ἀνδρὶ τῷ ἀποστείλαντι ὑμᾶς πρὸς μέ
2Ki 22:16	Τάδε λέγει Κύριος Ἰδοὺ ἐγὼ ἐπάγω κακὰ ἐπὶ τὸν τόπον τοῦτον καὶ ἐπὶ τοὺς ἐνοικοῦντας αὐτόν, πάντας τοὺς λόγους τοῦ βιβλίου οὓς ἀνέγνω βασιλεὺς Ἰούδα,
2Ki 22:17	ἀνθ᾽ ὧν ἐνκατέλιπόν με καὶ ἐθυμίων θεοῖς ἑτέροις, ὅπως παροργίσωσίν με ἐν τοῖς ἔργοις τῶν χειρῶν αὐτῶν, καὶ ἐκκαυθήσεται ὁ θυμός μου ἐν τῷ τόπῳ τούτῳ καὶ οὐ σβεσθήσεται.
2Ki 22:18	καὶ πρὸς βασιλέα Ἰούδα τὸν ἀποστείλαντα ὑμᾶς ἐπιζητῆσαι τὸν κύριον, τάδε ἐρεῖτε πρὸς αὐτόν Τάδε λέγει Κύριος ὁ θεὸς Ἰσραήλ Οἱ λόγοι οὓς ἤκουσας,
2Ki 22:19	ἀνθ᾽ ὧν ὅτι ἡπαλύνθη ἡ καρδία σου καὶ ἐνετράπης ἂν τὸ πρόσωπον Κυρίου, ὡς ἤκουσας ὅσα ἐλάλησα ἐπὶ τὸν τόπον τοῦτον καὶ ἐπὶ τοὺς ἐνοικοῦντας αὐτὸν τοῦ εἶναι εἰς ἀφανισμὸν καὶ εἰς κατάραν, καὶ διέρρηξας τὰ ἱμάτιά σου καὶ ἔκλαυσας ἐνώπιον ἐμοῦ· καί γε ἐγὼ ἤκουσα, λέγει Κύριος.
2Ki 22:20	οὐχ οὕτως· ἰδοὺ προστίθημί σε πρὸς τοὺς πατέρας σου, καὶ συναχθήσῃ εἰς τὸν τάφον σου ἐν εἰρήνῃ, καὶ οὐκ ὀφθήσεται ἐν τοῖς ὀφθαλμοῖς σου ἐν πᾶσιν τοῖς κακοῖς οἷς ἐγώ εἰμι ἐπάγω ἐπὶ τὸν τόπον τοῦτον.
2Ki 23:1	Καὶ ἐπέστρεψαν οἱ βασιλεῖς τὸ ῥῆμα· καὶ ἀπέστειλεν ὁ βασιλεὺς καὶ συνήγαγεν πρὸς ἑαυτὸν πάντας τοὺς πρεσβυτέρους Ἰούδα καὶ Ἰερουσαλήμ.
2Ki 23:2	καὶ ἀνέβη ὁ βασιλεὺς εἰς οἶκον Κυρίου, καὶ πᾶς ἀνὴρ Ἰούδα καὶ οἱ κατοικοῦντες ἐν Ἰερουσαλὴμ μετ᾽ αὐτοῦ καὶ οἱ ἱερεῖς καὶ οἱ προφῆται καὶ πᾶς ὁ λαὸς ἀπὸ μικροῦ καὶ ἕως μεγάλου, καὶ ἀνέγνω ἐνώπιον αὐτῶν πάντας τοὺς λόγους τοῦ βιβλίου τῆς διαθήκης τοῦ εὑρεθέντος ἐν οἴκῳ Κυρίου.
2Ki 23:3	καὶ ἔστη ὁ βασιλεὺς πρὸς τὸν στύλον, καὶ διέθετο διαθήκην ἐνώπιον Κυρίου, τοῦ πορεύεσθαι ὀπίσω Κυρίου, τοῦ φυλάσσειν τὰς ἐντολὰς αὐτοῦ καὶ τὰ μαρτύρια αὐτοῦ καὶ τὰ δικαιώματα αὐτοῦ ἐν πάσῃ καρδίᾳ καὶ ἐν πάσῃ ψυχῇ, τοῦ ἀναστῆσαι τοὺς λόγους τῆς διαθήκης ταύτης, τὰ γεγραμμένα ἐπὶ τὸ βιβλίον τοῦτο· καὶ ἔστη πᾶς ὁ λαὸς ἐν τῇ διαθήκῃ.
