Gen 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Gen 43:3	εἶπεν δὲ αὐτῷ Ἰούδας λέγων Διαμαρτυρίᾳ διαμεμαρτύρηται ἡμῖν ὁ ἄνθρωπος λέγων Οὐκ ὄψεσθε τὸ πρόσωπόν μου ἐὰν μὴ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος καταβῇ πρὸς μέ.
Gen 43:4	εἰ μὲν οὖν ἀποστέλλεις τὸν ἀδελφὸν ἡμῶν μεθ᾽ ἡμῶν, καταβησόμεθα καὶ ἀγοράσωμέν σοι βρώματα·
Gen 43:5	εἰ δὲ μὴ ἀποστέλλεις τὸν ἀδελφὸν ἡμῶν μεθ᾽ ἡμῶν, οὐ πορευσόμεθα· ὁ γὰρ ἄνθρωπος εἶπεν ἡμῖν λέγων Οὐκ ὄψεσθέ μου τὸ πρόσωπον ἐὰν μὴ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος μεθ᾽ ὑμῶν ᾖ.
Gen 43:6	εἶπεν δὲ Ἰσραήλ Τί ἐκακοποιήσατέ μοι, ἀναγγείλαντες τῷ ἀνθρώπῳ εἰ ἔστιν ὑμῖν ἀδελφός;
Gen 43:7	οἱ δὲ εἶπαν Ἐρωτῶν ἐπηρώτησεν ἡμᾶς ὁ ἄνθρωπος καὶ τὴν γενεὰν ἡμῶν, λέγων Εἰ ἔτι ὁ πατὴρ ὑμῶν ζῇ; εἰ ἔστιν ὑμῖν ἀδελφός; καὶ ἀπηγγείλαμεν αὐτῷ κατὰ τὴν ἐπερώτησιν αὐτοῦ. μὴ ᾔδειμεν εἰ ἐρεῖ ἡμῖν Ἀγάγετε τὸν ἀδελφὸν ὑμῶν;
Gen 43:8	εἶπεν δὲ Ἰούδας πρὸς Ἰσραὴλ τὸν πατέρα αὐτοῦ Ἀπόστειλον τὸ παιδάριον μετ᾽ ἐμοῦ, καὶ ἀναστάντες πορευσόμεθα, ἵνα ζῶμεν καὶ μὴ ἀποθάνωμεν καὶ ἡμεῖς καὶ σὺ καὶ ἡ ἀποσκευὴ ἡμῶν.
Gen 43:9	ἐγὼ δὲ ἐκδέχομαι αὐτόν, ἐκ χειρός μου ζήτησον αὐτόν· ἐὰν μὴ ἀγάγω αὐτὸν πρὸς σὲ καὶ στήσω αὐτὸν ἐναντίον σου, ἡμαρτηκὼς ἔσομαι πρὸς σὲ πάσας τὰς ἡμέρας.
Gen 43:10	εἰ μὴ γὰρ ἐβραδύναμεν, ἤδη ἂν ὑπεστρέψαμεν δίς.
Gen 43:11	εἶπεν δὲ αὐτοῖς Ἰσραὴλ ὁ πατὴρ αὐτῶν Εἰ οὕτως ἐστίν, τοῦτο ποιήσατε· λάβετε ἀπὸ τῶν καρπῶν τῆς γῆς ἐν τοῖς ἀγγίοις ὑμῶν, καὶ καταγάγετε τῷ ἀνθρώπῳ δῶρα, τῆς ῥιτίνης καὶ τοῦ μέλιτος, θυμίαμα καὶ στακτὴν καὶ τερέμινθον καὶ κάρυα.
Gen 43:12	καὶ τὸ ἀργύριον δισσὸν λάβετε ἐν ταῖς χερσὶν ὑμῶν· τὸ ἀργύριον τὸ ἀποστραφὲν ἐν τοῖς μαρσίπποις ὑμῶν ἀποστρέψατε μεθ᾽ ὑμῶν· μή ποτε ἀγνόημά ἐστιν.
Gen 43:13	καὶ τὸν ἀδελφὸν ὑμῶν λάβετε, καὶ ἀναστάντες κατάβητε πρὸς τὸν ἄνθρωπον.
Gen 43:14	ὁ δὲ θεός μου δῴη ὑμῖν χάριν ἐναντίον τοῦ ἀνθρώπου, καὶ ἀποστείλαι τὸν ἀδελφὸν ὑμῶν τὸν ἕνα καὶ ⸆ τὸν Βενιαμείν· ἐγὼ μὲν γὰρ καθὰ ἠτέκνωμαι ἠτέκνωμαι.
Gen 43:15	Λαβόντες δὲ οἱ ἄνδρες τὰ δῶρα ταῦτα, καὶ τὸ ἀργύριον διπλοῦν ἔλαβον ἐν ταῖς χερσὶν αὐτῶν, καὶ τὸν Βενιαμείν· καὶ ἀναστάντες κατέβησαν εἰς Αἴγυπτον, καὶ ἔστησαν ἐναντίον Ἰωσήφ.
Gen 43:16	ἴδεν δὲ Ἰωσὴφ αὐτοὺς καὶ τὸν Βενιαμεὶν τὸν ἀδελφὸν αὐτοῦ τὸν ὁμομήτριον, καὶ ἐνετείλατο τῷ ἐπὶ τῆς οἰκίας αὐτοῦ εἰσαγαγεῖν τοὺς ἀνθρώπους εἰς τὴν οἰκίαν Καὶ σφάξον ⸂⸆⸃ θύματα καὶ ἑτοίμασον· μετ᾽ ἐμοῦ γὰρ φάγονται οἱ ἄνθρωποι ἄρτους τὴν μεσημβρίαν ⸆
Gen 43:17	ἐποίησεν δὲ ὁ ἄνθρωπος καθὰ εἶπεν Ἰωσήφ, καὶ εἰσήγαγεν τοὺς ἀνθρώπους εἰς τὴν οἰκίαν Ἰωσήφ.
Gen 43:18	ἰδόντες δὲ οἱ ἄνθρωποι ὅτι εἰσηνέχθησαν εἰς τὸν οἶκον Ἰωσὴφ εἶπαν Διὰ τὸ ἀργύριον τὸ ἀποστραφὲν ἐν τοῖς μαρσίπποις ἡμῶν τὴν ἀρχὴν ἡμεῖς εἰσαγόμεθα, τοῦ συκοφαντῆσαι ἡμᾶς καὶ ἐπιθέσθαι ἡμῖν, τοῦ λαβεῖν ἡμᾶς εἰς παῖδας καὶ τοὺς ὄνους ἡμῶν.
Gen 43:19	προσελθόντες δὲ πρὸς τὸν ἄνθρωπον τὸν ἐπὶ τοῦ οἴκου Ἰωσὴφ ἐλάλησαν αὐτῷ ἐν τῷ πυλῶνι τοῦ οἴκου
Gen 43:20	λέγοντες Δεόμεθα, κύριε· κατέβημεν τὴν ἀρχὴν πρίασθαι βρώματα·
Gen 43:21	καὶ ἐγένετο ἡνίκα ἤλθομεν εἰς τὸ καταλῦσαι καὶ ἠνοίξαμεν τοὺς μαρσίππους ἡμῶν, καὶ τόδε τὸ ἀργύριον ἑκάστου ἐν τῷ μαρσίππῳ αὐτοῦ. τὸ ἀργύριον ἡμῶν ἐν σταθμῷ ἀπεστρέψαμεν νῦν ἐν τοῖς μαρσίπποις ἡμῶν,
Gen 43:22	καὶ ἀργύριον ἕτερον ἠνέγκαμεν μεθ᾽ ἑαυτῶν ἀγοράσαι βρώματα· οὐκ οἴδαμεν τίς ἐνέβαλεν τὸ ἀργύριον εἰς τοὺς μαρσίππους ἡμῶν.
Gen 43:23	εἶπεν δὲ αὐτοῖς ὁ ἄνθρωπος Ἵλεως ὑμῖν, μὴ φοβεῖσθε· ὁ θεὸς ὑμῶν καὶ ὁ θεὸς τῶν πατέρων ὑμῶν ἔδωκεν ὑμῖν θησαυροὺς ἐν τοῖς μαρσίπποις ὑμῶν· τὸ δὲ ἀργύριον ὑμῶν εὐδοκιμοῦν ἀπέχω. καὶ ἐξήγαγεν πρὸς αὐτοὺς Συμεών·
Gen 43:24	καὶ ἤνεγκεν ὕδωρ νίψαι τοὺς πόδας αὐτῶν, καὶ ἤνεγκεν χορτάσματα τοῖς ὄνοις αὐτῶν.
Gen 43:25	ἡτοίμασαν δὲ τὰ δῶρα ἕως τοῦ ἐλθεῖν Ἰωσὴφ μεσημβρίᾳ· ἤκουσαν γὰρ ὅτι ἐκεῖ μέλλει ἀριστᾷν.
Gen 43:26	εἰσῆλθεν δὲ Ἰωσὴφ εἰς τὴν οἰκίαν, καὶ προσήνεγκαν αὐτῷ τὰ δῶρα ἃ εἶχον ἐν ταῖς χερσὶν αὐτῶν εἰς τὸν οἶκον, καὶ προσεκύνησαν αὐτῷ ἐπὶ πρόσωπον ἐπὶ τὴν γῆν.
Gen 43:27	ἠρώτησεν δὲ αὐτούς Πῶς ἔχετε; καὶ εἶπεν αὐτοῖς Εἰ ὑγιαίνει ὁ πατὴρ ὑμῶν ὁ πρεσβύτερος ὃν εἴπατε; ἔτι ζῇ;
Gen 43:28	οἱ δὲ εἶπαν Ὑγιαίνει ὁ παῖς σου ὁ πατὴρ ἡμῶν, ἔτι ζῇ. καὶ εἶπεν Εὐλογητὸς ὁ ἄνθρωπος ἐκεῖνος τῷ θεῷ. καὶ κύψαντες προσεκύνησαν.
Gen 43:29	ἀναβλέψας δὲ τοῖς ὀφθαλμοῖς Ἰωσὴφ ἴδεν Βενιαμεὶν τὸν ἀδελφὸν αὐτοῦ τὸν ὁμομήτριον, καὶ εἶπεν αὐτοῖς Οὗτός ἐστιν ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος, ὃν εἴπατε πρὸς μὲ ἀγαγεῖν; καὶ εἶπεν Ὁ θεὸς ἐλεήσαι σε, τέκνον.
Gen 43:30	ἐταράχθη δὲ Ἰωσήφ, συνεστρέφετο γὰρ τὰ ἔντερα αὐτοῦ ἐπὶ τῷ ἀδελφῷ αὐτοῦ, καὶ ἐζήτει κλαῦσαι· εἰσελθὼν δὲ εἰς τὸ ταμιεῖον ἔκλαυσεν ἐκεῖ.
Gen 43:31	καὶ νιψάμενος τὸ πρόσωπον ἐξελθὼν ἐνεκρατεύσατο, καὶ εἶπεν Παράθετε ἄρτους.
Gen 43:32	καὶ παρέθηκαν αὐτῷ μόνῳ, καὶ αὐτοῖς καθ᾽ ἑαυτούς, καὶ τοῖς Αἰγυπτίοις τοῖς συνδειπνοῦσιν μετ᾽ αὐτοῦ καθ᾽ ἑαυτούς· οὐ γὰρ ἐδύναντο οἱ Αἰγύπτιοι συνεσθίειν μετὰ τῶν Ἐβραίων ἄρτους, βδέλυγμα γάρ ἐστιν τοῖς Αἰγυπτίοις πᾶς ποιμὴν προβάτων.
Gen 43:33	ἐκάθισαν δὲ ἐναντίον αὐτοῦ, ὁ πρωτότοκος κατὰ τὰ πρεσβεῖα αὐτοῦ καὶ ὁ νεώτερος κατὰ τὴν νεότητα αὐτοῦ· ἐξίσταντο δὲ οἱ ἄνθρωποι ἕκαστος πρὸς τὸν ἀδελφὸν αὐτοῦ.
Gen 43:34	ἦραν δὲ μερίδα παρ᾽ αὐτοῦ πρὸς αὐτούς· ἐμεγαλύνθη δὲ ἡ μερὶς Βενιαμεὶν παρὰ τὰς μερίδας πάντων πενταπλασίως πρὸς τὰς ἐκείνων. ἔπιον δὲ καὶ ἐμεθύσθησαν μετ᾽ αὐτοῦ.
Gen 44:1	Καὶ ἐνετείλατο Ἰωσὴφ τῷ ὄντι ἐπὶ τῆς οἰκίας αὐτοῦ λέγων Πλήσατε τοὺς μαρσίππους τῶν ἀνθρώπων βρωμάτων ὅσα ἐὰν δύνωνται ἆραι, καὶ ἐμβάλατε ἑκάστου τὸ ἀργύριον ἐπὶ τοῦ στόματος τοῦ μαρσίππου αὐτοῦ·
Gen 44:2	καὶ τὸ κόνδυ μου τὸ ἀργυροῦν ἐμβάλατε εἰς τὸν μάρσιππον τοῦ νεωτέρου, καὶ τὴν τιμὴν τοῦ σίτου αὐτοῦ. ἐγενήθη δὲ κατὰ τὸ ῥῆμα Ἰωσὴφ καθὼς εἶπεν.
Gen 44:3	τὸ πρωὶ διέφαυσεν καὶ οἱ ἄνθρωποι ἀπεστάλησαν, αὐτοὶ καὶ οἱ ὄνοι αὐτῶν.
Gen 44:4	ἐξελθόντων δὲ αὐτῶν τὴν πόλιν οὐκ ἀπέσχον μακράν, καὶ Ἰωσὴφ εἶπεν τῷ ἐπὶ τῆς οἰκίας αὐτοῦ λέγων Ἀναστὰς ἐπιδίωξον ὀπίσω τῶν ἀνθρώπων, καὶ καταλήμψῃ αὐτοὺς καὶ ἐρεῖς αὐτοῖς Τί ὅτι ἀνταπεδώκατέ μοι πονηρὰ ἀντὶ καλῶν; ἵνα τί ἐκλέψατέ μου τὸ κόνδυ τὸ ἀργυροῦν;
Gen 44:5	οὐ τοῦτό ἐστιν ἐν ᾧ πίνει ὁ κύριός μου; αὐτὸς δὲ οἰωνισμῷ οἰωνίζεται ἐν αὐτῷ· πονηρὰ συντετέλεσθε ἃ πεποιήκατε.
Gen 44:6	εὑρὼν δὲ αὐτοὺς εἶπεν αὐτοῖς κατὰ τὰ ῥήματα ταῦτα.
Gen 44:7	οἱ δὲ εἶπον αὐτῷ Ἵνα τί λαλεῖ ὁ κύριος κατὰ τὰ ῥήματα ταῦτα; μὴ γένοιτο τοῖς παισίν σου ποιῆσαι τὸ ῥῆμα τοῦτο.
Gen 44:8	εἰ τὸ μὲν ἀργύριον ὃ εὕραμεν ἐν τοῖς μαρσίπποις ἡμῶν ἀπεστρέψαμεν πρὸς σὲ ἐκ γῆς Χανάαν, πῶς ἂν κλέψαιμεν ἐκ τοῦ οἴκου τοῦ κυρίου σου ἀργύριον ἢ χρυσίον;
Gen 44:9	παρ᾽ ᾧ ἂν εὑρεθῇ τὸ κόνδυ τῶν παίδων σου, ἀποθνησκέτω· καὶ ἡμεῖς δὲ ἐσόμεθα παῖδες τῷ κυρίῳ ἡμῶν.
Gen 44:10	ὁ δὲ εἶπεν Καὶ νῦν ὡς λέγετε, οὕτως ἔσται· ὁ ἄνθρωπος παρ᾽ ᾧ ἂν εὑρεθῇ τὸ κόνδυ, αὐτὸς ἔσται μου παῖς, ὑμεῖς δὲ ἔσεσθε καθαροί.
Gen 44:11	καὶ ἔσπευσαν καὶ καθεῖλαν ἕκαστος τὸν μάρσιππον αὐτοῦ ἐπὶ τὴν γῆν, καὶ ἤνοιξεν ἕκαστος τὸν μάρσιππον αὐτοῦ.
Gen 44:12	ἠρεύνα δὲ ἀπὸ τοῦ πρεσβυτέρου ἀρξάμενος ἕως ἦλθεν ἐπὶ τὸν νεώτερον, καὶ εὗρεν τὸ κόνδυ ἐν τῷ μαρσίππῳ τῷ Βενιαμείν.
Gen 44:13	καὶ διέρρηξαν τὰ ἱμάτια αὐτῶν, καὶ ἐπέθηκαν ἕκαστος τὸν μάρσιππον αὐτοῦ ἐπὶ τὸν ὄνον αὐτοῦ, καὶ ἐπέστρεψαν εἰς τὴν πόλιν.
Gen 44:14	εἰσῆλθεν δὲ Ἰούδας καὶ οἱ ἀδελφοὶ αὐτοῦ πρὸς Ἰωσήφ, ἔτι αὐτοῦ ὄντος ἐκεῖ· καὶ ἔπεσον ἐναντίον αὐτοῦ ἐπὶ τὴν γῆν.
Gen 44:15	εἶπεν δὲ αὐτοῖς Ἰωσήφ Τί τὸ πρᾶγμα τοῦτο ἐποιήσατε; οὐκ οἴδατε ὅτι οἰωνισμῷ οἰωνιεῖται ἄνθρωπος οἷος ἐγώ;
Gen 44:16	εἶπεν δὲ Ἰούδας Τί ἀντεροῦμεν τῷ κυρίῳ ἢ τί λαλήσωμεν ἢ τί δικαιωθῶμεν; ὁ δὲ θεὸς εὗρεν τὴν ἀδικίαν τῶν παίδων σου· ἰδού ἐσμεν οἰκέται τῷ κυρίῳ ἡμῶν, καὶ ἡμεῖς καὶ παρ᾽ ᾧ εὑρέθη τὸ κόνδυ.
Gen 44:17	εἶπεν δὲ Ἰωσήφ Μή μοι γένοιτο ποιῆσαι τὸ ῥῆμα τοῦτο· ὁ ἄνθρωπος παρ᾽ ᾧ εὑρέθη τὸ κόνδυ, αὐτὸς ἔσται μου παῖς· ὑμεῖς δὲ ἀνάβητε μετὰ σωτηρίας πρὸς τὸν πατέρα ὑμῶν.
Gen 44:18	Ἐγγίσας δὲ αὐτῷ Ἰούδας εἶπεν Δέομαι, κύριε· λαλησάτω ὁ παῖς σου ῥῆμα ἐναντίον σου, καὶ μὴ θυμωθῇς τῷ παιδί σου, ὅτι σὺ εἶ μετὰ Φαραώ.
Gen 44:19	κύριε, σὺ ἠρώτησας τοὺς παῖδάς σου λέγων Εἰ ἔχετε πατέρα ἢ ἀδελφόν;
Gen 44:20	καὶ εἴπαμεν τῷ κυρίῳ Ἔστιν ἡμῖν πατὴρ πρεσβύτερος, καὶ παιδίον νεώτερον γήρως αὐτῷ, καὶ ὁ ἀδελφὸς αὐτοῦ ἀπέθανεν, αὐτὸς δὲ μόνος ὑπελείφθη τῷ πατρὶ αὐτοῦ, ὁ δὲ πατὴρ αὐτὸν ἠγάπησεν.
Gen 44:21	εἶπας δὲ τοῖς παισίν σου ὅτι Καταγάγετε αὐτὸν πρὸς μέ, καὶ ἐπιμελοῦμαι αὐτοῦ.
Gen 44:22	καὶ εἴπαμεν τῷ κυρίῳ Οὐ δυνήσεται τὸ παιδίον καταλιπεῖν τὸν πατέρα· ἐὰν δὲ καταλείπῃ τὸν πατέρα, ἀποθανεῖται.
Gen 44:23	σὺ δὲ εἶπας τοῖς παισίν σου Ἐὰν μὴ καταβῇ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος μεθ᾽ ὑμῶν, οὐ προσθήσεσθε ἔτι ἰδεῖν τὸ πρόσωπόν μου.
Gen 44:24	ἐγένετο δὲ ἡνίκα ἀνέβημεν πρὸς τὸν παῖδά σου πατέρα δὲ ἡμῶν, ἀπηγγείλαμεν αὐτῷ τὰ ῥήματα τοῦ κυρίου.
Gen 44:25	εἶπεν δὲ ἡμῖν ὁ πατὴρ ἡμῶν Βαδίσατε πάλιν, ἀγοράσατε ἡμῖν μικρὰ βρώματα.
Gen 44:26	ἡμεῖς δὲ εἴπαμεν Οὐ δυνησόμεθα καταβῆναι· ἀλλ᾽ εἰ μὲν ὁ ἀδελφὸς ἡμῶν ὁ νεώτερος καταβαίνει μεθ᾽ ἡμῶν, καταβησόμεθα· οὐ γὰρ δυνησόμεθα ἰδεῖν τὸ πρόσωπον τοῦ ἀνθρώπου, τοῦ ἀδελφοῦ τοῦ νεωτέρου μὴ ὄντος μεθ᾽ ἡμῶν.
Gen 44:27	εἶπεν δὲ ὁ παῖς σου ὁ πατὴρ ἡμῶν πρὸς ἡμᾶς Ὑμεῖς γινώσκετε ὅτι δύο ἔτεκέν μοι ἡ γυνή.
Gen 44:28	καὶ ἐξῆλθεν ὁ εἷς ἀπ᾽ ἐμοῦ, καὶ εἴπατε Θηριόβρωτος γέγονεν, καὶ οὐκ ἴδον αὐτὸν ἔτι.
Gen 44:29	ἐὰν οὖν λάβητε καὶ τοῦτον ἐκ προσώπου μου καὶ συμβῇ αὐτῷ μαλακία ἐν τῇ ὁδῷ καὶ κατάξετέ μου τὸ γῆρας μετὰ λύπης εἰς ᾅδου.
Gen 44:30	νῦν οὖν ἐὰν εἰσπορεύομαι πρὸς τὸν παῖδά σου πατέρα δὲ ἡμῶν, καὶ τὸ παιδάριον μὴ ᾖ μεθ᾽ ἡμῶν, ἡ δὲ ψυχὴ αὐτοῦ ἐκκρέμαται ἐκ τῆς τούτου ψυχῆς·
Gen 44:31	καὶ ἔσται ἐν τῷ ἰδεῖν αὐτὸν μὴ ὂν τὸ παιδάριον μεθ᾽ ἡμῶν, τελευτήσει, καὶ κατάξουσιν οἱ παῖδές σου τὸ γῆρας τοῦ παιδός σου πατρὸς δὲ ἡμῶν μετ᾽ ὀδύνης εἰς ᾅδου.
Gen 44:32	ὁ γὰρ παῖς σου ἐκδέδεκται τὸ παιδίον παρὰ τοῦ πατρὸς λέγων Ἐὰν μὴ ἀγάγω αὐτὸν πρὸς σὲ καὶ στήσω αὐτὸν ἐναντίον σου, ἡμαρτηκὼς ἔσομαι πρὸς τὸν πατέρα πάσας τὰς ἡμέρας.
Gen 44:33	νῦν οὖν παραμενῶ σοι παῖς ἀντὶ τοῦ παιδίου, οἰκέτης τοῦ κυρίου· τὸ δὲ παιδίον ἀναβήτω μετὰ τῶν ἀδελφῶν.
Gen 44:34	πῶς γὰρ ἀναβήσομαι πρὸς τὸν πατέρα, τοῦ παιδίου μὴ ὄντος μεθ᾽ ἡμῶν; ἵνα μὴ ἴδω τὰ κακὰ ἃ εὑρήσει τὸν πατέρα μου.
Gen 45:1	Καὶ οὐκ ἠδύνατο Ἰωσὴφ ἀνέχεσθαι πάντων τῶν παρεστηκότων αὐτῷ, ἀλλ᾽ εἶπεν Ἐξαποστείλατε πάντας ἀπ᾽ ἐμοῦ· καὶ οὐ παριστήκει οὐδεὶς ἔτι τῷ Ἰωσὴφ ἡνίκα ἀνεγνωρίζετο Ἰωσὴφ τοῖς ἀδελφοῖς αὐτοῦ.
Gen 45:2	καὶ ἀφῆκεν φωνὴν μετὰ κλαυθμοῦ· ἤκουσαν δὲ πάντες οἱ Αἰγύπτιοι, καὶ ἀκουστὸν ἐγένετο εἰς τὸν οἶκον Φαραώ.
Gen 45:3	εἶπεν δὲ Ἰωσὴφ πρὸς τοὺς ἀδελφοὺς αὐτοῦ Ἐγώ εἰμι Ἰωσὴφ ὁ ἀδελφὸς ὑμῶν, ὃν ἀπέδοσθε εἰς Αἴγυπτον· ἔτι ὁ πατήρ μου ζῇ; καὶ οὐκ ἐδύναντο οἱ ἀδελφοὶ ἀποκριθῆναι αὐτῷ· ἐταράχθησαν γάρ.
Gen 45:4	καὶ εἶπεν Ἐγώ εἰμι Ἰωσὴφ ὁ ἀδελφὸς ὑμῶν, ὃν ἀπέδοσθε εἰς Αἴγυπτον.
Gen 45:5	νῦν οὖν μὴ λυπεῖσθε μηδὲ σκληρὸν ὑμῖν φανήτω ὅτι ἀπέδοσθέ με ὧδε· εἰς γὰρ ζωὴν ἀπέστειλέν με ὁ θεὸς ἔμπροσθεν ὑμῶν.
Gen 45:6	τοῦτο γὰρ δεύτερον ἔτος λιμὸς ἐπὶ τῆς γῆς, καὶ ἔτι λοιπὰ πέντε ἔτη ἐν οἷς οὐκ ἔσται ἀροτρίασις οὐδὲ ἄμητος·
Gen 45:7	ἀπέστειλεν γάρ με ὁ θεὸς ἔμπροσθεν ὑμῶν, ὑπολείπεσθαι ὑμῶν κατάλειμμα ἐπὶ τῆς γῆς, καὶ ἐκθρέψαι ὑμῶν κατάλειψιν μεγάλην.
Gen 45:8	νῦν οὖν οὐχ ὑμεῖς με ἀπεστάλκατε ὧδε, ἀλλ᾽ ἢ ὁ θεός· καὶ ἐποίησέν με ὡς πατέρα Φαραὼ καὶ κύριον παντὸς τοῦ οἴκου αὐτοῦ καὶ ἄρχοντα πάσης γῆς Αἰγύπτου.
Gen 45:9	σπεύσαντες οὖν ἀνάβητε πρὸς τὸν πατέρα μου καὶ εἴπατε αὐτῷ Τάδε λέγει ὁ υἱός σου Ἰωσήφ Ἐποίησέν με ὁ θεὸς κύριον πάσης γῆς Αἰγύπτου· κατάβηθι οὖν πρὸς μὲ καὶ μὴ μείνῃς·
Gen 45:10	καὶ κατοικήσεις ἐν γῇ Γέσεμ Ἀραβίας καὶ ἔσῃ ἐγγύς μου σὺ καὶ οἱ υἱοί σου καὶ οἱ υἱοὶ τῶν υἱῶν σου, τὰ πρόβατά σου καὶ αἱ βόες σου καὶ ὅσα σοὶ ἐκεῖ·
Gen 45:11	καὶ ἐκθρέψω σε ἐκεῖ, ἔτι γὰρ πέντε ἔτη λιμός· ἵνα μὴ ἐκτριβῇς σὺ καὶ οἱ υἱοί σου καὶ πάντα τὰ ὑπάρχοντά σου.
Gen 45:12	ἰδοὺ οἱ ὀφθαλμοὶ ὑμῶν βλέπουσιν καὶ οἱ ὀφθαλμοὶ Βενιαμεὶν τοῦ ἀδελφοῦ μου ὅτι τὸ στόμα μου τὸ λαλοῦν πρὸς ὑμᾶς.
Gen 45:13	ἀπαγγείλατε οὖν τῷ πατρί μου πᾶσαν τὴν δόξαν μου τὴν ἐν Αἰγύπτῳ καὶ ὅσα ἴδετε, καὶ ταχύναντες καταγάγετε τὸν πατέρα μου ὧδε.
Gen 45:14	καὶ ἐπιπεσὼν ἐπὶ τὸν τράχηλον Βενιαμεὶν τοῦ ἀδελφοῦ αὐτοῦ ἐπέπεσεν ἐπ᾽ αὐτῷ, καὶ Βενιαμεὶν ἔκλαυσεν ἐπὶ τῷ τραχήλῳ αὐτοῦ.
Gen 45:15	καὶ καταφιλήσας πάντας τοὺς ἀδελφοὺς αὐτοῦ ἔκλαυσεν ἐπ᾽ αὐτοῖς, καὶ μετὰ ταῦτα ἐλάλησαν οἱ ἀδελφοὶ αὐτοῦ πρὸς αὐτόν.
Gen 45:16	Καὶ διεβοήθη ἡ φωνὴ εἰς τὸν οἶκον Φαραὼ λέγοντες Ἥκασιν οἱ ἀδελφοὶ Ἰωσήφ· ἐχάρη δὲ Φαραὼ καὶ ἡ θεραπεία αὐτοῦ.
Gen 45:17	εἶπεν δὲ Φαραὼ πρὸς Ἰωσήφ Εἰπὸν τοῖς ἀδελφοῖς σου Τοῦτο ποιήσατε· γεμίσατε τὰ πόρια ὑμῶν καὶ ἀπέλθατε εἰς γῆν Χανάαν,
Gen 45:18	καὶ παραλαβόντες τὸν πατέρα ὑμῶν καὶ τὰ ὑπάρχοντα ὑμῶν ἥκετε πρὸς μέ· καὶ δώσω ὑμῖν πάντων τῶν ἀγαθῶν Αἰγύπτου, καὶ φάγεσθε τὸν μυελὸν τῆς γῆς.
Gen 45:19	σὺ δὲ ἔντειλαι ταῦτα, λαβεῖν αὐτοῖς ἁμάξας ἐκ γῆς Αἰγύπτου τοῖς παιδίοις ὑμῶν καὶ ταῖς γυναιξίν, καὶ ἀναλαβόντες τὸν πατέρα ὑμῶν παραγίνεσθε·
Gen 45:20	καὶ μὴ φείσησθε τοῖς ὀφθαλμοῖς ὑμῶν τῶν σκευῶν, τὰ γὰρ πάντα ἀγαθὰ Αἰγύπτου ὑμῖν ἔσται.
Gen 45:21	ἐποίησαν δὲ οὕτως οἱ υἱοὶ Ἰσραήλ· ἔδωκεν δὲ Ἰωσὴφ αὐτοῖς ἁμάξας κατὰ τὰ εἰρημένα ὑπὸ Φαραὼ τοῦ βασιλέως, καὶ ἔδωκεν αὐτοῖς ἐπισιτισμὸν εἰς τὴν ὁδόν·
Gen 45:22	καὶ πᾶσιν ἔδωκεν δισσὰς στολάς, καὶ τῷ Βενιαμεὶν ἔδωκεν τριακοσίους χρυσοῦς καὶ πέντε ἀλλασσούσας στολάς·
Gen 45:23	καὶ τῷ πατρὶ αὐτοῦ ἀπέστειλεν κατὰ τὰ αὐτά, καὶ δέκα ὄνους αἴροντας ἀπὸ πάντων τῶν ἀγαθῶν Αἰγύπτου, καὶ δέκα ἡμιόνους αἰρούσας ἄρτους τῷ πατρὶ αὐτοῦ εἰς ὁδόν.
Gen 45:24	ἐξαπέστειλεν δὲ τοὺς ἀδελφοὺς αὐτοῦ καὶ ἐπορεύθησαν· καὶ εἶπεν αὐτοῖς Μὴ ὀργίζεσθε ἐν τῇ ὁδῷ.
Gen 45:25	καὶ ἀνέβησαν ἐξ Αἰγύπτου, καὶ ἦλθον εἰς γῆν Χανάαν πρὸς Ἰακὼβ τὸν πατέρα αὐτῶν,
Gen 45:26	καὶ ἀνήγγειλαν αὐτῷ λέγοντες ὅτι Ὁ υἱός σου Ἰωσὴφ ζῇ, καὶ οὗτος ἄρχει πάσης τῆς γῆς Αἰγύπτου. καὶ ἐξέστη ἡ διάνοια Ἰακώβ, οὐ γὰρ ἐπίστευσεν αὐτοῖς.
Gen 45:27	ἐλάλησαν δὲ αὐτῷ πάντα τὰ ῥηθέντα ὑπὸ Ἰωσὴφ ὅσα εἶπεν αὐτοῖς· ἰδὼν δὲ τὰς ἁμάξας ἃς ἀπέστειλεν Ἰωσὴφ ὥστε ἀναλαβεῖν αὐτόν, ἀνεζωπύρησεν τὸ πνεῦμα Ἰακὼβ τοῦ πατρὸς αὐτῶν.
Gen 45:28	εἶπεν δὲ Ἰσραήλ Μέγα μοί ἐστιν εἰ ἔτι ὁ υἱός μου Ἰωσὴφ ζῇ· πορευθεὶς ὄψομαι αὐτὸν πρὸ τοῦ ἀποθανεῖν με.
