Jos 1:1	ΚΑΙ ἐγένετο μετὰ τὴν τελευτὴν Μωυσῆ εἶπεν Κύριος τῷ Ἰησοῖ υἱῷ Ναυὴ τῷ ὑπουργῷ Μωυσῆ λέγων
Jos 19:49	Καὶ ἐπορεύθησαν ἐμβατεῦσαι τὴν γῆν κατὰ τὸ ὅριον αὐτῶν. καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ κλῆρον Ἰησοῖ τῷ υἱῷ Ναυὴ ἐν αὐτοῖς
Jos 19:50	διὰ προστάγματος τοῦ θεοῦ· καὶ ἔδωκαν αὐτῷ τὴν πόλιν ἣν ᾐτήσατο Θαμαρχάρης, ἥ ἐστιν ἐν τῷ ὄρει Ἐφράιμ· καὶ ᾠκοδόμησεν τὴν πόλιν, καὶ κατῴκει ἐν αὐτῇ.
Jos 19:51	Αὗται αἱ διαιρέσεις ἃς κατεκληρονόμησεν Ἐλεαζὰρ ὁ ἱερεὺς καὶ Ἰησοῦς ὁ τοῦ Ναυὴ καὶ οἱ ἄρχοντες τῶν πατριῶν ἐν ταῖς φυλαῖς Ἰσραὴλ κατὰ κλήρους ἐν Σηλὼ ἐναντίον τοῦ κυρίου παρὰ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου· καὶ ἐπορεύθησαν ἐμβατεῦσαι τὴν γῆν.
Jos 20:1	Καὶ ἐλάλησεν Κύριος τῷ Ἰησοῖ λέγων
Jos 20:2	Λάλησον τοῖς υἱοῖς Ἰσραὴλ λέγων Δότε τὰς πόλεις τῶν φυγαδευτηρίων ἃς εἶπα πρὸς ὑμᾶς διὰ Μωυσῆ.
Jos 20:3	φυγαδευτήριον τῷ φονευτῇ τῷ πατάξαντι ψυχὴν ἀκουσίως· καὶ ἔσονται ὑμῖν αἱ πόλεις φυγαδευτήριον, καὶ οὐκ ἀποθανεῖται ὁ φονευτὴς ὑπὸ τοῦ ἀγχιστεύοντος τὸ αἷμα, ἕως ἄν καταστῇ ἐναντίον τῆς συναγωγῆς εἰς κρίσιν.
Jos 20:4	
Jos 20:5	
Jos 20:6	
Jos 20:7	καὶ διέστειλεν τὴν Κάδης ἐν τῇ Γαλειλαίᾳ ἐν τῷ ὄρει τῷ Νεφθαλεί, καὶ Συχὲμ ἐν τῷ ὄρει τῷ Ἐφράιμ, καὶ τὴν πόλιν Ἀρβόκ, αὕτη ἐστὶν Χεβρὼν ἐν τῷ ὄρει τῷ Ἰούδᾳ.
Jos 20:8	καὶ ἐν τῷ πέραν τοῦ Ἰορδάνου ἔδωκεν Βόσορ ἐν τῇ ἐρήμῳ ἐν τῷ πεδίῳ ἀπὸ τῆς φυλῆς Ῥουβήν, καὶ Ἀρημὼθ ἐν τῇ Γαλαὰδ ἐκ τῆς φυλῆς Γάδ, καὶ τὴν Γαυλὼν ἐν τῇ Βασανείτιδι ἐκ τῆς φυλῆς Μανασσή.
Jos 20:9	αὗται αἱ πόλεις αἱ ἐπίκλητοι τοῖς υἱοῖς Ἰσραὴλ καὶ τῷ προσηλύτῳ τῷ προσκειμένῳ ἐν αὐτοῖς, καταφυγεῖν ἐκεῖ παντὶ παίοντι ψυχὴν ἀκουσίως, ἵνα μὴ ἀποθάνῃ ἐν χειρὶ τοῦ ἀγχιστεύοντος τὸ αἷμα, ἕως ἂν καταστῇ ἔναντι τῆς συναγωγῆς εἰς κρίσιν.
Jos 21:1	Καὶ προσήλθοσαν οἱ ἀρχιπατριῶται τῶν υἱῶν Λευεὶ πρὸς Ἐλεαζὰρ τὸν ἱερέα καὶ Ἰησοῦν τὸν τοῦ Ναυὴ καὶ πρὸς τοὺς ἀρχιφύλους πατριῶν ἐκ τῶν φυλῶν Ἰσραήλ,
Jos 21:2	καὶ εἶπον πρὸς αὐτοὺς ἐν Σηλὼ ἐν γῇ Χανάαν λέγοντες Ἐνετείλατο Κύριος ἐν χειρὶ Μωυσῆ δοῦναι ἡμῖν πόλεις κατοικεῖν καὶ τὰ περισπόρια τοῖς κτήνεσιν ἡμῶν.
Jos 21:3	καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ τοῖς Λευείταις ἐν τῷ κατακληρονομεῖν διὰ προστάγματος Κυρίου τὰς πόλεις καὶ τὰ περισπόρια αὐτῶν.
Jos 21:4	καὶ ἐξῆλθεν ὁ κλῆρος τῷ δήμῳ Καάθ, καὶ ἐγένετο τοῖς υἱοῖς Ἀαρὼν τοῖς ἱερεῦσιν τοῖς Λευείταις ἀπὸ φυλῆς Ἰούδα καὶ ἀπὸ φυλῆς Συμεὼν καὶ ἀπὸ φυλῆς Βενιαμεὶν κληρωτεὶ πόλεις ιγ᾽·
Jos 21:5	καὶ τοῖς υἱοῖς Καὰθ τοῖς καταλελιμμένοις ἐκ τῆς φυλῆς Ἐφράιμ καὶ ἐκ τῆς φυλῆς Δὰν καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσὴ κληρωτεὶ πόλεις δέκα·
Jos 21:6	καὶ τοῖς υἱοῖς Γεδσὼν ἀπὸ τῆς φυλῆς Ἰσσαχὰρ καὶ ἀπὸ τῆς φυλῆς Ἀσὴρ καὶ ἀπὸ τῆς φυλῆς Νεφθαλεὶ καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσὴ ἐν τῷ Βασὰν πόλεις δέκα τρεῖς·
Jos 21:7	καὶ ἐν τοῖς υἱοῖς Μεραρεὶ κατὰ δήμους αὐτῶν ἀπὸ φυλῆς Ῥουβὴν καὶ ἀπὸ φυλῆς Γὰδ καὶ ἀπὸ φυλῆς Ζαβουλὼν κληρωτεὶ πόλεις δώδεκα.
Jos 21:8	Καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ τοῖς Λευείταις τὰς πόλεις καὶ τὰ περισπόρια αὐτῶν ὃν τρόπον ἐνετείλατο Κύριος τῷ Μωυσῇ κληρωτεί.
Jos 21:9	καὶ ἔδωκεν ἡ φυλὴ υἱῶν Ἰούδα καὶ ἡ φυλὴ υἱῶν Συμεὼν καὶ ἀπὸ τῆς φυλῆς υἱῶν Βενιαμεὶν τὰς πόλεις ταύτας· καὶ ἐπεκλήθησαν
Jos 21:10	τοῖς υἱοῖς Ἀαρὼν ἀπὸ τοῦ δήμου τοῦ Καὰθ τῶν υἱῶν Λευεί, ὅτι τοῦτο ἐγενήθη ὁ κλῆρος.
Jos 21:11	καὶ ἔδωκεν αὐτοῖς τὴν Καραθαρβὸκ μητρόπολιν τῶν Ἐνάκ, αὕτη ἐστὶν Χεβρὼν ἐν τῷ ὄρει Ἰούδα· τὰ δὲ περισπόρια κύκλῳ αὐτῆς
Jos 21:12	καὶ τοὺς ἀγροὺς τῆς πόλεως καὶ τὰς κώμας αὐτῆς ἔδωκεν Ἰησοῦς τοῖς υἱοῖς Χαλὲβ υἱοῦ Ἰεφοννὴ ἐν κατασχέσει.
Jos 21:13	καὶ τοῖς υἱοῖς Ἀαρὼν ἔδωκεν τὴν πόλιν φυγαδευτήριον τῷ φονεύσαντι, τὴν Χεβρὼν καὶ τὰ ἀφωρισμένα τὰ σὺν αὐτῇ, καὶ τὴν Λεμνὰ καὶ τὰ ἀφωρισμένα τὰ πρὸς αὐτῇ,
Jos 21:14	καὶ τὴν Αἰλὼμ καὶ τὰ ἀφωρισμένα ἀυτῇ, καὶ τὴν Τεμὰ καὶ τὰ ἀφωρισμένα αὐτῇ,
Jos 21:15	καὶ τὴν Γελλὰ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ τὴν Δαβεὶρ καὶ τὰ ἀφωρισμένα αὐτῇ,
Jos 21:16	καὶ Ἄσα καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Τανὺ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Βαιθσάμυς καὶ τὰ ἀφωρισμένα αὐτῇ· πόλεις ἐννέα παρὰ τῶν δύο φυλῶν τούτων.
Jos 21:17	καὶ παρὰ τῆς φυλῆς Βενιαμεὶν τὴν Γαβαὼν καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Γάθεθ καὶ τὰ ἀφωρισμένα αὐτῇ,
Jos 21:18	καὶ Ἀναθὼθ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Γαμαλὰ καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις τέσσαρες.
Jos 21:19	πᾶσαι αἱ πόλεις υἱῶν Ἀαρὼν τῶν ἱερέων δέκα τρεῖς.
Jos 21:20	καὶ τοῖς δήμοις υἱοῖς Καὰθ τοῖς Λευείταις τοῖς καταλελιμμένοις ἀπὸ τῶν υἱῶν Καάθ, καὶ ἐγενήθη πόλις τῶν ἱερέων αὐτῶν ἀπὸ φυλῆς Ἐφράιμ·
Jos 21:21	καὶ ἔδωκαν αὐτοῖς τὴν πόλιν τοῦ φυγαδευτηρίου τὴν τοῦ φονεύσαντος, τὴν Συχὲμ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Γαζαρὰ καὶ τὰ πρὸς αὐτὴν καὶ τὰ ἀφωρισμένα αὐτῇ,
Jos 21:22	καὶ Βαιθωρὼν καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις τέσσαρες.
Jos 21:23	καὶ ἐκ τῆς φυλῆς Δὰν τὴν Ἐλκωθάιμ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ τὴν Γεθεδὰν καὶ τὰ ἀφωρισμένα. αὐτῇ,
Jos 21:24	καὶ Αἰλὼν καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Γεθερεμμὼν καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις τέσσαρες.
Jos 21:25	καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσὴ, τὴν Τανὰχ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ τὴν Ἰεβαθὰ καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις δύο.
Jos 21:26	πᾶσαι πόλεις δέκα καὶ τὰ ἀφωρισμένα αὐτῇ τὰ πρός αὐταῖς τοῖς δήμοις υἱῶν Καὰθ τοῖς ὑπολελιμμένοις.
Jos 21:27	καὶ τοῖς υἱοῖς Γεδσὼν τοῖς Λευείταις ἐκ τοῦ ἡμίσους φυλῆς Μανασσὴ τὰς πόλεις τὰς ἀφωρισμένας τοῖς φονεύσασι, τὴν Γαυλὼν ἐν τῇ Βασανείτιδι καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ τὴν Βοσορὰν καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις δύο.
Jos 21:28	καὶ ἐκ τῆς φυλῆς Ἰσσαχὰρ τὴν Κεισὼν καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Δεββὰ καὶ τὰ ἀφωρισμένα αὐτῇ,
Jos 21:29	καὶ τὴν Ῥεμμὰθ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Πηγὴν γραμμάτων καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις τέσσαρες.
Jos 21:30	καὶ ἐκ τῆς φυλῆς Ἀσὴρ τὴν Βασελλὰν καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Δαββὼν καὶ τὰ ἀφωρισμένα αὐτῇ,
Jos 21:31	καὶ Χελκὰτ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Ῥαὰβ καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις τέσσαρες.
Jos 21:32	καὶ ἐκ τῆς φυλῆς Νεφθαλεὶ τὴν πόλιν τὴν ἀφωρισμένην τῷ φονεύσαντι, τὴν Κάδες ἐν τῇ Γαλειλαίᾳ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ τὴν Νεμμὰθ καὶ τὰ ἀφωρισμένα αὐτῇ, καὶ Θεμμὼν καὶ τὰ ἀφωρισμένα αὐτῇ, πόλεις τρεῖς.
Jos 21:33	πᾶσαι αἱ πόλεις τοῦ Γεδσὼν κατὰ δήμους αὐτῶν πόλεις δέκα τρεῖς.
Jos 21:34	καὶ τῷ δήμῳ υἱῶν Μεραρεὶ τοῖς Λευείταις τοῖς λοιποῖς ἐκ τῆς φυλῆς Ζαβουλὼν τὴν Μαὰν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Κάδης καὶ τὰ περισπόρια αὐτῆς,
Jos 21:35	καὶ Σελλὰ καὶ τὰ περισπόρια αὐτῆς, πόλεις τρεῖς.
Jos 21:36	καὶ πέραν τοῦ Ἰορδάνου τοῦ κατὰ Ἰερειχὼν ἐκ τῆς φυλῆς Ῥουβὴν τὴν πόλιν τὸ φυγαδευτήριον τοῦ φονεύσαντος, τὴν Βόσορ ἐν τῇ ἐρήμῳ, τὴν Μεισὼ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἰαζὴρ καὶ τὰ περισπόρια αὐτῆς,
Jos 21:37	καὶ τὴν Δεκμὼν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Μαφὰ καὶ τὰ περισπόρια αὐτῆς, πόλεις τέσσαρες.
Jos 21:38	καὶ ἀπὸ τῆς φυλῆς Γὰδ τὴν πόλιν τὸ φυγαδευτήριον τοῦ φονεύσαντος, καὶ τὴν Ῥαμὼθ ἐν τῇ Γαλαὰδ καὶ τὰ περισπόρια αὐτῆς, τὴν Καμέιν καὶ τὰ περισπόρια αὐτῆς,
Jos 21:39	καὶ τὴν Ἑσβὼν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἰαζὴρ καὶ τὰ περισπόρια αὐτῆς· αἱ πᾶσαι πόλεις τέσσαρες.
Jos 21:40	πᾶσαι πόλεις τοῖς υἱοῖς Μεραρεὶ κατὰ δήμους αὐτῶν τῶν καταλελιμμένων ἀπὸ τῆς φυλῆς Λευεί· καὶ ἐγενήθη τὰ ὅρια αἱ πόλεις δέκα δύο.
Jos 21:41	πᾶσα πόλις τῶν Λευειτῶν ἐν μέσῳ κατασχέσεως υἱῶν Ἰσραὴλ τεσσεράκοντα ὀκτὼ πόλεις, καὶ τὰ περισπόρια αὐτῶν
Jos 21:42	κύκλῳ τῶν πόλεων τούτων· πόλις καὶ τὰ περισπόρια κύκλῳ τῆς πόλεως πάσαις ταῖς πόλεσιν ταύταις. [1] καὶ συνετέλεσεν Ἰησοῦς διαμερίσας τὴν γῆν ἐν τοῖς ὁρίοις αὐτῶν. [2] καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ μερίδα τῷ Ἰησοῖ κατὰ πρόσταγμα Κυρίου· ἔδωκαν αὐτῷ τὴν πόλιν ἣν ᾐτήσατο· τὴν Θαμνασάραχ ἔδωκαν αὐτῷ ἐν τῷ ὄρει Ἐφράιμ. [3] καὶ ᾠκοδόμησεν Ἰησοῦς τὴν πόλιν καὶ ᾤκησεν ἐν αὐτῇ· [4] καὶ ἔλαβεν Ἰησοῦς τὰς μαχαίρας τὰς πετρίνας, ἐν αἷς περιέτεμεν τοὺς υἱοὺς Ἰσραὴλ τοὺς γενομένους ἐν τῇ ὁδῷ ἐν τῇ ἐρήμῳ, καὶ ἔθηκεν αὐτὰς ἐν Θαμνασαχαράθ.
Jos 21:43	Καὶ ἔδωκεν Κύριος τῷ Ἰσραὴλ πᾶσαν τὴν γῆν ἣν ὤμοσεν δοῦναι τοῖς πατράσιν αὐτῶν, καὶ κατεκληρονόμησαν αὐτὴν καὶ κατῴκησαν ἐν αὐτῇ.
Jos 21:44	καὶ κατέπαυσεν αὐτοὺς Κύριος κυκλόθεν, καθότι ὤμοσεν τοῖς πατράσιν αὐτῶν· οὐκ ἀνέστη οὐθεὶς κατενώπιον αὐτῶν ἀπὸ πάντων τῶν ἐχθρῶν αὐτῶν· πάντας τοὺς ἐχθροὺς αὐτῶν παρέδωκεν Κύριος εἰς τὰς χεῖρας αὐτῶν.
Jos 21:45	οὐ διέπεσεν ἀπὸ πάντων τῶν ῥημάτων τῶν καλῶν ὧν ἐλάλησεν Κύριος τοῖς υἱοῖς Ἰσραήλ· πάντα παρεγένετο.
Jos 22:1	Τότε συνεκάλεσεν Ἰησοῦς τοὺς υἱοὺς Ῥουβὴν καὶ τοὺς υἱοὺς Γὰδ καὶ τὸ ἥμισυ φυλῆς Μανασσή,
Jos 22:2	καὶ εἶπεν αὐτοῖς Ὑμεῖς ἀκηκόατε πάντα ὅσα ἐνετείλατο ὑμῖν Μωυσῆς ὁ παῖς Κυρίου, καὶ ἐπηκούσατε τῆς φωνῆς μου κατὰ πάντα ὅσα ἐνετείλατο ὑμῖν.
Jos 22:3	οὐκ ἐνκαταλελοίπατε τοὺς ἀδελφοὺς ὑμῶν ταύτας τὰς ἡμέρας πλείους· ἕως τῆς σήμερον ἡμέρας ἐφυλάξασθε τὴν ἐντολὴν Κυρίου τοῦ θεοῦ ὑμῶν.
Jos 22:4	νῦν δὲ κατέπαυσεν Κύριος ὁ θεὸς ἡμῶν τοὺς ἀδελφοὺς ἡμῶν, ὃν τρόπον εἶπεν αὐτοῖς· νῦν οὖν ἀποστραφέντες ἀπέλθατε εἰς τοὺς οἴκους ὑμῶν καὶ εἰς τὴν γῆν τῆς κατασχέσεως ὑμῶν, ἣν ἔδωκεν ὑμῖν Μωυσῆς ἐν τῷ πέραν τοῦ Ἰορδάνου.
Jos 22:5	ἀλλὰ φυλάξασθε ποιεῖν σφόδρα τὰς ἐντολὰς καὶ τὸν νόμον ὃν ἐνετείλατο ἡμῖν ποιεῖν Μωυσῆς ὁ παῖς Κυρίου, ἀγαπᾷν Κύριον τὸν θεὸν ἡμῶν, πορεύεσθαι πάσαις ταῖς ὁδοῖς αὐτοῦ, φυλάξασθαι τὰς ἐντολὰς αὐτοῦ καὶ προσκεῖσθαι αὐτῷ, καὶ λατρεύειν αὐτῷ ἐξ ὅλης τῆς διανοίας ὑμῶν καὶ ἐξ ὅλης τῆς ψυχῆς ὑμῶν.
Jos 22:6	καὶ ηὐλόγησεν αὐτοὺς Ἰησοῦς, καὶ ἐξαπέστειλεν αὐτούς· καὶ ἐπορεύθησαν εἰς τοὺς οἴκους αὐτῶν.
Jos 22:7	Καὶ τῷ ἡμίσει φυλῆς Μανασσὴ ἔδωκεν Μωυσῆς ἐν τῇ Βασανείτιδι, καὶ τῷ ἡμίσει ἔδωκεν Ἰησοῦς μετὰ τῶν ἀδελφῶν αὐτοῦ ἐν τῷ πέραν τοῦ Ἰορδάνου παρὰ θάλασσαν. καὶ ἡνίκα ἐξαπέστειλεν αὐτοὺς Ἰησοῦς εἰς τοὺς οἴκους αὐτῶν καὶ εὐλόγησεν αὐτούς,
Jos 22:8	καὶ ἐν χρήμασιν πολλοῖς ἀπήλθοσαν εἰς τοὺς οἴκους αὐτῶν· καὶ κτήνη πολλὰ σφόδρα καὶ ἀργύριον καὶ χρυσίον καὶ σίδηρον καὶ ἱματισμὸν πολὺν καὶ διείλαντο, τὴν προνομὴν τῶν ἐχθρῶν, μετὰ τῶν ἀδελφῶν αὐτῶν.
Jos 22:9	Καὶ ἐπορεύθησαν οἱ υἱοὶ Ῥουβὴν καὶ οἱ υἱοὶ Γὰδ καὶ τὸ ἥμισυ φυλῆς υἱῶν Μανασσὴ ἀπὸ τῶν υἱῶν Ἰσραὴλ ἐν Σηλὼ ἐν γῇ Χανάαν ἀπελθεῖν εἰς τὴν Γαλαὰδ εἰς γῆν κατασχέσεως αὐτῶν, ἣν ἐκληρονόμησαν αὐτὴν διὰ προστάγματος Κυρίου ἐν χειρὶ Μωυσῆ.
Jos 22:10	καὶ ἦλθον εἰς Γάλγαλα τοῦ Ἰορδάνου, ἥ ἐστιν ἐν γῇ Χανάαν· καὶ ᾠκοδόμησαν οἱ υἱοὶ Γὰδ καὶ οἱ υἱοὶ Ῥουβὴν καὶ τὸ ἥμισυ φυλῆς Μανασσὴ ἐκεῖ βωμὸν ἐπὶ τοῦ Ἰορδάνου, βωμὸν μέγαν ἐπὶ τοῦ ἰδεῖν.
Jos 22:11	καὶ ἤκουσαν οἱ υἱοὶ Ἰσραὴλ λεγόντων Ἰδοὺ ᾠκοδόμησαν οἱ υἱοὶ Γὰδ καὶ οἱ υἱοὶ Ῥουβὴν καὶ τὸ ἥμισυ φυλῆς Μανασσὴ βωμὸν ἐπὶ τῶν ὁρίων γῆς Χανάαν ἐπὶ τοῦ Γαλαὰδ τοῦ Ἰορδάνου ἐν τῷ πέραν υἱῶν Ἰσραήλ.
Jos 22:12	καὶ συνηθροίσθησαν πάντες οἱ υἱοὶ Ἰσραὴλ εἰς Σηλὼ ὥστε ἀναβάντες ἐκπολεμῆσαι αὐτούς.
Jos 22:13	Καὶ ἀπέστειλαν οἱ υἱοὶ Ἰσραὴλ πρὸς τοὺς υἱοὺς Ῥουβὴν καὶ πρὸς υἱοὺς Γὰδ καὶ πρὸς τοὺς υἱοὺς ἥμισυ φυλῆς Μανασσὴ εἰς γῆν Γαλαὰδ τόν τε Φεινεὲς υἱὸν Ἐλεαζὰρ υἱοῦ Ἁαρὼν τοῦ ἀρχιερέως
Jos 22:14	καὶ δέκα τῶν ἀρχόντων μετ᾽ αὐτοῦ· ἄρχων εἷς ἀπὸ οἴκου πατριᾶς ἀπὸ πασῶν φυλῶν Ἰσραήλ· ἄρχοντες οἴκων πατριῶν εἰσιν, χιλίαρχοι Ἰσραήλ.
Jos 22:15	καὶ παρεγένοντο πρὸς τοὺς υἱοὺς Γὰδ καὶ πρὸς τοὺς υἱοὺς Ῥουβὴν καὶ πρὸς τοὺς ἡμίσεις φυλῆς Μανασσὴ εἰς τὴν Γαλαάδ, καὶ ἐλάλησαν πρὸς αὐτοὺς λέγοντες
Jos 22:16	Τάδε λέγει πᾶσα ἡ συναγωγὴ Κυρίου Τίς ἡ πλημμελία αὕτη ἣν ἐπλημμελήσατε ἐναντίον τοῦ θεοῦ Ἰσραήλ, ἀποστραφῆναι σήμερον ἀπὸ Κυρίου οἰκοδομήσαντες ὑμῖν ἑαυτοῖς βωμόν, ἀποστάτας ὑμᾶς γενέσθαι ἀπὸ τοῦ κυρίου;
Jos 22:17	μὴ μικρὸν ἡμῖν τὸ ἁμάρτημα Φογώρ; ὅτι οὐκ ἐκαθαρίσθημεν ἀπ᾽ αὐτοῦ ἕως τῆς ἡμέρας ταύτης, καὶ ἐγενήθη πληγὴ ἐν τῇ συναγωγῇ Κυρίου.
Jos 22:18	καὶ ὑμεῖς ἀπεστράφητε σήμερον ἀπὸ Κυρίου· καὶ ἔσται ἐὰν ἀποστῆτε σήμερον ἀπὸ Κυρίου, καὶ αὔριον ἐπὶ πάντα Ἰσραὴλ ἔσται ἡ ὀργή.
Jos 22:19	καὶ νῦν εἰ μικρὰ ἡ γῆ ὑμῶν τῆς κατασχέσεως ὑμῶν, διάβητε εἰς τὴν γῆν τῆς κατασχέσεως Κυρίου οὗ κατασκηνοῖ ἐκεῖ ἡ σκηνὴ Κυρίου, καὶ κατακληρονομήσετε ἐν ἡμῖν· καὶ μὴ ἀποστάται ἀπὸ θεοῦ γενήθητε, καὶ μὴ ἀπόστητε ἀπὸ Κυρίου διὰ τὸ οἰκοδομῆσαι ὑμᾶς βωμὸν ἔξω τοῦ θυσιαστηρίου Κυρίου τοῦ θεοῦ ἡμῶν.
Jos 22:20	οὐκ ἰδοὺ Ἀχὰρ ὁ τοῦ Ζάρα πλημμελίᾳ ἐπλημμέλησεν ἀπὸ τοῦ ἀναθέματος, καὶ ἐπὶ πᾶσαν συναγωγὴν Ἰσραὴλ ἐγενήθη ὀργή; καὶ οὗτος εἷς μόνος αὐτὸς ἀπέθανεν τῇ ἑαυτοῦ ἁμαρτίᾳ.
Jos 22:21	Καὶ ἀπεκρίθησαν οἱ υἱοὶ Ῥουβὴν καὶ οἱ υἱοὶ Γὰδ καὶ τὸ ἥμισυ φυλῆς Μανασσή, καὶ ἐλάλησαν τοῖς χιλιάρχοις Ἰσραὴλ λέγοντες
Jos 22:22	Ὁ θεὸς θεός ἐστιν Κύριος, καὶ ὁ θεὸς θεὸς αὐτὸς οἶδεν, καὶ Ἰσραὴλ αὐτὸς γνώσεται· εἰ ἐν ἀποστασίᾳ ἐπλημμελήσαμεν ἔναντι τοῦ κυρίου, μὴ ῥύσαιτο ἡμᾶς ἐν ταύτῃ·
Jos 22:23	καὶ εἰ ᾠκοδομήσαμεν αὑτοῖς βωμὸν ὥστε ἀποστῆναι ἀπὸ Κυρίου τοῦ θεοῦ ἡμῶν, ὥστε ἀναβιβάσαι ἐπ᾽ αὐτὸν θυσίαν ὁλοκαυτωμάτων ὥστε ποιῆσαι ἐπ᾽ αὐτοῦ θυσίαν σωτηρίου, Κύριος ἐκζητήσει.
Jos 22:24	ἀλλ᾽ ἕνεκεν εὐλαβείας ῥήματος ἐποιήσαμεν τοῦτο λέγοντες Ἵνα μὴ εἴπωσιν αὔριον τὰ τέκνα ὑμῶν τοῖς τέκνοις ἡμῶν Τί ὑμῖν Κυρίῳ τῷ θεῷ Ἰσραήλ;
Jos 22:25	καὶ ὅρια ἔθηκεν Κύριος ἀνὰ μέσον ἡμῶν καὶ ὑμῶν τὸν Ἰορδάνην, καὶ οὐκ ἔστιν ὑμῖν μερὶς Κυρίου· καὶ ἀπαλλοτριώσουσιν οἱ υἱοὶ ὑμῶν τοὺς υἱοὺς ἡμῶν, ἵνα μὴ σέβωνται Κύριον.
Jos 22:26	καὶ εἴπαμεν ποιῆσαι οὕτως τοῦ οἰκοδομῆσαι τὸν βωμὸν τοῦτον, οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν,
Jos 22:27	ἀλλ᾽ ἵνα ᾖ τοῦτο μαρτύριον ἀνὰ μέσον ἡμῶν καὶ ὑμῶν καὶ ἀνὰ μέσον τῶν γενεῶν ἡμῶν μεθ᾽ ἡμᾶς, τοῦ λατρεύειν λατρίαν Κυρίῳ ἐναντίον αὐτοῦ ἐν τοῖς καρπώμασιν ἡμῶν καὶ ἐν ταῖς θυσίαις ἡμῶν καὶ ἐν ταῖς θυσίαις τῶν σωτηρίων· καὶ οὐκ ἐροῦσιν τὰ τέκνα ὑμῶν τοῖς τέκνοις ἡμῶν αὔριον Οὐκ ἔστιν ὑμῖν μερὶς Κυρίου.
Jos 22:28	καὶ εἴπαμεν Ἐὰν γένηταί ποτε καὶ λαλήσωσιν πρὸς ἡμᾶς καὶ ταῖς γενεαῖς ἡμῶν αὔριον, καὶ ἐροῦσιν Ἴδετε ὁμοίωμα τοῦ θυσιαστηρίου Κυρίου, ὃ ἐποίησαν οἱ πατέρες ἡμῶν οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν, ἀλλὰ μαρτύριόν ἐστιν ἀνὰ μέσον ὑμῶν καὶ ἀνὰ μέσον ἡμῶν καὶ ἀνὰ μέσον τῶν υἱῶν ἡμῶν.
Jos 22:29	μὴ γένοιτο οὖν ἡμᾶς ἀποστραφῆναι ἀπὸ Κυρίου ἐν ταῖς σήμερον ἡμέραις, ἀποστῆσαι ἀπὸ Κυρίου ὥστε οἰκοδομῆσαι ἡμᾶς θυσιαστήριον τοῖς καρπώμασιν καὶ ταῖς θυσίαις σαλαμεὶν καὶ τῇ θυσίᾳ τοῦ σωτηρίου, πλὴν τοῦ θυσιαστηρίου Κυρίου ὅ ἐστιν ἐναντίον τῆς σκηνῆς αὐτοῦ.
Jos 22:30	Καὶ ἀκούσας Φεινεὲς ὁ ἱερεὺς καὶ πάντες οἱ ἄρχοντες τῆς συναγωγῆς Ἰσραὴλ οἳ ἦσαν μετ᾽ αὐτοῦ τοὺς λόγους οὓς ἐλάλησαν οἱ υἱοὶ Ῥουβὴν καὶ οἱ υἱοὶ Γὰδ καὶ τὸ ἥμισυ φυλῆς Μανασσή, καὶ ἤρεσεν αὐτοῖς.
