1Ch 1:1	ΑΔΑΜ, Σήθ, Ἐνώς,
1Ch 23:7	καὶ τῷ Παροσώμ, τῷ Ἐδὰν καὶ τῷ Σεμεεί.
1Ch 23:8	υἱοὶ τῷ Ἐδάν· ὁ ἄρχων Ἰὴλ καὶ Ζεθὸμ καὶ Ἰωήλ. καὶ τρεῖς
1Ch 23:9	υἱοὶ Σεμεεί· Ἀλωθεὶμ καὶ Εἱειὴλ καὶ Αἱδάν, τρεῖς· οὗτοι ἄρχοντες πατριῶν τῶν Ἐδάν.
1Ch 23:10	καὶ τοῖς υἱοῖς Σεμεεί· Ἰὲθ καὶ Ζιζὰ καὶ Ἰῶας καὶ Βεριά· οὗτοι υἱοὶ Σεμεεί, τέσσαρες.
1Ch 23:11	καὶ ἦν Ἰὲθ ὁ ἄρχων, καὶ Ζιζὰ ὁ δεύτερος· καὶ Ἰῶας καὶ Βεριὰ οὐκ ἐπλήθυνεν υἱούς, καὶ ἐγένετο εἰς οἶκον πατριᾶς εἰς ἐπίσκεψιν μίαν.
1Ch 23:12	υἱοὶ Καάθ· Ἀμβράμ, Ἰσσαάρ, Χεβρών, Ὀζειήλ, τέσσαρες.
1Ch 23:13	υἱοὶ Ἀμβράμ· Ἀαρὼν καὶ Μωσῆς. καὶ διεστάλη Ἀαρὼν τοῦ ἁγιασθῆναι ἅγια ἁγίων αὐτὸς καὶ οἱ υἱοὶ αὐτοῦ ἕως αἰῶνος, τοῦ θυμιᾷν ἐναντίον τοῦ κυρίου, λειτουργεῖν καὶ ἐπεύχεσθαι ἐπὶ τῷ ὀνόματι αὐτοῦ ἕως αἰῶνος.
1Ch 23:14	καὶ Μωυσῆς ἄνθρωπος τοῦ θεοῦ, υἱοὶ αὐτοῦ ἐκλήθησαν εἰς φυλὴν τοῦ Λευεί.
1Ch 23:15	υἱοὶ Μωυσῆ· Γηρσὰμ καὶ Ἐλιέζερ.
1Ch 23:16	υἱοὶ Γηρσάμ· Σουβαὴλ ὁ ἄρχων.
1Ch 23:17	καὶ ἦσαν υἱοὶ τῷ Ἐλιέζερ Ῥααβιὰ ὁ ἄρχων, καὶ οὐκ ἦσαν υἱοὶ ἕτεροι· καὶ υἱοὶ Ῥααβιὰ ηὐξήθησαν εἰς ὕψος.
1Ch 23:18	υἱοὶ Ἰσσαάρ· Σαλωμὼθ ὁ ἄρχων.
1Ch 23:19	υἱῶν Χεβρών· Ἰδοὺδ ὁ ἄρχων, Ἀμαδιὰ ὁ δεύτερος, Ὀζιὴλ ὁ τρίτος, Ἰκεμίας ὁ τέταρτος.
1Ch 23:20	υἱοὶ Ὀζιήλ· Μειχᾶς ὁ ἄρχων καὶ Ἰσειὰ ὁ δεύτερος.
1Ch 23:21	υἱοὶ Μεραρεί· Μοολεὶ καὶ Ὀμουσεί· υἱοὶ Μοήλ· Ἐλεαζὰρ καὶ Κείς.
1Ch 23:22	καὶ ἀπέθανεν Ἐλεαζάρ, καὶ οὐκ ἦσαν αὐτῷ υἱοὶ ἀλλ᾽ ἢ θυγατέρες, καὶ ἔλαβον αὐτὰς υἱοὶ Κεὶς ἀδελφοὶ αὐτῶν.
1Ch 23:23	υἱοὶ Μουσεί· Μοολεὶ καὶ Αἶδαθ καὶ Ἀρειμώθ, τρεῖς.
1Ch 23:24	οὗτοι υἱοὶ Λευεὶ κατ᾽ οἴκους πατριῶν αὐτῶν, ἄρχοντες τῶν πατριῶν αὐτῶν κατὰ τὴν ἐπίσκεψιν αὐτῶν κατὰ τὸν ἀριθμὸν ὀνομάτων αὐτῶν κατὰ κεφαλὴν αὐτῶν, ποιοῦντες τὰ ἔργα λειτουργίας οἴκου Κυρίου ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω.
1Ch 23:25	ὅτι εἶπεν Δαυείδ Κατέπαυσεν Κύριος ὁ θεὸς Ἰσραὴλ τῷ λαῷ αὐτοῦ, καὶ κατεσκήνωσεν ἐν Ἰερουσαλὴμ ἕως αἰῶνος.
1Ch 23:26	καὶ οἱ Λευεῖται οὐκ ἦσαν αἴροντες τὴν σκηνὴν καὶ τὰ πάντα σκεύη αὐτῆς εἰς τὴν λειτουργίαν αὐτῆς·
1Ch 23:27	ὅτι ἐν τοῖς λόγοις Δαυεὶδ τοῖς ἐσχάτοις ἐστὶν ὁ ἀριθμὸς υἱῶν Λευεὶ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω,
1Ch 23:28	ὅτι ἔστησεν αὐτοὺς ἐπὶ χεῖρα Ἀαρὼν τοῦ λειτουργεῖν ἐν οἴκῳ Κυρίου ἐπὶ τὰς αὐλὰς καὶ ἐπὶ τὰ παστοφόρια, καὶ ἐπὶ τὸν καθαρισμὸν τῶν πάντων ἁγίων, καὶ ἐπὶ τὰ ἔργα λειτουργίας τοῦ θεοῦ·
1Ch 23:29	εἰς τοὺς ἄρτους τῆς προθέσεως, εἰς τὴν σεμίδαλιν τῆς θυσίας, καὶ εἰς τὰ λάγανα τὰ ἄζυμα, καὶ εἰς τήγανον, καὶ εἰς τὴν πεφυραμένην, καὶ εἰς πᾶν μέτρον·
1Ch 23:30	καὶ τοῦ στῆναι πρωὶ τοῦ αἰνεῖν, ἐξομολογεῖσθαι τῷ κυρίῳ, καὶ οὕτως τὸ ἑσπέρας·
1Ch 23:31	καὶ ἐπὶ πάντων τῶν ἀναφερομένων ὁλοκαυτωμάτων τῷ κυρίῳ ἐν τοῖς σαββάτοις καὶ ἐν ταῖς νεομηνίαις καὶ ἐν ταῖς ἑορταῖς, κατὰ ἀριθμόν, κατὰ τὴν κρίσιν ἐπ᾽ αὐτοῖς διὰ παντὸς τῷ κυρίῳ.
1Ch 23:32	καὶ φυλάξουσιν τὰς φυλακὰς σκηνῆς τοῦ μαρτυρίου καὶ τὰς φυλακὰς υἱῶν Ἀαρὼν ἀδελφῶν αὐτῶν, τοῦ λειτουργεῖν ἐν οἴκῳ Κυρίου.
1Ch 24:1	Καὶ τοὺς υἱοὺς Ἀαρὼν διαιρέσει Ναδὰβ καὶ Ἀβιούδ, Ἐλεαζὰρ καὶ Ἰθαμάρ·
1Ch 24:2	καὶ ἀπέθανεν Ναδὰβ καὶ Ἀβιοὺδ ἐναντίον τοῦ πατρὸς αὐτῶν, καὶ υἱοὶ οὐκ ἦσαν αὐτοῖς· καὶ ἱεράτευσεν Ἐλεαζὰρ καὶ Ἰθαμὰρ υἱοὶ Ἀαρών·
1Ch 24:3	καὶ διεῖλεν αὐτοὺς Δαυείδ, καὶ Σαδὼκ ἐκ τῶν υἱῶν Ἐλεαζάρ, καὶ Ἀχειμέλεχ ἐκ τῶν υἱῶν Ἰθαμάρ, κατὰ τὴν ἐπίσκεψιν αὐτῶν, κατὰ τὴν λειτουργίαν αὐτῶν, κατ᾽ οἴκους πατριῶν αὐτῶν.
1Ch 24:4	καὶ εὑρέθησαν οἱ υἱοὶ Ἐλεαζὰρ πλείους εἰς ἄρχοντας τῶν δυνατῶν παρὰ τοὺς υἱοὺς Ἰθαμάρ· καὶ διεῖλεν αὐτούς, τοῖς υἱοῖς Ἐλεαζὰρ ἄρχοντας εἰς οἴκους πατριῶν ἓξ καὶ δέκα, τοῖς υἱοῖς Ἀαρὼν Ἰθαμὰρ κατ᾽ οἴκους πατριῶν.
1Ch 24:5	καὶ διεῖλεν αὐτοὺς κατὰ κλήρους τούτους πρὸς τούτους, ὅτι ἦσαν ἄρχοντες τῶν ἁγίων καὶ ἄρχοντες Κυρίου ἐν τοῖς υἱοῖς Ἐλεαζὰρ καὶ ἐν τοῖς υἱοῖς Ἰθαμάρ.
1Ch 24:6	καὶ ἔγραψεν αὐτοὺς Σαμαίας υἱὸς Ναθαναὴλ ὁ γραμματεὺς ἐκ τοῦ Λευεὶ κατέναντι τοῦ βασιλέως καὶ τῶν ἀρχόντων, καὶ Σαδὼκ ὁ ἱερεύς, καὶ Ἀχειμέλεχ υἱὸς Ἀβιαθάρ, καὶ ἄρχοντες τῶν πατριῶν τῶν ἱερέων καὶ τῶν Λευειτῶν· οἴκου πατριᾶς εἷς εἷς τῷ Ἐλεαζὰρ καὶ εἷς εἷς τῷ Ἰθαμάρ.
1Ch 24:7	καὶ ἐξῆλθεν ὁ κλῆρος ὁ πρῶτος τῷ Ἰαρείμ, τῷ Ἀναιδειὰ ὁ δεύτερος,
1Ch 24:8	τῷ Χαρὴβ ὁ τρίτος, τῷ Σεωρεὶμ ὁ τέταρτος,
1Ch 24:9	τῷ Μελχειὰ ὁ πέμπτος, τῷ Βενιαμεὶν ὁ ἕκτος,
1Ch 24:10	τῷ Κὼς ὁ ἕβδομος, τῷ Ἀβιὰ ὁ ὄγδοος,
1Ch 24:11	τῷ Ἰησοῦ ὁ ἔνατος, τῷ Ἰσχανιὰ ὁ δέκατος,
1Ch 24:12	τῷ Ἐλιαβιεὶ ὁ ἑνδέκατος, τῷ Ἰακεὶμ ὁ δωδέκατος,
1Ch 24:13	τῷ Ὁχχοφφὰ ὁ τρισκαιδέκατος, τῷ Γελβὰ ὁ τεσσαρεσκαιδέκατος,
1Ch 24:14	τῷ Ἐμμὴρ ὁ πεντεκαιδέκατος, τῷ Χηζεὶν ὁ ἑκκαιδέκατος,
1Ch 24:15	τῷ Ἁφεσὴ ὁ ἑπτακαιδέκατος, τῷ Φεταιὰ ὁ ὀκτωκαιδέκατος,
1Ch 24:16	τῷ Ἐζεκὴλ ὁ ἐννεακαιδέκατος, τῷ Ἀχεὶμ ὁ εἰκοστός,
1Ch 24:17	τῷ Γαμοὺλ ὁ εἷς καὶ εἰκοστός, τῷ Ἀδαλλαὶ ὁ δεύτερος καὶ εἰκοστός,
1Ch 24:18	τῷ Μαασαὶ ὁ τρίτος καὶ εἰκοστός.
1Ch 24:19	αὕτη ἡ ἐπίσκεψις αὐτῶν κατὰ τὴν λειτουργίαν αὐτῶν τοῦ εἰσπορεύεσθαι εἰς οἶκον Κυρίου κατὰ τὴν κρίσιν αὐτῶν διὰ χειρὸς Ἀαρὼν πατρὸς αὐτῶν, ὡς ἐνετείλατο Κύριος ὁ θεὸς Ἰσραήλ.
1Ch 24:20	Καὶ τοῖς υἱοῖς Λευεὶ τοῖς καταλοίποις· τοῖς υἱοῖς Ἀμβρὰμ Ἰωβαήλ, Ἰαδειά·
1Ch 24:21	τῷ Ῥααβιὰ ὁ ἄρχων.
1Ch 24:22	καὶ τῷ Ἰσσαρεὶ Σαλωμώθ· τοῖς υἱοῖς Σαλωμὼθ Ἰνάθ.
1Ch 24:23	υἱοὶ Ἰηδειμού· Ἀμαδιὰ ὁ δεύτερος, Ἰασὴ ὁ τρίτος, Ἰοκὸμ ὁ τέταρτος.
1Ch 24:24	Ὀζειὴλ Μειχά· υἱοὶ Μειχὰ Σαμήρ·
1Ch 24:25	ἀδελφὸς Μειχὰ Ἰσιά· υἱὸς Ἰσιὰ Ζαχαριά.
1Ch 24:26	υἱοὶ Μεραρεὶ Μοολεὶ καὶ Ὀμουσεί. υἱοὶ Ὀζειά·
1Ch 24:27	τοῦ Μεραρεὶ τῷ Ὀζειά, υἱοὶ αὐτοῦ Ἰσοὰμ καὶ Ζακχοὺρ καὶ Ἀβαί.
1Ch 24:28	τῷ Μοολεὶ Ἐλεαζὰρ καὶ Ἰθαμάρ· καὶ ἀπέθανεν Ἐλεαζὰρ καὶ οὐκ ἦσαν αὐτῷ υἱοί.
1Ch 24:29	τῷ Κείς· υἱοὶ τοῦ Κεὶς Ἰραμαήλ.
1Ch 24:30	καὶ υἱοὶ τοῦ Μοουσεὶ Μοολλεὶ καὶ Ἠλὰ καὶ Ἀρειμώθ. οὗτοι υἱοὶ τῶν Λευειτῶν κατ᾽ οἴκους πατριῶν αὐτῶν.
1Ch 24:31	καὶ ἔλαβον καὶ αὐτοὶ κλήρους καθὼς οἱ ἀδελφοὶ αὐτῶν υἱοὶ Ἀαρὼν ἐναντίον τοῦ βασιλέως καὶ Σαδὼκ καὶ Ἀχειμέλεχ καὶ ἄρχων τῶν πατριῶν τῶν ἱερέων καὶ τῶν Λευειτῶν πατριάρχαι Ἁραάβ, καθὼς οἱ ἀδελφοὶ αὐτοῦ οἱ νεώτεροι.
1Ch 25:1	Καὶ ἔστησεν Δαυεὶδ ὁ βασιλεὺς καὶ οἱ ἄρχοντες τῆς δυνάμεως εἰς τὰ ἔργα τοὺς υἱοὺς Ἀσὰφ καὶ Αἱμὰν καὶ Ἰδειθὼν τοὺς ἀποφθεγγομένους ἐν κινύραις καὶ ἐν νάβλαις καὶ ἐν κυμβάλοις· καὶ ἐγένετο ὁ ἀριθμὸς αὐτῶν κατὰ κεφαλὴν αὐτῶν ἐργαζομένων ἐν τοῖς ἔργοις αὐτῶν.
1Ch 25:2	υἱοὶ Ἀσάφ· Σακχούς, Ἰωσὴφ καὶ Ναθαλίας καὶ Ἐραήλ· υἱοὶ Ἀσὰφ ἐχόμενοι τοῦ βασιλέως.
1Ch 25:3	τῷ Ἰδειθών, υἱοὶ Ἰδειθών· Τουνὰ καὶ Σουρεὶ καὶ Σαιὰ καὶ Σεμεεὶ καὶ Ἁσαβιὰ καὶ Ματταθίας, ἕξ, μετὰ τὸν πατέρα αὐτῶν Ἰδειθὼν ἐν κινύρᾳ ἀνακρουόμενος ἐξομολόγησιν καὶ αἴνεσιν τῷ κυρίῳ.
1Ch 25:4	τῷ Αἱμανεί, υἱοὶ Αἱμάν· Βουκείας καὶ Μανθανίας καὶ Ἀζαραὴλ καὶ Σουβαὴλ καὶ Ἀμσοὺ καὶ Ἰερεμὼθ καὶ Ἁνανίας καὶ Ἠλιαθὰθ καὶ Γοδολλαθεὶ καὶ Ῥωμεί· υἱοὶ Ὢδ καὶ Ἰειβασάκα καὶ Μανθεὶ καὶ Ὡθηρεὶ καὶ Μελζώθ.
1Ch 25:5	πάντες οὗτοι υἱοὶ τῷ Αἱμὰν τῷ ἀνακρουομένῳ τῷ βασιλεῖ ἐν λόγοις θεοῦ ὑψῶσαι κέρας· καὶ ἔδωκεν θεὸς τῷ Αἱμὰν υἱοὺς δέκα τέσσαρες καὶ θυγατέρας τρεῖς.
1Ch 25:6	πάντες οὗτοι μετὰ τοῦ πατρὸς αὐτῶν ὑμνῳδοῦντες ἐν οἴκῳ θεοῦ ἐν κυμβάλοις καὶ ἐν νάβλαις καὶ ἐν κινύραις ἐχόμενα τοῦ βασιλέως, καὶ Ἀσαφ καὶ Ἰδειθὼν καὶ Αἱμανεί.
1Ch 25:7	καὶ ἐγένετο ὁ ἀριθμὸς αὐτῶν μετὰ τοὺς ἀδελφοὺς αὐτῶν, δεδιδαγμένοι ᾄδειν Κυρίῳ, πᾶς συνίων διακόσιοι ὀγδοήκοντα καὶ ὀκτώ.
1Ch 25:8	καὶ ἔβαλον καὶ αὐτοὶ κλήρους ἐφημεριῶν κατὰ τὸν μικρὸν καὶ κατὰ τὸν μέγαν, τελείων καὶ μανθανόντων.
1Ch 25:9	καὶ ἐξῆλθεν ὁ κλῆρος ὁ πρῶτος υἱῶν αὐτοῦ καὶ ἀδελφῶν αὐτοῦ τῷ Ἀσάφ, τῷ Ἰωσήφ, Γαλουιὰ ὁ δεύτερος, Ἡνειά, ἀδελφοὶ αὐτοῦ καὶ υἱοὶ αὐτοῦ δέκα δύο·
1Ch 25:10	ὁ τρίτος Ζαχχούθ, υἱὸς αὐτοῦ· καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:11	ὁ τέταρτος Ἰεσδρεί, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:12	ὁ πέμπτος Ναθάν, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:13	ὁ ἕκτος Βουκείας, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:14	ὁ ἕβδομος Ἰσεριήλ, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:15	ὁ ὄγδοος Ἰωσειά, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:16	ὁ ἔνατος Μανθανίας, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:17	ὁ δέκατος Ἐμεεί, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:18	ὁ ἑνδέκατος Ἀζαριά, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:19	ὁ δωδέκατος Ἁριά, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:20	ὁ τρισκαιδέκατος Σουβαήλ, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:21	ὁ τεσσαρεσκαιδέκατος Ματταθίας, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:22	ὁ πεντεκαιδέκατος Ἐρειμώθ, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:23	ὁ ἑκκαιδέκατος Ἁνανίας, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:24	ὁ ἑπτακαιδέκατος Βακατά, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:25	ὁ ὀκτωκαιδέκατος Ἁνανίας, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:26	ὁ ἐννεακαιδέκατος Μεθαθεί, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:27	ὁ εἰκοστὸς Αἰμαθά, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:28	ὁ εἰκοστὸς πρῶτος Ἡθεί, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:29	ὁ εἰκοστὸς δεύτερος Γοδομαθεί, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:30	ὁ τρίτος καὶ εἰκοστὸς Μεαζώθ, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 25:31	ὁ τέταρτος καὶ εἰκοστὸς Ῥομελχεί, υἱοὶ αὐτοῦ καὶ ἀδελφοὶ αὐτοῦ δέκα δύο·
1Ch 26:1	Εἰς διαιρέσεις τῶν πυλῶν υἱοὶ Κορεείμ· Μοσολαὴλ υἱὸς Κωρή· ἐκ τῶν υἱῶν Ἀβιά, Σαφάρ.
1Ch 26:2	καὶ τὴν Μοσαληὰ υἱοῦ Ζαχαρίου ὁ πρωτότοκος Ἰδερήλ, Ζαχαρίας, Ἰενονήλ,
1Ch 26:3	Ἰωλάμ, Ἰωνᾶς, Ἐλιωναὶς ὁ ἕβδομος.
1Ch 26:4	καὶ τῷ Ἀβδοδὸμ υἱοί· Σαμαίας ὁ πρωτότοκος, Ἰωζαβάθ, Ἰωάθ, Σωχάρ, Ναάς, Ἰειήλ,
1Ch 26:5	Ἀμειήλ, Ἰσσαχάρ, Ἰαφθοσλααθί· ὅτι εὐλόγησεν αὐτὸν ὁ θεός.
1Ch 26:6	καὶ τῷ Σαμαίᾳ υἱῷ αὐτοῦ ἐτέχθησαν υἱοὶ τοῦ πρωτοτόκου Ῥωσαὶ εἰς τὸν οἶκον τὸν πατρικὸν αὐτοῦ, ὅτι δυνατοὶ ἦσαν.
1Ch 26:7	υἱοὶ Σαμαί· Γοονεὶ καὶ Ῥαφαὴλ καὶ Ὠβὴδ καὶ Ἐληζαβὰθ καὶ Ἀχιούδ, υἱοὶ δυνατοί, Ἐννοὺ καὶ Σαβχειὰ καὶ Ἰσβακώμ.
1Ch 26:8	πάντες ἀπὸ τῶν υἱῶν Ἀβδοδόμ, αὐτοὶ καὶ οἱ ἀδελφοὶ αὐτῶν καὶ υἱοὶ αὐτῶν ποιοῦντες δυνατῶς ἐν τῇ ἐργασίᾳ, οἱ πάντες ἑξήκοντα δύο τῷ Ἀβδοδόμ.
1Ch 26:9	καὶ τῷ Μοσομαμεὶδ υἱοὶ καὶ ἀδελφοὶ δέκα καὶ ὀκτὼ δυνατοί.
1Ch 26:10	καὶ τῷ Ἱοσσὰ τῶν υἱῶν Μερραρεὶ υἱοὶ φυλάσσοντες τὴν ἀρχήν, ὅτι οὐκ ἦν πρωτότοκος· καὶ ἐποίησεν αὐτὸν ὁ πατὴρ αὐτοῦ ἄρχοντα τῆς διαιρέσεως τῆς δευτέρας.
1Ch 26:11	Ταβλαὶ ὁ τρίτος, Ζαχαρίας· πάντες οὗτοι υἱοὶ καὶ ἀδελφοὶ τῷ Ἱοσσὰ τρισκαίδεκα.
1Ch 26:12	τούτοις αἱ διαιρέσεις τῶν πυλῶν τοῖς ἄρχουσι τῶν δυνατῶν ἐφημερίαι καθὼς οἱ ἀδελφοὶ αὐτῶν λειτουργεῖν ἐν οἴκῳ Κυρίου.
1Ch 26:13	καὶ ἔβαλον κλήρους κατὰ τὸν μικρὸν καὶ κατὰ τὸν μέγαν κατ᾽ οἴκους πατριῶν αὐτῶν εἰς πυλῶνα καὶ πυλῶνα.
1Ch 26:14	καὶ ἔπεσεν ὁ κλῆρος τῶν πρὸς ἀνατολὰς τῷ Σαλαμειὰ καὶ Ζαχαριά, υἱοὶ Σωάζ· τῷ Μελχειὰ ἔβαλον κλήρους, καὶ ἐξῆλθεν ὁ κλῆρος βορρᾶ·
1Ch 26:15	τῷ Ἀβδοδὸμ νότον κατέναντι οἴκου ἐσεφείν·
1Ch 26:16	εἰς δεύτερον τῷ Ἱοσσὰ πρὸς δυσμαῖς μετὰ τὴν πύλην παστοφορίου τῆς ἀναβάσεως· φυλακὴ κατέναντι φυλακῆς.
1Ch 26:17	πρὸς ἀνατολὰς ἓξ τὴν ἡμέραν, βορρᾶ τῆς ἡμέρας τέσσαρες, νότον τῆς ἡμέρας τέσσαρες, καὶ εἰς τὸ ἐσεφεὶν δύο
1Ch 26:18	εἰς διαδεχομένους, καὶ τῷ Ἱοσσὰ πρὸς δυσμαῖς μετὰ τὴν πύλην τοῦ παστοφορίου τρεῖς. φυλακὴ κατέναντι φυλακῆς τῆς ἀναβάσεως πρὸς ἀνατολὰς τῆς ἡμέρας ἕξ, καὶ τῷ βορρᾷ τέσσαρες, καὶ τῷ νότῳ τέσσαρες, καὶ ἐσεφεὶμ δύο εἰς διαδεχομένους, καὶ πρὸς δυσμαῖς τέσσαρες, καὶ εἰς τὸν τρίβον δύο διαδεχομένους.
1Ch 26:19	αὗται αἱ διαιρέσεις τῶν πυλωρῶν τοῖς υἱοῖς Καὰθ καὶ τοῖς Μερραρεί.
1Ch 26:20	καὶ οἱ Λευεῖται ἀδελφοὶ αὐτῶν ἐπὶ τῶν θησαυρῶν οἴκου Κυρίου καὶ ἐπὶ τῶν θησαυρῶν τῶν καθηγιασμένων.
1Ch 26:21	υἱοὶ Χαδὰν οὗτοι, Γηρσωνεί· τῷ Λαδὰν καὶ Ἰαιεὴλ τοῦ Ἰού· υἱοὶ Ἰειὴλ ἄρχοντες πατριῶν τῷ Λαδάν· τῷ Γηρσωνεὶ Ἰειήλ.
1Ch 26:22	υἱοὶ Ἰειὴλ Ζεθὸμ καὶ Ἰωὴλ οἱ ἀδελφοί, ἐπὶ τῶν θησαυρῶν οἴκου Κυρίου.
1Ch 26:23	τῷ Ἀμβρὰμ καὶ Ἰσσάαρ Χεβρὼν καὶ Ὀζειήλ.
1Ch 26:24	καὶ Ἰωὴλ ὁ τοῦ Γηρσὰμ τοῦ Μωσῆ ἐπὶ τῶν θησαυρῶν.
1Ch 26:25	καὶ τῷ ἀδελφῷ αὐτοῦ τῷ Ἐλιέζερ Ῥαβίας υἱὸς καὶ Ὠσαίας καὶ Ἰωρὰμ καὶ Ζεχρεὶ καὶ Σαλωμώθ.
1Ch 26:26	αὐτὸς Σαλωμὼθ καὶ οἱ ἀδελφοὶ αὐτοῦ ἐπὶ πάντων τῶν θησαυρῶν τῶν ἁγίων, οὓς ἡγίασεν Δαυεὶδ ὁ βασιλεὺς καὶ οἱ ἄρχοντες τῶν πατριῶν χιλίαρχοι καὶ ἑκατόνταρχοι καὶ ἀρχηγοὶ τῆς δυνάμεως·
1Ch 26:27	ἃ ἔλαβεν ἐκ πόλεων καὶ ἐκ τῶν λαφύρων, καὶ ἡγίασεν ἀπ᾽ αὐτῶν τοῦ μὴ καθυστερῆσαι τὴν οἰκοδομὴν τοῦ οἴκου τοῦ θεοῦ·
1Ch 26:28	καὶ ἐπὶ πάντων τῶν ἁγίων τοῦ θεοῦ Σαμουὴλ τοῦ προφήτου καὶ Σαοὺλ τοῦ Κεὶς καὶ Ἀβεννὴρ τοῦ Νὴρ καὶ Ἰωὰβ τοῦ Σαρουιά, πᾶν ὃ ἡγίασεν διὰ χειρὸς Σαλωμὼθ καὶ τῶν ἀδελφῶν αὐτοῦ.
1Ch 26:29	τῷ Ἰσσαρεὶ Χωνενειὰ καὶ υἱοὶ τῆς ἐργασίας τῆς ἔξω ἐπὶ τὸν Ἰσραὴλ τοῦ γραμματεύειν καὶ διακρίνειν.
1Ch 26:30	τῷ Χεβρωνεὶ Ἁσαβίας καὶ οἱ ἀδελφοὶ αὐτοῦ οἱ δυνατοί, χίλιοι καὶ ἑπτακόσιοι ἐπὶ τῆς ἐπισκέψεως τοῦ Ἰσραὴλ πέραν τοῦ Ἰορδάνου πρὸς δυσμαῖς εἰς πᾶσαν λειτουργίαν Κυρίου καὶ ἐργασίαν τοῦ βασιλέως.
1Ch 26:31	τοῦ Χεβρωνεὶ Τουδείας ὁ ἄρχων τῶν Χεβρωνεί, κατὰ γενέσεις αὐτῶν κατὰ πατριάς· ἐν τῷ τεσσερακοστῷ ἔτει τῆς βασιλείας αὐτοῦ ἐπεσκέπησαν, καὶ εὑρέθη ἀνὴρ δυνατὸς ἐν αὐτοῖς ἐν Ῥιαζὴρ τῆς Γαλααδείτιδος.
1Ch 26:32	καὶ οἱ ἀδελφοὶ αὐτοῦ, υἱοὶ οἱ δυνατοί, δισχίλιοι ἑπτακόσιοι οἱ ἄρχοντες πατριῶν· καὶ κατεστησεν αὐτοὺς Δαυεὶδ ὁ βασιλεὺς ἐπὶ τοῦ Ῥουβηνεὶ καὶ Γαδδεὶ καὶ ἡμίσους φυλῆς Μανασσὴ εἰς πᾶν πρόσταγμα Κυρίου καὶ λόγον βασιλέως.
1Ch 27:1	Καὶ οἱ υἱοὶ Ἰσραὴλ κατ᾽ ἀριθμὸν αὐτῶν ἄρχοντες τῶν πατριῶν χιλίαρχοι καὶ ἑκατόνταρχοι καὶ γραμματεῖς οἱ λειτουργοῦντες τῷ λαῷ καὶ εἰς πᾶν λόγον τοῦ βασιλέως κατὰ διαιρέσεις, πᾶν λόγον τοῦ εἰσπορευομένου καὶ ἐκπορευομένου μῆνα ἐκ μηνός, εἰς πάντας τοὺς μῆνας τοῦ ἐνιαυτοῦ, διαίρεσις μία εἴκοσι καὶ τέσσαρες χιλιάδες.
1Ch 27:2	καὶ ἐπὶ τῆς διαιρέσεως τῆς πρώτης τοῦ μηνὸς τοῦ πρώτου Σοβὰλ ὁ τοῦ Ζαβδειήλ, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ εἴκοσι καὶ τέσσαρες χιλιάδες.
