Lev 1:1	ΚΑΙ ἀνεκάλεσεν Μωυσῆν καὶ ἐλάλησεν Κύριος αὐτῷ ἐκ τῆς σκηνῆς τοῦ μαρτυρίου λέγων
Lev 22:23	καὶ μόσχον ἢ πρόβατον ὠτότμητον ἢ κολοβόκερκον σφάγια ποιήσεις αὐτὰ σεαυτῷ, εἰς δὲ εὐχήν σου οὐ προσδεχθήσεται.
Lev 22:24	θλαδίαν καὶ ἐκτεθλιμμένον καὶ ἐκτομίαν καὶ ἀπεσπασμένον, οὐ προσάξεις αὐτὰ τῷ κυρίῳ, καὶ ἐπὶ τῆς γῆς ὑμῶν οὐ ποιήσετε.
Lev 22:25	καὶ ἐκ χειρὸς ἀλλογενοῦς οὐ προσοίσετε τὰ δῶρα τοῦ θεοῦ ὑμῶν ἀπὸ πάντων τούτων, ὅτι φθαρτά ἐστιν ἐν αὐτοῖς, μῶμος ἐν αὐτοῖς· οὐ δεχθήσεται ὑμῖν.
Lev 22:26	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 22:27	Μόσχον ἢ πρόβατον ἢ αἶγα, ὡς ἂν τεχθῇ, καὶ ἔσται ἑπτὰ ἡμέρας ὑπὸ τὴν μητέρα· τῇ δὲ ἡμέρᾳ τῇ ὀγδόῃ καὶ ἐπέκεινα δεχθήσεται εἰς δῶρα, κάρπωμα Κυρίῳ.
Lev 22:28	καὶ μόσχον ἢ πρόβατον, αὐτὴν καὶ τὰ παιδία αὐτῆς, οὐ σφάξεις ἐν ἡμέρᾳ μιᾷ.
Lev 22:29	ἐὰν δὲ θύσῃς θυσίαν εὐχὴν χαρμοσύνης Κυρίῳ, εἰσδεκτὸν ὑμῖν θύσετε αὐτό·
Lev 22:30	αὐτῇ τῇ ἡμέρᾳ ἐκείνῃ βρωθήσεται, οὐκ ἀπολείψετε ἀπὸ τῶν κρεῶν εἰς τὸ πρωί· ἐγώ εἰμι Κύριος.
Lev 22:31	Καὶ φυλάξετε τὰς ἐντολάς μου καὶ ποιήσετε αὐτάς.
Lev 22:32	καὶ οὐ βεβηλώσετε τὸ ὄνομα τοῦ ἁγίου, καὶ ἁγιασθήσομαι ἐν μέσῳ τῶν υἱῶν Ἰσραήλ· ἐγὼ Κύριος ὁ ἁγιάζων ὑμᾶς,
Lev 22:33	ὁ ἐξαγαγὼν ὑμᾶς ἐκ γῆς Αἰγύπτου ὥστε εἶναι ὑμῶν θεός· ἐγὼ Κύριος.
Lev 23:1	Καὶ εἶπεν Κύριος πρὸς Μωυσῆν λέγων
Lev 23:2	Λάλησον τοῖς υἱοῖς Ἰσραὴλ καὶ ἐρεῖς πρὸς αὐτούς Αἱ ἑορταὶ Κυρίου ἃς καλέσετε αὐτὰς κλητὰς ἁγίας, αὗταί εἰσιν ἑορταί μου.
Lev 23:3	Ἓξ ἡμέρας ποιήσεις ἔργα, καὶ τῇ ἡμέρᾳ τῇ ἑβδόμῃ σάββατα ἀνάπαυσις κλητὴ ἁγία τῷ κυρίῳ· πᾶν ἔργον οὐ ποιήσεις, σάββατά ἐστιν τῷ κυρίῳ ὑμῶν ἐν πάσῃ κατοικίᾳ ὑμῶν.
Lev 23:4	Αὗται αἱ ἑορταὶ τῷ κυρίῳ, καὶ αὗται, ἁγίας καλέσατε αὐτὰς ἐν τοῖς καιροῖς αὐτῶν.
Lev 23:5	ἐν τῷ πρώτῳ μηνὶ ἐν τῇ τεσσαρεσκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς ἀνὰ μέσον τῶν ἑσπερινῶν πάσχα τῷ κυρίῳ.
Lev 23:6	καὶ ἐν τῇ πεντεκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς τούτου ἑορτὴ τῶν ἀζύμων τῷ κυρίῳ· ἑπτὰ ἡμέρας ἄζυμα ἔδεσθε.
Lev 23:7	καὶ ἡ ἡμέρα ἡ πρώτη κλητὴ ἁγία ἔσται ὑμῖν, πᾶν ἔργον λατρευτὸν οὐ ποιήσετε·
Lev 23:8	καὶ προσάξετε ὁλοκαυτώματα τῷ κυρίῳ ἑπτὰ ἡμέρας, καὶ ἡ ἑβδόμη ἡμέρα κλητὴ ἁγία ἔσται ὑμῖν· πᾶν ἔργον λατρευτὸν οὐ ποιήσετε.
Lev 23:9	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 23:10	Εἰπὸν τοῖς υἱοῖς Ἰσραὴλ καὶ ἐρεῖς πρὸς αὐτούς Ὅταν εἰσέλθητε εἰς τὴν γῆν ἣν ἐγὼ δίδωμι ὑμῖν καὶ θερίζητε τὸν θερισμὸν αὐτῆς, καὶ οἴσετε δράγμα ἀπαρχὴν τοῦ θερισμοῦ ὑμῶν πρὸς τὸν ἱερέα·
Lev 23:11	καὶ ἀνοίσει τὸ δράγμα ἔναντι Κυρίου δεκτὸν ὑμῖν, τῇ ἐπαύριον τῆς πρώτης ἀνοίσει αὐτὸ ὁ ἱερεύς.
Lev 23:12	καὶ ποιήσετε ἐν τῇ ἡμέρᾳ ἐν ᾗ ἂν φέρητε τὸ δράγμα πρόβατον ἄμωμον ἐνιαύσιον εἰς ὁλοκαύτωμα τῷ κυρίῳ,
Lev 23:13	καὶ τὴν θυσίαν αὐτοῦ δύο δέκατα σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ· θυσία τῷ κυρίῳ, ὀσμὴ εὐωδίας Κυρίῳ· καὶ σπονδὴ αὐτοῦ τὸ τέταρτον τοῦ ἳν οἴνου.
Lev 23:14	καὶ ἄρτον καὶ πεφρυγμένα χίδρα νέα οὐ φάγεσθε ἕως εἰς αὐτὴν τὴν ἡμέραν ταύτην, ἕως ἂν προσενέγκητε ὑμεῖς τὰ δῶρα τῷ θεῷ ὑμῶν· νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν ἐν πάσῃ κατοικίᾳ ὑμῶν.
Lev 23:15	Καὶ ἀριθμήσετε ὑμεῖς ἀπὸ τῆς ἐπαύριον τῶν σαββάτων, ἀπὸ τῆς ἡμέρας ἧς ἂν προσενέγκητε τὸ δράγμα τοῦ ἐπιθέματος, ἑπτὰ ἑβδομάδας ὁλοκλήρους·
Lev 23:16	ἕως τῆς ἐπαύριον τῆς ἐσχάτης ἑβδομάδος ἀριθμήσετε πεντήκοντα ἡμέρας, καὶ προσοίσετε θυσίαν νέαν τῷ κυρίῳ.
Lev 23:17	ἀπὸ τῆς κατοικίας ὑμῶν προσοίσετε ἄρτους ἐπίθεμα, δύο ἄρτους· ἐκ δύο δεκάτων σεμιδάλεως ἔσονται, ἐζυμωμένοι πεφθήσονται πρωτογενημάτων τῷ κυρίῳ.
Lev 23:18	καὶ προσάξει μετὰ τῶν ἄρτων ἑπτὰ ἀμνοὺς ἀμώμους ἐνιαυσίους καὶ μόσχον ἕνα ἐκ βουκολίου καὶ κριοὺς δύο ἀμώμους· ἔσονται ὁλοκαύτωμα τῷ κυρίῳ, καὶ αἱ θυσίαι αὐτῶν καὶ αἱ σπονδαὶ αὐτῶν· θυσίαν ὀσμὴν εὐωδίας τῷ κυρίῳ.
Lev 23:19	καὶ ποιήσουσιν χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας καὶ δύο ἀμνοὺς ἐνιαυσίους εἰς θυσίαν σωτηρίου μετὰ τῶν ἄρτων τοῦ πρωτογενήματος·
Lev 23:20	καὶ ἐπιθήσει αὐτὰ ὁ ἱερεὺς μετὰ τῶν ἄρτων τοῦ πρωτογενήματος ἐπίθεμα ἔναντι Κυρίου μετὰ τῶν δύο ἀμνῶν· ἅγια ἔσονται τῷ κυρίῳ· τῷ ἱερεῖ τῷ προσφέροντι αὐτά, αὐτῷ ἔσται.
Lev 23:21	καὶ καλέσετε ταύτην τὴν ἡμέραν κλητήν· ἁγία ἔσται ὑμῖν, πᾶν ἔργον λατρευτὸν οὐ ποιήσετε ἐν αὐτῇ· νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν ἐν πάσῃ τῇ κατοικίᾳ ὑμῶν.
Lev 23:22	Καὶ ὅταν θερίζητε τὸν θερισμὸν τῆς γῆς ὑμῶν, οὐ συντελέσετε τὸ λοιπὸν τοῦ θερισμοῦ τοῦ ἀγροῦ σου ἐν τῷ θερίζειν σε, καὶ τὰ ἀποπίπτοντα τοῦ θερισμοῦ σου οὐ συλλέξεις· τῷ πτωχῷ καὶ τῷ προσηλύτῳ ὑπολείψῃ αὐτό· ἐγὼ Κύριος ὁ θεὸς ὑμῶν.
Lev 23:23	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 23:24	Λάλησον τοῖς υἱοῖς Ἰσραὴλ λέγων Τοῦ μηνὸς τοῦ ἑβδόμου μιᾷ τοῦ μηνὸς ἔσται ὑμῖν ἀνάπαυσις, μνημόσυνον σαλπίγγων, κλητὴ ἁγία ἔσται ὑμῖν·
Lev 23:25	πᾶν ἔργον λατρευτὸν οὐ ποιήσετε, καὶ προσάξετε ὁλοκαύτωμα Κυρίῳ.
Lev 23:26	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 23:27	Καὶ τῇ δεκάτῃ τοῦ μηνὸς τοῦ ἑβδόμου τούτου ἡμέρα ἐξιλασμοῦ, κλητὴ ἁγία ἔσται ὑμῖν· καὶ ταπεινώσετε τὰς ψυχὰς ὑμῶν, καὶ προσάξετε ὁλοκαύτωμα τῷ κυρίῳ.
Lev 23:28	πᾶν ἔργον οὐ ποιήσετε ἐν αὐτῇ τῇ ἡμέρᾳ ταύτῃ· ἔστιν γὰρ ἡμέρα ἐξιλασμοῦ αὕτη ὑμῖν, ἐξιλάσασθαι περὶ ὑμῶν ἔναντι Κυρίου τοῦ θεοῦ ὑμῶν.
Lev 23:29	πᾶσα ψυχὴ ἥτις μὴ ταπεινωθήσεται ἐν αὐτῇ τῇ ἡμέρᾳ ταύτῃ ἐξολεθρευθήσεται ἐκ τοῦ λαοῦ αὐτῆς.
Lev 23:30	καὶ πᾶσα ψυχὴ ἥτις ποιήσει ἔργον ἐν αὐτῇ τῇ ἡμέρᾳ ταύτῃ, ἀπολεῖται ἡ ψυχὴ ἐκείνη ἐκ τοῦ λαοῦ αὐτῆς.
Lev 23:31	πᾶν ἔργον οὐ ποιήσετε· νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν ἐν πάσαις κατοικίαις ὑμῶν.
Lev 23:32	σάββατα σαββάτων ἔσται ὑμῖν, καὶ ταπεινώσετε τὰς ψυχὰς ὑμῶν· ἀπὸ ἐνάτης τοῦ μηνὸς ἀπὸ ἑσπέρας ἕως ἑσπέρας σαββατιεῖτε τὰ σάββατα ὑμῶν.
Lev 23:33	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 23:34	Λάλησον τοῖς υἱοῖς Ἰσραὴλ λέγων Τῇ πεντεκαιδεκάτῃ τοῦ μηνὸς τοῦ ἑβδόμου τούτου ἑορτὴ σκηνῶν ἑπτὰ ἡμέρας τῷ κυρίῳ.
Lev 23:35	καὶ ἡ ἡμέρα ἡ πρώτη κλητὴ ἁγία, πᾶν ἔργον λατρευτὸν οὐ ποιήσετε.
Lev 23:36	ἑπτὰ ἡμέρας προσάξετε ὁλοκαυτώματα τῷ κυρίῳ· καὶ ἡ ἡμέρα ἡ ὀγδόη ἁγία κλητὴ ἔσται ὑμῖν, καὶ προσάξετε ὁλοκαυτώματα Κυρίῳ· ἐξόδιόν ἐστιν, πᾶν ἔργον λατρευτὸν οὐ ποιήσετε.
Lev 23:37	αὗται αἱ ἑορταὶ Κυρὶῳ ἃς καλέσετε κλητὰς ἁγίας, ὥστε προσενέγκαι καρπώματα τῷ κυρίῳ, ὁλοκαυτώματα καὶ θυσίας αὐτῶν καὶ σπονδὰς αὐτῶν τὸ καθ᾽ ἡμέραν εἰς ἡμέραν·
Lev 23:38	πλὴν τῶν σαββάτων Κυρίου καὶ πλὴν τῶν δομάτων ὑμῶν καὶ πλὴν πασῶν τῶν εὐχῶν ὑμῶν καὶ πλὴν τῶν ἑκουσίων ὑμῶν ἃ ἂν δῶτε τῷ κυρίῳ.
Lev 23:39	Καὶ ἐν τῇ πεντεκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς τοῦ ἑβδόμου τούτου, ὅταν συντελέσητε τὰ γενήματα τῆς γῆς, ἑορτάσατε τῷ κυρίῳ ζ᾽ ἡμέρας· τῇ ἡμέρᾳ τῇ πρώτῃ ἀνάπαυσις, καὶ τῇ ἡμέρᾳ τῇ ὀγδόῃ ἀνάπαυσις.
Lev 23:40	καὶ λήμψεσθε τῇ πρώτῃ καρπὸν ξύλου ὡραῖον καὶ κάλλυνθρα φοινίκων καὶ κλάδους ξύλου δασεῖς καὶ ἰτέας καὶ ἄγνου κλάδους ἐκ χειμάρρου, εὐφρανθῆναι ἔναντι Κυρίου τοῦ θεοῦ ὑμῶν ἑπτὰ ἡμέρας τοῦ ἐνιαυτοῦ·
Lev 23:41	νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν. ἐν τῷ μηνὶ τῷ ἑβδόμῳ ἑορτάσετε αὐτήν·
Lev 23:42	ἐν σκηναῖς κατοικήσετε ἑπτὰ ἡμέρας, πᾶς ὁ αὐτόχθων ἐν Ἰσραὴλ κατοικήσει ἐν σκηναῖς·
Lev 23:43	ὅπως ἴδωσιν αἱ γενεαὶ ὑμῶν ὅτι ἐν σκηναῖς κατοίκισα τοὺς υἱοὺς Ἰσραὴλ ἐν τῷ ἐξαγαγεῖν με αὐτοὺς ἐκ γῆς Αἰγύπτου. ἐγὼ Κύριος ὁ θεὸς ὑμῶν.
Lev 23:44	καὶ ἐλάλησεν Μωυσῆς τὰς ἑορτὰς Κυρίου τοῖς υἱοῖς Ἰσραήλ.
Lev 24:1	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 24:2	Ἔντειλαι τοῖς υἱοῖς Ἰσραήλ, καὶ λαβέτωσάν μοι ἔλαιον ἐλάινον καθαρὸν κεκομμένον εἰς φῶς, καῦσαι λύχνον διὰ παντὸς
Lev 24:3	ἔξωθεν τοῦ καταπετάσματος ἐν τῇ σκηνῇ τοῦ μαρτυρίου· καύσουσιν αὐτὸν Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ ἀπὸ ἑσπέρας ἕως πρωὶ ἐνώπιον Κυρίου ἐνδελεχῶς· νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν.
Lev 24:4	ἐπὶ τῆς λυχνίας τῆς καθαρᾶς καύσετε τοὺς λύχνους ἔναντι Κυρίου ἕως τὸ πρωί.
Lev 24:5	καὶ λήμψεσθε σεμίδαλιν καὶ ποιήσετε αὐτὴν δώδεκα ἄρτους, δύο δεκάτων ἔσται ὁ ἄρτος ὁ εἷς·
Lev 24:6	καὶ ἐπιθήσετε αὐτοὺς δύο θέματα, ἓξ ἄρτους τὸ ἓν θέμα, ἐπὶ τὴν τράπεζαν τὴν καθαρὰν ἔναντι Κυρίου.
Lev 24:7	καὶ ἐπιθήσετε ἐπὶ τὸ θέμα λίβανον καθαρὸν καὶ ἅλα, καὶ ἔσονται εἰς ἄρτους εἰς ἀνάμνησιν προκείμενα τῷ κυρίῳ.
Lev 24:8	τῇ ἡμέρᾳ τῶν σαββάτων προθήσεται ἔναντι Κυρίου διὰ παντός, ἐνώπιον τῶν υἱῶν Ἰσραήλ διαθήκην αἰώνιον.
Lev 24:9	καὶ ἔσται Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ, καὶ φάγονται αὐτὰ ἐν τόπῳ ἁγίῳ· ἔστιν γὰρ ἅγια τῶν ἁγίων τοῦτο αὐτῶν ἀπὸ τῶν θυσιαζομένων τῷ κυρίῳ, νόμιμον αἰώνιον.
Lev 24:10	Καὶ ἐξῆλθεν υἱὸς γυναικὸς Ἰσραηλείτιδος, καὶ οὗτος ἦν υἱὸς Αἰγυπτίου ἐν τοῖς υἱοῖς Ἰσραήλ. καὶ ἐμαχέσαντο ἐν τῇ παρεμβολῇ ὁ ἐκ τῆς Ἰσραηλείτιδος καὶ ὁ ἄνθρωπος ὁ Ἰσραηλείτης,
Lev 24:11	καὶ ἐπονομάσας ὁ υἱὸς τῆς γυναικὸς τῆς Ἰσραηλείτιδος τὸ ὄνομα κατηράσατο. καὶ ἤγαγον αὐτοὺς πρὸς Μωυσῆν· καὶ τὸ ὄνομα τῆς μητρὸς αὐτοῦ Σαλωμεὶθ θυγάτηρ Δαβρεὶ ἐκ τῆς φυλῆς Δάν.
Lev 24:12	καὶ ἀπέθεντο αὐτὸν εἰς φυλακήν, διακρῖναι αὐτὸν διὰ προστάγματος Κυρίου.
Lev 24:13	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 24:14	Ἐξάγαγε τὸν καταρασάμενον ἔξω τῆς παρεμβολῆς, καὶ ἐπιθήσουσιν πάντες οἱ ἀκούσαντες τὰς χεῖρας αὐτῶν ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ λιθοβολήσουσιν αὐτὸν πᾶσα ἡ συναγωγή.
Lev 24:15	καὶ τοῖς υἱοῖς Ἰσραὴλ λάλησον καὶ ἐρεῖς πρὸς αὐτούς Ἄνθρωπος ὃς ἐὰν καταράσηται θεόν, ἁμαρτίαν λήμψεται,
Lev 24:16	ὀνομάζων δὲ τὸ ὄνομα Κυρίου θανάτῳ θανατούσθω· λίθοις λιθοβολείτω αὐτὸν πᾶσα συναγωγὴ Ἰσραήλ· ἐάν τε προσήλυτος ἐάν τε αὐτόχθων, ἐν τῷ ὀνομάσαι αὐτὸν τὸ ὄνομα Κυρίου τελευτάτω.
Lev 24:17	καὶ ἄνθρωπος ὃς ἂν πατάξῃ ψυχὴν ἀνθρώπου, καὶ ἀποθάνῃ, θανάτῳ θανατούσθω.
Lev 24:18	καὶ ὃς ἂν πατάξῃ κτῆνος, καὶ ἀποθάνῃ, ἀποτισάτω ψυχὴν ἀντὶ ψυχῆς.
Lev 24:19	καὶ ἐάν τις δῷ μῶμον τῷ πλησίον, ὡς ἐποίησεν αὐτῷ, ὡσαύτως ἀντιποιηθήσεται αὐτῷ·
Lev 24:20	σύντριμμα ἀντὶ συντρίμματος, ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ, ὀδόντα ἀντὶ ὀδόντος, καθότι ἂν δῷ μῶμον τῷ ἀνθρώπῳ, οὕτως δοθήσεται αὐτῷ.
Lev 24:21	ὃς ἂν πατάξῃ ἂνθρωπον, καὶ ἀποθάνῃ, θανάτῳ θανατούσθω·
Lev 24:22	δικαίωσις μία ἔσται τῷ προσηλύτῳ καὶ τῷ ἐνχωρίῳ, ὅτι ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 24:23	καὶ ἐλάλησεν Μωσῆς τοῖς υἱοῖς Ἰσραήλ, καὶ ἐξήγαγον τὸν καταρασάμενον ἔξω τῆς παρεμβολῆς καὶ ἐλιθοβόλησαν αὐτὸν ἐν λίθοις· καὶ οἱ υἱοὶ Ἰσραὴλ ἐποίησαν καθὰ συνέταξεν Κύριος τῷ Μωυσῇ.
Lev 25:1	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν ἐν τῷ ὄρει Σεινὰ λέγων
Lev 25:2	Λάλησον τοῖς υἱοῖς Ἰσραὴλ καὶ ἐρεῖς πρὸς αὐτούς Ἐὰν εἰσέλθητε εἰς τὴν γῆν ἣν ἐγὼ δίδωμι ὑμῖν, καὶ ἀναπαύσεται ἡ γῆ ἣν ἐγὼ δίδωμι ὑμῖν σάββατα τῷ κυρίῳ.
Lev 25:3	ἓξ ἔτη σπερεῖς τὸν ἀγρόν σου, καὶ ἓξ ἔτη τεμεῖς τὴν ἄμπελόν σου καὶ συνάξεις τὸν καρπὸν αὐτῆς·
Lev 25:4	τῷ δὲ ἔτει τῷ ἑβδόμῳ σάββατα ἀνάπαυσις ἔσται τῇ γῇ, σάββατα τῷ κυρίῳ· τὸν ἀγρόν σου οὐ σπερεῖς καὶ τὴν ἄμπελόν σου οὐ τεμεῖς,
Lev 25:5	καὶ τὰ αὐτόματα ἀναβαίνοντα τοῦ ἀγροῦ σου οὐκ ἐκθερίσεις καὶ τὴν σταφυλὴν τοῦ ἁγιάσματός σου οὐκ ἐκτρυγήσεις· ἐνιαυτὸς ἀναπαύσεως ἔσται τῇ γῇ.
Lev 25:6	καὶ ἔσται τὰ σάββατα τῆς γῆς βρώματά σοι καὶ τῷ παιδί σου καὶ τῇ παιδίσκῃ σου καὶ τῷ μισθωτῷ σου καὶ τῷ παροίκῳ τῷ προσκειμένῳ πρὸς σέ·
Lev 25:7	καὶ τοῖς κτήνεσίν σου καὶ τοῖς θηρίοις τοῖς ἐν τῇ γῇ σου ἔσται πᾶν τὸ γένημα αὐτοῦ εἰς βρῶσιν.
Lev 25:8	Καὶ ἐξαριθμήσεις σεαυτῷ ἑπτὰ ἀναπαύσεις ἐτῶν, ἑπτὰ ἔτη ἑπτάκις· καὶ ἔσονταί σοι ἑπτὰ ἑβδομάδες ἐτῶν ἐννέα καὶ τεσσεράκοντα ἔτη.
Lev 25:9	καὶ διαγγελεῖτε σάλπιγγος φωνῇ ἐν πάσῃ τῇ γῇ ὑμῶν, ἐν τῷ μηνὶ τῷ ἑβδόμῳ, τῇ δεκάτῃ τοῦ μηνός· τῇ ἡμέρᾳ τοῦ ἱλασμοῦ, διαγγελεῖτε σάλπιγγι ἐν πάσῃ τῇ γῇ ὑμῶν.
Lev 25:10	καὶ ἁγιάσατε τὸ ἔτος τὸ πεντηκοστὸν ἐνιαυτόν, καὶ διαβοήσετε ἄφεσιν ἐπὶ τῆς γῆς πᾶσιν τοῖς κατοικοῦσιν αὐτήν· ἐνιαυτὸς ἀφέσεως σημασία αὕτη ἔσται ὑμῖν, καὶ ἀπελεύσεται εἷς ἕκαστος εἰς τὴν κτῆσιν αὐτοῦ, καὶ ἕκαστος εἰς τὴν πατρίδα αὐτοῦ ἀπελεύσεσθε.
Lev 25:11	ἀφέσεως σημασία αὕτη, τὸ ἔτος τὸ πεντηκοστὸν ἐνιαυτὸς ἔσται ὑμῖν· οὐ σπερεῖτε, οὐδὲ ἀμήσετε τὰ αὐτόματα ἀναβαίνοντα αὐτῆς, καὶ οὐ τρυγήσετε τὰ ἡγιασμένα αὐτῆς·
Lev 25:12	ὅτι ἀφέσεως σημασία ἐστίν, ἅγιον ἔσται ὑμῖν· ἀπὸ τῶν πεδίων φάγεσθε τὰ γενήματα αὐτῆς.
Lev 25:13	ἐν τῷ ἔτει τῆς ἀφέσεως σημασίᾳ αὐτῆς ἐπανελεύσεται εἰς τὴν κτῆσιν αὐτοῦ.
Lev 25:14	ἐὰν δὲ ἀποδῷ πρᾶσιν τῷ πλησίον σου, ἐὰν καὶ κτήσῃ παρὰ τοῦ πλησίον σου, μὴ θλιβέτω ἄνθρωπος τὸν πλησίον·
Lev 25:15	κατὰ ἀριθμὸν ἐτῶν μετὰ τὴν σημασίαν κτήσῃ παρὰ τοῦ πλησίον, κατὰ ἀριθμὸν ἐνιαυτῶν γενημάτων ἀποδώσεταί σοι.
Lev 25:16	καθότι ἂν πλεῖον τῶν ἐτῶν πληθύνῃ τὴν ἔνκτησιν αὐτοῦ, καὶ καθότι ἂν ἔλαττον τῶν ἐτῶν ἐλαττονώσῃ τὴν κτῆσιν αὐτοῦ· ὅτι ἀριθμὸν γενημάτων αὐτοῦ οὕτως ἀποδώσεταί σοι.
Lev 25:17	μὴ θλιβέτω ἄνθρωπος τὸν πλησίον, καὶ φοβηθήσῃ Κύριον τὸν θεόν σου· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 25:18	Καὶ ποιήσετε πάντα τὰ δικαιώματά μου καὶ πάσας τὰς κρίσεις μου, καὶ φυλάξασθε καὶ ποιήσετε αὐτά, καὶ κατοικήσετε πεποιθότες·
Lev 25:19	καὶ δώσει ἡ γῆ τὰ ἐκφόρια αὐτῆς, καὶ φάγεσθε εἰς πλησμονήν, καὶ κατοικήσετε πεποιθότες ἐπ᾽ αὐτῆς.
Lev 25:20	ἐὰν δὲ λέγητε Τί φαγόμεθα ἐν τῷ ἔτει τῷ ἑβδόμῳ τούτῳ ἐὰν μὴ σπείρωμεν μηδὲ συναγάγωμεν τὰ γενήματα ἡμῶν;
Lev 25:21	καὶ ἀποστέλλω τὴν εὐλογίαν μου ὑμῖν ἐν τῷ ἔτει τῷ ἕκτῳ, καὶ ποιήσει τὰ γενήματα αὐτῆς εἰς τὰ τρία ἔτη.
Lev 25:22	καὶ σπερεῖτε τὸ ἔτος τὸ ὄγδοον, καὶ φάγεσθε ἀπὸ τῶν γενημάτων παλαιά· ἕως τοῦ ἔτους τοῦ ἐνάτου, ἕως ἂν ἔλθῃ τὸ γένημα αὐτῆς, φάγεσθε παλαιὰ παλαιῶν.
Lev 25:23	Καὶ ἡ γῆ οὐ πραθήσεται εἰς βεβαίωσιν, ἐμὴ γάρ ἐστιν ἡ γῆ· διότι προσήλυτοι καὶ πάροικοι ὑμεῖς ἐστε ἐναντίον μου·
Lev 25:24	καὶ κατὰ πᾶσαν γῆν κατασχέσεως ὑμῶν λύτρα δώσετε τῆς γῆς.
Lev 25:25	ἐὰν δὲ πένηται ὁ ἀδελφός σου ὁ μετὰ σοῦ καὶ ἀποδώσεται ἀπὸ τῆς κατασχέσεως αὐτοῦ, καὶ ἔλθῃ ὁ ἀγχιστεύων ἐγγίζων ἔγγιστα αὐτοῦ καὶ λυτρώσεται τὴν πρᾶσιν τοῦ ἀδελφοῦ αὐτοῦ.
Lev 25:26	ἐὰν δὲ μὴ ᾖ τινι ὁ ἀγχιστεύων, καὶ εὐπορηθῇ τῇ χειρὶ καὶ εὑρεθῇ αὐτῷ τὸ ἱκανὸν λύτρα αὐτοῦ·
Lev 25:27	καὶ συλλογιεῖται τὰ ἔτη τῆς πράσεως αὐτοῦ, καὶ ἀποδώσει ὅπερ ἔχει τῷ ἀνθρώπῳ ᾧ ἀπέδοτο ἑαυτὸν αὐτῷ, καὶ ἀπελεύσεται εἰς τὴν κατάσχεσιν αὐτοῦ.
Lev 25:28	ἐὰν δὲ μὴ εὑρεθῇ ἡ χεὶρ αὐτοῦ τὸ ἱκανὸν ὥστε ἀποδοῦναι αὐτά, καὶ ἔσται ἡ πρᾶσις τῷ κτησαμένῳ αὐτὰ ἕως τοῦ ἕκτου ἔτους τῆς ἀφέσεως, καὶ ἐξελεύσεται τῇ ἀφέσει, καὶ ἀπελεύσεται εἰς τὴν κατάπαυσιν αὐτοῦ.
Lev 25:29	Ἐὰν δέ τις ἀποδῶται οἰκίαν οἰκητὴν ἐν πόλει τετειχισμένῃ, καὶ ἔσται ἡ λύτρωσις αὐτῆς· ἕως πληρωθῇ ἐνιαυτὸς ἡμερῶν, ἔσται ἡ λύτρωσις αὐτῆς.
Lev 25:30	ἐὰν δὲ μὴ λυτρωθῇ ἕως ἂν πληρωθῇ αὐτῆς ἐνιαυτὸς ὅλος, κυρωθήσεται ἡ οἰκία ἡ οὖσα ἐν πόλει τῇ ἐχούσῃ τεῖχος βεβαίως τῷ κτησαμένῳ αὐτὴν εἰς τὰς γενεὰς αὐτοῦ, καὶ οὐκ ἐξελεύσεται ἐν τῇ ἀφέσει.
Lev 25:31	αἱ δὲ οἰκίαι αἱ ἐν ἐπαύλεσιν, αἷς οὐκ ἔστιν ἐν αὐταῖς τεῖχος κύκλῳ, πρὸς τὸν ἀγρὸν τῆς γῆς λογισθήτωσαν· λυτρωταὶ διὰ παντὸς ἔσονται, καὶ ἐν τῇ ἀφέσει ἐξελεύσονται.
