# NIV84 1 Chronicles — converted from PDF (AGES Digital Library transcription of the New International Version, 1984 edition); source PDF pages 926-1002
1:1	Adam, Seth, Enosh,
24:12	The king and Jehoiada gave it to the men who carried out the work required for the temple of the LORD. They hired masons and carpenters to restore the LORD’s temple, and also workers in iron and bronze to repair the temple.
24:13	The men in charge of the work were diligent, and the repairs progressed under them. They rebuilt the temple of God according to its original design and reinforced it.
24:14	When they had finished, they brought the rest of the money to the king and Jehoiada, and with it were made articles for the LORD’s temple: articles for the service and for the burnt offerings, and also dishes and other objects of gold and silver. As long as Jehoiada lived, burnt offerings were presented continually in the temple of the LORD.
24:15	Now Jehoiada was old and full of years, and he died at the age of a hundred and thirty.
24:16	He was buried with the kings in the City of David, because of the good he had done in Israel for God and his temple.
24:17	After the death of Jehoiada, the officials of Judah came and paid homage to the king, and he listened to them.
24:18	They abandoned the temple of the LORD, the God of their fathers, and worshipped Asherah poles and idols. Because of their guilt, God’s anger came upon Judah and Jerusalem.
24:19	Although the LORD sent prophets to the people to bring them back to him, and though they testified against them, they would not listen.
24:20	Then the Spirit of God came upon Zechariah son of Jehoiada the priest. He stood before the people and said, “This is what God says: `Why do you disobey the LORD’s commands? You will not prosper. Because you have forsaken the LORD, he has forsaken you.’“
24:21	But they plotted against him, and by order of the king they stoned him to death in the courtyard of the LORD’s temple.
24:22	King Joash did not remember the kindness Zechariah’s father Jehoiada had shown him but killed his son, who said as he lay dying, “May the LORD see this and call you to account.”
24:23	At the turn of the year, [Probably in the spring] the army of Aram marched against Joash; it invaded Judah and Jerusalem and killed all the leaders of the people. They sent all the plunder to their king in Damascus.
24:24	Although the Aramean army had come with only a few men, the LORD delivered into their hands a much larger army. Because Judah had forsaken the LORD, the God of their fathers, judgment was executed on Joash.
24:25	When the Arameans withdrew, they left Joash severely wounded. His officials conspired against him for murdering the son of Jehoiada the priest, and they killed him in his bed. So he died and was buried in the City of David, but not in the tombs of the kings.
24:26	Those who conspired against him were Zabad, [A variant of Jozabad] son of Shimeath an Ammonite woman, and Jehozabad, son of Shimrith [A variant of Shomer] a Moabite woman.
24:27	The account of his sons, the many prophecies about him, and the record of the restoration of the temple of God are written in the annotations on the book of the kings. And Amaziah his son succeeded him as king.
25:1	Amaziah was twenty-five years old when he became king, and he reigned in Jerusalem for twenty-nine years. His mother’s name was Jehoaddin; [Hebrew Jehoaddan, a variant of Jehoaddin] she was from Jerusalem.
25:2	He did what was right in the eyes of the LORD, but not wholeheartedly.
25:3	After the kingdom was firmly in his control, he executed the officials who had murdered his father the king.
25:4	Yet he did not put their sons to death, but acted in accordance with what is written in the Law, in the Book of Moses, where the LORD commanded: “Fathers shall not be put to death for their children, nor children put to death for their fathers; each is to die for his own sins.” [Deut. 24:16]
25:5	Amaziah called the people of Judah together and assigned them according to their families to commanders of thousands and commanders of hundreds for all Judah and Benjamin. He then mustered those twenty years old or more and found that there were three hundred thousand men ready for military service, able to handle the spear and shield.
25:6	He also hired a hundred thousand fighting men from Israel for a hundred talents [That is, about 3 1/3 tons (about 3.4 metric tons); also in verse 9] of silver.
25:7	But a man of God came to him and said, “O king, these troops from Israel must not march with you, for the LORD is not with Israel — not with any of the people of Ephraim.
25:8	Even if you go and fight courageously in battle, God will overthrow you before the enemy, for God has the power to help or to overthrow.”
25:9	Amaziah asked the man of God, “But what about the hundred talents I paid for these Israelite troops?” The man of God replied, “The LORD can give you much more than that.”
25:10	So Amaziah dismissed the troops who had come to him from Ephraim and sent them home. They were furious with Judah and left for home in a great rage.
25:11	Amaziah then marshalled his strength and led his army to the Valley of Salt, where he killed ten thousand men of Seir.
25:12	The army of Judah also captured ten thousand men alive, took them to the top of a cliff and threw them down so that all were dashed to pieces.
25:13	Meanwhile the troops that Amaziah had sent back and had not allowed to take part in the war raided Judean towns from Samaria to Beth Horon. They killed three thousand people and carried off great quantities of plunder.
25:14	When Amaziah returned from slaughtering the Edomites, he brought back the gods of the people of Seir. He set them up as his own gods, bowed down to them and burned sacrifices to them.
25:15	The anger of the LORD burned against Amaziah, and he sent a prophet to him, who said, “Why do you consult this people’s gods, which could not save their own people from your hand?”
25:16	While he was still speaking, the king said to him, “Have we appointed you an adviser to the king? Stop! Why be struck down?” So the prophet stopped but said, “I know that God has determined to destroy you, because you have done this and have not listened to my counsel.”
25:17	After Amaziah king of Judah consulted his advisers, he sent this challenge to Jehoash [Hebrew Joash, a variant of Jehoash; also in verses 18, 21, 23 and 25] son of Jehoahaz, the son of Jehu, king of Israel: “Come, meet me face to face.”
25:18	But Jehoash king of Israel replied to Amaziah king of Judah, “A thistle in Lebanon sent a message to a cedar in Lebanon, `Give your daughter to my son in marriage.’ Then a wild beast in Lebanon came along and trampled the thistle underfoot.
25:19	You say to yourself that you have defeated Edom, and now you are arrogant and proud. But stay at home! Why ask for trouble and cause your own downfall and that of Judah also?”
25:20	Amaziah, however, would not listen, for God so worked that he might hand them over to Jehoash, because they sought the gods of Edom.
25:21	So Jehoash king of Israel attacked. He and Amaziah king of Judah faced each other at Beth Shemesh in Judah.
25:22	Judah was routed by Israel, and every man fled to his home.
25:23	Jehoash king of Israel captured Amaziah king of Judah, the son of Joash, the son of Ahaziah, [Hebrew Jehoahaz, a variant of Ahaziah] at Beth Shemesh. Then Jehoash brought him to Jerusalem and broke down the wall of Jerusalem from the Ephraim Gate to the Corner Gate — a section about six hundred feet [Hebrew four hundred cubits (about 180 metres)] long.
25:24	He took all the gold and silver and all the articles found in the temple of God that had been in the care of Obed-Edom, together with the palace treasures and the hostages, and returned to Samaria.
25:25	Amaziah son of Joash king of Judah lived for fifteen years after the death of Jehoash son of Jehoahaz king of Israel.
25:26	As for the other events of Amaziah’s reign, from beginning to end, are they not written in the book of the kings of Judah and Israel?
25:27	From the time that Amaziah turned away from following the LORD, they conspired against him in Jerusalem and he fled to Lachish, but they sent men after him to Lachish and killed him there.
25:28	He was brought back by horse and was buried with his fathers in the City of Judah.
26:1	Then all the people of Judah took Uzziah, [Also called Azariah] who was sixteen years old, and made him king in place of his father Amaziah.
26:2	He was the one who rebuilt Elath and restored it to Judah after Amaziah rested with his fathers.
26:3	Uzziah was sixteen years old when he became king, and he reigned in Jerusalem for fifty-two years. His mother’s name was Jecoliah; she was from Jerusalem.
26:4	He did what was right in the eyes of the LORD, just as his father Amaziah had done.
26:5	He sought God during the days of Zechariah, who instructed him in the fear [Many Hebrew manuscripts, Septuagint and Syriac; other Hebrew manuscripts vision] of God. As long as he sought the LORD, God gave him success.
26:6	He went to war against the Philistines and broke down the walls of Gath, Jabneh and Ashdod. He then rebuilt towns near Ashdod and elsewhere among the Philistines.
26:7	God helped him against the Philistines and against the Arabs who lived in Gur Baal and against the Meunites.
26:8	The Ammonites brought tribute to Uzziah, and his fame spread as far as the border of Egypt, because he had become very powerful.
26:9	Uzziah built towers in Jerusalem at the Corner Gate, at the Valley Gate and at the angle of the wall, and he fortified them.
26:10	He also built towers in the desert and dug many cisterns, because he had much livestock in the foothills and in the plain. He had people working his fields and vineyards in the hills and in the fertile lands, for he loved the soil.
26:11	Uzziah had a well-trained army, ready to go out by divisions according to their numbers as mustered by Jeiel the secretary and Maaseiah the officer under the direction of Hananiah, one of the royal officials.
26:12	The total number of family leaders over the fighting men was 2,600.
26:13	Under their command was an army of 307,500 men trained for war, a powerful force to support the king against his enemies.
26:14	Uzziah provided shields, spears, helmets, coats of armour, bows and slingstones for the entire army.
26:15	In Jerusalem he made machines designed by skilful men for use on the towers and on the corner defences to shoot arrows and hurl large stones. His fame spread far and wide, for he was greatly helped until he became powerful.
26:16	But after Uzziah became powerful, his pride led to his downfall. He was unfaithful to the LORD his God, and entered the temple of the LORD to burn incense on the altar of incense.
26:17	Azariah the priest with eighty other courageous priests of the LORD followed him in.
26:18	They confronted him and said, “It is not right for you, Uzziah, to burn incense to the LORD. That is for the priests, the descendants of Aaron, who have been consecrated to burn incense. Leave the sanctuary, for you have been unfaithful; and you will not be honoured by the LORD God.”
26:19	Uzziah, who had a censer in his hand ready to burn incense, became angry. While he was raging at the priests in their presence before the incense altar in the LORD’s temple, leprosy [The Hebrew word was used for various diseases affecting the skin — not necessarily leprosy; also in verses 20, 21 and 23.] broke out on his forehead.
26:20	When Azariah the chief priest and all the other priests looked at him, they saw that he had leprosy on his forehead, so they hurried him out. Indeed, he himself was eager to leave, because the LORD had afflicted him.
26:21	King Uzziah had leprosy until the day he died. He lived in a separate house — [Or in a house where he was relieved of responsibilities] leprous, and excluded from the temple of the LORD. Jotham his son had charge of the palace and governed the people of the land.
26:22	The other events of Uzziah’s reign, from beginning to end, are recorded by the prophet Isaiah son of Amoz.
26:23	Uzziah rested with his fathers and was buried near them in a field for burial that belonged to the kings, for people said, “He had leprosy.” And Jotham his son succeeded him as king.
27:1	Jotham was twenty-five years old when he became king, and he reigned in Jerusalem for sixteen years. His mother’s name was Jerusha daughter of Zadok.
27:2	He did what was right in the eyes of the LORD, just as his father Uzziah had done, but unlike him he did not enter the temple of the LORD. The people, however, continued their corrupt practices.
27:3	Jotham rebuilt the Upper Gate of the temple of the LORD and did extensive work on the wall at the hill of Ophel.
27:4	He built towns in the Judean hills and forts and towers in the wooded areas.
27:5	Jotham made war on the king of the Ammonites and conquered them. That year the Ammonites paid him a hundred talents [That is, about 3 1/3 tons (about 3.4 metric tons)] of silver, ten thousand cors [That is, probably about 60,500 bushels (about 2,200 kilolitres)] of wheat and ten thousand cors of barley. The Ammonites brought him the same amount also in the second and third years.
27:6	Jotham grew powerful because he walked steadfastly before the LORD his God.
27:7	The other events in Jotham’s reign, including all his wars and the other things he did, are written in the book of the kings of Israel and Judah.
27:8	He was twenty-five years old when he became king, and he reigned in Jerusalem for sixteen years.
27:9	Jotham rested with his fathers and was buried in the City of David. And Ahaz his son succeeded him as king.
28:1	Ahaz was twenty years old when he became king, and he reigned in Jerusalem for sixteen years. Unlike David his father, he did not do what was right in the eyes of the LORD.
28:2	He walked in the ways of the kings of Israel and also made cast idols for worshipping the Baals.
28:3	He burned sacrifices in the Valley of Ben Hinnom and sacrificed his sons in the fire, following the detestable ways of the nations that the LORD had driven out before the Israelites.
28:4	He offered sacrifices and burned incense at the high places, on the hilltops and under every spreading tree.
28:5	Therefore the LORD his God handed him over to the king of Aram. The Arameans defeated him and took many of his people as prisoners and brought them to Damascus. He was also given into the hands of the king of Israel, who inflicted heavy casualties on him.
28:6	In one day Pekah son of Remaliah killed a hundred and twenty thousand soldiers in Judah — because Judah had forsaken the LORD, the God of their fathers.
28:7	Zicri, an Ephraimite warrior, killed Maaseiah the king’s son, Azrikam the officer in charge of the palace, and Elkanah, second to the king.
28:8	The Israelites took captive from their kinsmen two hundred thousand wives, sons and daughters. They also took a great deal of plunder, which they carried back to Samaria.
28:9	But a prophet of the LORD named Oded was there, and he went out to meet the army when it returned to Samaria. He said to them, “Because the LORD, the God of your fathers, was angry with Judah, he gave them into your hand. But you have slaughtered them in a rage that reaches to heaven.
28:10	And now you intend to make the men and women of Judah and Jerusalem your slaves. But aren’t you also guilty of sins against the LORD your God?
28:11	Now listen to me! Send back your fellow countrymen that you have taken as prisoners, for the LORD’s fierce anger rests on you.”
28:12	Then some of the leaders in Ephraim — Azariah son of Jehohanan, Berekiah son of Meshillemoth, Jehizkiah son of Shallum, and Amasa son of Hadlai — confronted those who were arriving from the war.
28:13	“You must not bring those prisoners here,” they said, “or we will be guilty before the LORD. Do you intend to add to our sin and guilt? For our guilt is already great, and his fierce anger rests on Israel.”
28:14	So the soldiers gave up the prisoners and plunder in the presence of the officials and all the assembly.
28:15	The men designated by name took the prisoners, and from the plunder they clothed all who were naked. They provided them with clothes and sandals, food and drink, and healing balm. All those who were weak they put on donkeys. So they took them back to their fellow countrymen at Jericho, the City of Palms, and returned to Samaria.
28:16	At that time King Ahaz sent to the king [One Hebrew manuscript, Septuagint and Vulgate (see also 2 Kings 16:7); most Hebrew manuscripts kings] of Assyria for help.
28:17	The Edomites had again come and attacked Judah and carried away prisoners,
28:18	while the Philistines had raided towns in the foothills and in the Negev of Judah. They captured and occupied Beth Shemesh, Aijalon and Gederoth, as well as Soco, Timnah and Gimzo, with their surrounding villages.
28:19	The LORD had humbled Judah because of Ahaz king of Israel, [That is, Judah, as frequently in 2 Chronicles] for he had promoted wickedness in Judah and had been most unfaithful to the LORD.
28:20	Tiglath-Pileser [Hebrew Tilgath-Pilneser, a variant of Tiglath-Pileser] king of Assyria came to him, but gave him trouble instead of help.
28:21	Ahaz took some of the things from the temple of the LORD and from the royal palace and from the princes and presented them to the king of Assyria, but that did not help him.
28:22	In his time of trouble King Ahaz became even more unfaithful to the LORD.
28:23	He offered sacrifices to the gods of Damascus, who had defeated him; for he thought, “Since the gods of the kings of Aram have helped them, I will sacrifice to them so that they will help me.” But they were his downfall and the downfall of all Israel.
28:24	Ahaz gathered together the furnishings from the temple of God and took them away. [Or and cut them up] He shut the doors of the LORD’s temple and set up altars at every street corner in Jerusalem.
28:25	In every town in Judah he built high places to burn sacrifices to other gods and provoked the LORD, the God of his fathers, to anger.
28:26	The other events of his reign and all his ways, from beginning to end, are written in the book of the kings of Judah and Israel.
28:27	Ahaz rested with his fathers and was buried in the city of Jerusalem, but he was not placed in the tombs of the kings of Israel. And Hezekiah his son succeeded him as king.
29:1	Hezekiah was twenty-five years old when he became king, and he reigned in Jerusalem for twenty-nine years. His mother’s name was Abijah daughter of Zechariah.
29:2	He did what was right in the eyes of the LORD, just as his father David had done.
29:3	In the first month of the first year of his reign, he opened the doors of the temple of the LORD and repaired them.
29:4	He brought in the priests and the Levites, assembled them in the square on the east side
29:5	and said, “Listen to me, Levites! Consecrate yourselves now and consecrate the temple of the LORD, the God of your fathers. Remove all defilement from the sanctuary.
29:6	Our fathers were unfaithful; they did evil in the eyes of the LORD our God and forsook him. They turned their faces away from the LORD’s dwelling-place and turned their backs on him.
29:7	They also shut the doors of the portico and put out the lamps. They did not burn incense or present any burnt offerings at the sanctuary to the God of Israel.
29:8	Therefore, the anger of the LORD has fallen on Judah and Jerusalem; he has made them an object of dread and horror and scorn, as you can see with your own eyes.
29:9	This is why our fathers have fallen by the sword and why our sons and daughters and our wives are in captivity.
29:10	Now I intend to make a covenant with the LORD, the God of Israel, so that his fierce anger will turn away from us.
29:11	My sons, do not be negligent now, for the LORD has chosen you to stand before him and serve him, to minister before him and to burn incense.”
29:12	Then these Levites set to work: from the Kohathites, Mahath son of Amasai and Joel son of Azariah; from the Merarites, Kish son of Abdi and Azariah son of Jehallelel; from the Gershonites, Joah son of Zimmah and Eden son of Joah;
29:13	from the descendants of Elizaphan, Shimri and Jeiel; from the descendants of Asaph, Zechariah and Mattaniah;
29:14	from the descendants of Heman, Jehiel and Shimei; from the descendants of Jeduthun, Shemaiah and Uzziel.
29:15	When they had assembled their brothers and consecrated themselves, they went in to purify the temple of the LORD, as the king had ordered, following the word of the LORD.
29:16	The priests went into the sanctuary of the LORD to purify it. They brought out to the courtyard of the LORD’s temple everything unclean that they found in the temple of the LORD. The Levites took it and carried it out to the Kidron Valley.
29:17	They began the consecration on the first day of the first month, and by the eighth day of the month they reached the portico of the LORD. For eight more days they consecrated the temple of the LORD itself, finishing in the sixteenth day of the first month.
29:18	Then they went in to King Hezekiah and reported: “We have purified the entire temple of the LORD, the altar of burnt offering with all its utensils, and the table for setting out the consecrated bread, with all its articles.
29:19	We have prepared and consecrated all the articles that King Ahaz removed in his unfaithfulness while he was king. They are now in front of the LORD’s altar.”
29:20	Early the next morning King Hezekiah gathered the city officials together and went up to the temple of the LORD.
29:21	They brought seven bulls, seven rams, seven male lambs and seven male goats as a sin offering for the kingdom, for the sanctuary and for Judah. The king commanded the priests, the descendants of Aaron, to offer these on the altar of the LORD.
29:22	So they slaughtered the bulls, and the priests took the blood and sprinkled it on the altar; next they slaughtered the rams and sprinkled their blood on the altar; then they slaughtered the lambs and sprinkled their blood on the altar.
29:23	The goats for the sin offering were brought before the king and the assembly, and they laid their hands on them.
29:24	The priests then slaughtered the goats and presented their blood on the altar for a sin offering to atone for all Israel, because the king had ordered the burnt offering and the sin offering for all Israel.
29:25	He stationed the Levites in the temple of the LORD with cymbals, harps and lyres in the way prescribed by David and Gad the king’s seer and Nathan the prophet; this was commanded by the LORD through his prophets.
29:26	So the Levites stood ready with David’s instruments, and the priests with their trumpets.
29:27	Hezekiah gave the order to sacrifice the burnt offering on the altar. As the offering began, singing to the LORD began also, accompanied by trumpets and the instruments of David king of Israel.
29:28	The whole assembly bowed in worship, while the singers sang and the trumpeters played. All this continued until the sacrifice of the burnt offering was completed.
29:29	When the offerings were finished, the king and everyone present with him knelt down and worshipped.
29:30	King Hezekiah and his officials ordered the Levites to praise the LORD with the words of David and of Asaph the seer. So they sang praises with gladness and bowed their heads and worshipped.
29:31	Then Hezekiah said, “You have now dedicated yourselves to the LORD. Come and bring sacrifices and thank-offerings to the temple of the LORD.” So the assembly brought sacrifices and thank-offerings, and all whose hearts were willing brought burnt offerings.
29:32	The number of burnt offerings the assembly brought was seventy bulls, a hundred rams and two hundred male lambs — all of them for burnt offerings to the LORD.
29:33	The animals consecrated as sacrifices amounted to six hundred bulls and three thousand sheep and goats.
29:34	The priests, however, were too few to skin all the burnt offerings; so their kinsmen the Levites helped them until the task was finished and until other priests had been consecrated, for the Levites had been more conscientious in consecrating themselves than the priests had been.
29:35	There were burnt offerings in abundance, together with the fat of the fellowship offerings [Traditionally peace offerings] and the drink offerings that accompanied the burnt offerings. So the service of the temple of the LORD was re-established.
29:36	Hezekiah and all the people rejoiced at what God had brought about for his people, because it was done so quickly.
30:1	Hezekiah sent word to all Israel and Judah and also wrote letters to Ephraim and Manasseh, inviting them to come to the temple of the LORD in Jerusalem and celebrate the Passover to the LORD, the God of Israel.
30:2	The king and his officials and the whole assembly in Jerusalem decided to celebrate the Passover in the second month.
30:3	They had not been able to celebrate it at the regular time because not enough priests had consecrated themselves and the people had not assembled in Jerusalem.
30:4	The plan seemed right both to the king and to the whole assembly.
30:5	They decided to send a proclamation throughout Israel, from Beersheba to Dan, calling the people to come to Jerusalem and celebrate the Passover to the LORD, the God of Israel. It had not been celebrated in large numbers according to what was written.
30:6	At the king’s command, couriers went throughout Israel and Judah with letters from the king and from his officials, which read: “People of Israel, return to the LORD, the God of Abraham, Isaac and Israel, that he may return to you who are left, who have escaped from the hand of the kings of Assyria.
30:7	Do not be like your fathers and brothers, who were unfaithful to the LORD, the God of their fathers, so that he made them an object of horror, as you see.
30:8	Do not be stiff-necked, as your fathers were; submit to the LORD. Come to the sanctuary, which he has consecrated for ever. Serve the LORD your God, so that his fierce anger will turn away from you.
30:9	If you return to the LORD, then your brothers and your children will be shown compassion by their captors and will come back to this land, for the LORD your God is gracious and compassionate. He will not turn his face from you if you return to him.”
30:10	The couriers went from town to town in Ephraim and Manasseh, as far as Zebulun, but the people scorned and ridiculed them.
30:11	Nevertheless, some men of Asher, Manasseh and Zebulun humbled themselves and went to Jerusalem.
30:12	Also in Judah the hand of God was on the people to give them unity of mind to carry out what the king and his officials had ordered, following the word of the LORD.
30:13	A very large crowd of people assembled in Jerusalem to celebrate the Feast of Unleavened Bread in the second month.
30:14	They removed the altars in Jerusalem and cleared away the incense altars and threw them into the Kidron Valley.
30:15	They slaughtered the Passover lamb on the fourteenth day of the second month. The priests and the Levites were ashamed and consecrated themselves and brought burnt offerings to the temple of the LORD.
30:16	Then they took up their regular positions as prescribed in the Law of Moses the man of God. The priests sprinkled the blood handed to them by the Levites.
30:17	Since many in the crowd had not consecrated themselves, the Levites had to kill the Passover lambs for all those who were not ceremonially clean and could not consecrate their lambs to the LORD.
30:18	Although most of the many people who came from Ephraim, Manasseh, Issachar and Zebulun had not purified themselves, yet they ate the Passover, contrary to what was written. But Hezekiah prayed for them, saying, “May the LORD, who is good, pardon everyone
30:19	who sets his heart on seeking God — the LORD, the God of his fathers — even if he is not clean according to the rules of the sanctuary.”
30:20	And the LORD heard Hezekiah and healed the people.
30:21	The Israelites who were present in Jerusalem celebrated the Feast of Unleavened Bread for seven days with great rejoicing, while the Levites and priests sang to the LORD every day, accompanied by the LORD’s instruments of praise. [Or priests praised the LORD every day with resounding instruments belonging to the LORD.]
30:22	Hezekiah spoke encouragingly to all the Levites, who showed good understanding of the service of the LORD. For the seven days they ate their assigned portion and offered fellowship offerings [Traditionally peace offerings] and praised the LORD, the God of their fathers.
30:23	The whole assembly then agreed to celebrate the festival seven more days; so for another seven days they celebrated joyfully.
30:24	Hezekiah king of Judah provided a thousand bulls and seven thousand sheep and goats for the assembly, and the officials provided them with a thousand bulls and ten thousand sheep and goats. A great number of priests consecrated themselves.
30:25	The entire assembly of Judah rejoiced, along with the priests and Levites and all who had assembled from Israel, including the aliens who had come from Israel and those who lived in Judah.
30:26	There was great joy in Jerusalem, for since the days of Solomon son of David king of Israel there had been nothing like this in Jerusalem.
30:27	The priests and the Levites stood to bless the people, and God heard them, for their prayer reached heaven, his holy dwelling-place.
31:1	When all this had ended, the Israelites who were there went out to the towns of Judah, smashed the sacred stones and cut down the Asherah poles. They destroyed the high places and the altars throughout Judah and Benjamin and in Ephraim and Manasseh. After they had destroyed all of them, the Israelites returned to their own towns and to their own property.
31:2	Hezekiah assigned the priests and Levites to divisions — each of them according to their duties as priests or Levites — to offer burnt offerings and fellowship offerings, [Traditionally peace offerings] to minister, to give thanks and to sing praises at the gates of the LORD’s dwelling.
31:3	The king contributed from his own possessions for the morning and evening burnt offerings and for the burnt offerings on the Sabbaths, New Moons and appointed feasts as written in the Law of the LORD.
31:4	He ordered the people living in Jerusalem to give the portion due to the priests and Levites so that they could devote themselves to the Law of the LORD.
31:5	As soon as the order went out, the Israelites generously gave the firstfruits of their grain, new wine, oil and honey and all that the fields produced. They brought a great amount, a tithe of everything.
31:6	The men of Israel and Judah who lived in the towns of Judah also brought a tithe of their herds and flocks and a tithe of the holy things dedicated to the LORD their God, and they piled them in heaps.
31:7	They began doing this in the third month and finished in the seventh month.
31:8	When Hezekiah and his officials came and saw the heaps, they praised the LORD and blessed his people Israel.
31:9	Hezekiah asked the priests and Levites about the heaps;
31:10	and Azariah the chief priest, from the family of Zadok, answered, “Since the people began to bring their contributions to the temple of the LORD, we have had enough to eat and plenty to spare, because the LORD has blessed his people, and this great amount is left over.”
31:11	Hezekiah gave orders to prepare storerooms in the temple of the LORD, and this was done.
31:12	Then they faithfully brought in the contributions, tithes and dedicated gifts. Conaniah, a Levite, was in charge of these things, and his brother Shimei was next in rank.
31:13	Jehiel, Azaziah, Nahath, Asahel, Jerimoth, Jozabad, Eliel, Ismakiah, Mahath and Benaiah were supervisors under Conaniah and Shimei his brother, by appointment of King Hezekiah and Azariah the official in charge of the temple of God.
31:14	Kore son of Imnah the Levite, keeper of the East Gate, was in charge of the freewill offerings given to God, distributing the contributions made to the LORD and also the consecrated gifts.
31:15	Eden, Miniamin, Jeshua, Shemaiah, Amariah and Shecaniah assisted him faithfully in the towns of the priests, distributing to their fellow priests according to their divisions, old and young alike.
31:16	In addition, they distributed to the males three years old or more whose names were in the genealogical records — all who would enter the temple of the LORD to perform the daily duties of their various tasks, according to their responsibilities and their divisions.
31:17	And they distributed to the priests enrolled by their families in the genealogical records and likewise to the Levites twenty years old or more, according to their responsibilities and their divisions.
31:18	They included all the little ones, the wives, and the sons and daughters of the whole community listed in these genealogical records. For they were faithful in consecrating themselves.
31:19	As for the priests, the descendants of Aaron, who lived on the farm lands around their towns or in any other towns, men were designated by name to distribute portions to every male among them and to all who were recorded in the genealogies of the Levites.
31:20	This is what Hezekiah did throughout Judah, doing what was good and right and faithful before the LORD his God.
31:21	In everything that he undertook in the service of God’s temple and in obedience to the law and the commands, he sought his God and worked wholeheartedly. And so he prospered.
32:1	After all that Hezekiah had so faithfully done, Sennacherib king of Assyria came and invaded Judah. He laid siege to the fortified cities, thinking to conquer them for himself.
32:2	When Hezekiah saw that Sennacherib had come and that he intended to make war on Jerusalem,
32:3	he consulted with his officials and military staff about blocking off the water from the springs outside the city, and they helped him.
32:4	A large force of men assembled, and they blocked all the springs and the stream that flowed through the land. “Why should the kings [Hebrew; Septuagint and Syriac king] of Assyria come and find plenty of water?” they said.
32:5	Then he worked hard repairing all the broken sections of the wall and building towers on it. He built another wall outside that one and reinforced the supporting terraces [Or the Millo] of the City of David. He also made large numbers of weapons and shields.
32:6	He appointed military officers over the people and assembled them before him in the square at the city gate and encouraged them with these words:
32:7	“Be strong and courageous. Do not be afraid or discouraged because of the king of Assyria and the vast army with him, for there is a greater power with us than with him.
32:8	With him is only the arm of flesh, but with us is the LORD our God to help us and to fight our battles.” And the people gained confidence from what Hezekiah the king of Judah said.
32:9	Later, when Sennacherib king of Assyria and all his forces were laying siege to Lachish, he sent his officers to Jerusalem with this message for Hezekiah king of Judah and for all the people of Judah who were there:
32:10	“This is what Sennacherib king of Assyria says: On what are you basing your confidence, that you remain in Jerusalem under siege?
32:11	When Hezekiah says, `The LORD our God will save us from the hand of the king of Assyria,’ he is misleading you, to let you die of hunger and thirst.
32:12	Did not Hezekiah himself remove this god’s high places and altars, saying to Judah and Jerusalem, `You must worship before one altar and burn sacrifices on it’?
32:13	“Do you not know what I and my fathers have done to all the peoples of the other lands? Were the gods of those nations ever able to deliver their land from my hand?
32:14	Who of all the gods of these nations that my fathers destroyed has been able to save his people from me? How then can your god deliver you from my hand?
32:15	Now do not let Hezekiah deceive you and mislead you like this. Do not believe him, for no god of any nation or kingdom has been able to deliver his people from my hand or the hand of my fathers. How much less will your god deliver you from my hand!”
32:16	Sennacherib’s officers spoke further against the LORD God and against his servant Hezekiah.
32:17	The king also wrote letters insulting the LORD, the God of Israel, and saying this against him: “Just as the gods of the peoples of the other lands did not rescue their people from my hand, so the god of Hezekiah will not rescue his people from my hand.”
32:18	Then they called out in Hebrew to the people of Jerusalem who were on the wall, to terrify them and make them afraid in order to capture the city.
32:19	They spoke about the God of Jerusalem as they did about the gods of the other peoples of the world — the work of men’s hands.
32:20	King Hezekiah and the prophet Isaiah son of Amoz cried out in prayer to heaven about this.
32:21	And the LORD sent an angel, who annihilated all the fighting men and the leaders and officers in the camp of the Assyrian king. So he withdrew to his own land in disgrace. And when he went into the temple of his god, some of his sons cut him down with the sword.
32:22	So the LORD saved Hezekiah and the people of Jerusalem from the hand of Sennacherib king of Assyria and from the hand of all others. He took care of them [Hebrew; Septuagint and Vulgate He gave them rest] on every side.
32:23	Many brought offerings to Jerusalem for the LORD and valuable gifts for Hezekiah king of Judah. From then on he was highly regarded by all the nations.
32:24	In those days Hezekiah became ill and was at the point of death. He prayed to the LORD, who answered him and gave him a miraculous sign.
32:25	But Hezekiah’s heart was proud and he did not respond to the kindness shown him; therefore the LORD’s wrath was on him and on Judah and Jerusalem.
32:26	Then Hezekiah repented of the pride of his heart, as did the people of Jerusalem; therefore the LORD’s wrath did not come upon them during the days of Hezekiah.
32:27	Hezekiah had very great riches and honour, and he made treasuries for his silver and gold and for his precious stones, spices, shields and all kinds of valuables.
32:28	He also made buildings to store the harvest of grain, new wine and oil; and he made stalls for various kinds of cattle, and pens for the flocks.
32:29	He built villages and acquired great numbers of flocks and herds, for God had given him very great riches.
32:30	It was Hezekiah who blocked the upper outlet of the Gihon spring and channelled the water down to the west side of the City of David. He succeeded in everything he undertook.
32:31	But when envoys were sent by the rulers of Babylon to ask him about the miraculous sign that had occurred in the land, God left him to test him and to know everything that was in his heart.
32:32	The other events of Hezekiah’s reign and his acts of devotion are written in the vision of the prophet Isaiah son of Amoz in the book of the kings of Judah and Israel.
32:33	Hezekiah rested with his fathers and was buried on the hill where the tombs of David’s descendants are. All Judah and the people of Jerusalem honoured him when he died. And Manasseh his son succeeded him as king.
33:1	Manasseh was twelve years old when he became king, and he reigned in Jerusalem for fifty-five years.
