verdict	doc	line	skeleton	ref	context
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	577	פתיתני	Jer 20:7	20:7's "you have deceived me" (פִּתִּיתַנִי) uses a strong verb (elsewhere of sexual seduction, e.g., Exod 22:16) that has troubled many readers as implying God acted in bad faith toward his prophet
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	577	פתיתני	Exod 22:16	20:7's "you have deceived me" (פִּתִּיתַנִי) uses a strong verb (elsewhere of sexual seduction, e.g., Exod 22:16) that has troubled many readers as implying God acted in bad faith toward his prophet
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	622	הרס	Jer 24:6	**24:6 is the first reappearance of "overthrow" (הרס) anywhere in the book since 1:10 itself
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	622	הרס	Jer 1:10	**24:6 is the first reappearance of "overthrow" (הרס) anywhere in the book since 1:10 itself
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	622	אהרס	Jer 24:6	Here, 24:6 states "I will build them, and not overthrow (אֶהֱרֹס) them
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	625	יהוה	Jer 23:6	the Branch to come will be called יְהוָה צִדְקֵנוּ ("The LORD is our righteousness," 23:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	625	צדקנו	Jer 23:6	the Branch to come will be called יְהוָה צִדְקֵנוּ ("The LORD is our righteousness," 23:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	646	חותמ	Jer 22:24	Vocabulary.** חֹותָם ("signet ring," 22:24) is a term of maximal covenantal intimacy and authority (cf
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	646	צמח	Jer 23:5	צֶמַח ("Branch/sprout," 23:5) is a botanical term for new organic growth, distinct from the "tree" vocabulary of 17:8 and the vine/olive imagery of 2:21/11:16
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	646	צמח	Jer 17:8	צֶמַח ("Branch/sprout," 23:5) is a botanical term for new organic growth, distinct from the "tree" vocabulary of 17:8 and the vine/olive imagery of 2:21/11:16
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	646	צמח	Jer 2:21	צֶמַח ("Branch/sprout," 23:5) is a botanical term for new organic growth, distinct from the "tree" vocabulary of 17:8 and the vine/olive imagery of 2:21/11:16
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	646	צמח	Jer 11:16	צֶמַח ("Branch/sprout," 23:5) is a botanical term for new organic growth, distinct from the "tree" vocabulary of 17:8 and the vine/olive imagery of 2:21/11:16
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	652	עשו	Jer 21:12	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	עשו	Jer 22:3	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	עשו	Jer 22:15	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	עשו	Jer 23:5	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	משפט	Jer 21:12	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	משפט	Jer 22:3	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	משפט	Jer 22:15	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	משפט	Jer 23:5	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	וצדקה	Jer 21:12	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	וצדקה	Jer 22:3	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	וצדקה	Jer 22:15	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	652	וצדקה	Jer 23:5	Repetition.** "Do justice and righteousness" (עָשׂוּ מִשְׁפָּט וּצְדָקָה) recurs at 21:12 (implicitly, "execute justice"), 22:3, 22:15, and is finally realised only by the Branch at 23:5
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	678	צדק	Jer 23:6	**Original Language Observations.** The Hebrew of 23:6 is carefully triple-balanced with Zedekiah's own name (both built on צדק)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	734	בנה	Jer 1:10	plant gardens" repurposes two of the six commissioning verbs from 1:10 as a positive command given directly to the people, for the first time in the book.** Previously "build" (בנה) and "plant" (נטע) have appeared only as divine first-person action (12:16
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	734	בנה	Jer 12:16	plant gardens" repurposes two of the six commissioning verbs from 1:10 as a positive command given directly to the people, for the first time in the book.** Previously "build" (בנה) and "plant" (נטע) have appeared only as divine first-person action (12:16
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	734	נטע	Jer 1:10	plant gardens" repurposes two of the six commissioning verbs from 1:10 as a positive command given directly to the people, for the first time in the book.** Previously "build" (בנה) and "plant" (נטע) have appeared only as divine first-person action (12:16
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	734	נטע	Jer 12:16	plant gardens" repurposes two of the six commissioning verbs from 1:10 as a positive command given directly to the people, for the first time in the book.** Previously "build" (בנה) and "plant" (נטע) have appeared only as divine first-person action (12:16
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	755	משא	Jer 23:33-38	Vocabulary.** מַשָּׂא ("burden," also "oracle," 23:33–38 in §6, recalled implicitly here) is not repeated in this division, but note עֹ֣ל ("yoke," 27:2
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	755	משא	Jer 27:2	Vocabulary.** מַשָּׂא ("burden," also "oracle," 23:33–38 in §6, recalled implicitly here) is not repeated in this division, but note עֹ֣ל ("yoke," 27:2
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	761	שבעימ	Jer 25:11-12	Repetition.** "Seventy years" (שִׁבְעִים שָׁנָה) recurs at 25:11–12 and 29:10, framing the division as its own inclusio around the deportation's duration
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	761	שבעימ	Jer 29:10	Repetition.** "Seventy years" (שִׁבְעִים שָׁנָה) recurs at 25:11–12 and 29:10, framing the division as its own inclusio around the deportation's duration
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	761	שנה	Jer 25:11-12	Repetition.** "Seventy years" (שִׁבְעִים שָׁנָה) recurs at 25:11–12 and 29:10, framing the division as its own inclusio around the deportation's duration
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	761	שנה	Jer 29:10	Repetition.** "Seventy years" (שִׁבְעִים שָׁנָה) recurs at 25:11–12 and 29:10, framing the division as its own inclusio around the deportation's duration
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	795	אחרית	Jer 29:11	**Original Language Observations.** אַחֲרִית וְתִקְוָה ("a future and a hope," 29:11) pairs a term used elsewhere in the book for a nation's ultimate fate/end (cf
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	795	ותקוה	Jer 29:11	**Original Language Observations.** אַחֲרִית וְתִקְוָה ("a future and a hope," 29:11) pairs a term used elsewhere in the book for a nation's ultimate fate/end (cf
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	795	תקוה	Jer 12:4	12:4) with תִּקְוָה ("hope"), itself built on the same root as קוה ("wait for/hope in," used of God as Israel's "hope," מִקְוֵה, at 14:8
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	795	תקוה	Jer 14:8	12:4) with תִּקְוָה ("hope"), itself built on the same root as קוה ("wait for/hope in," used of God as Israel's "hope," מִקְוֵה, at 14:8
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	795	קוה	Jer 12:4	12:4) with תִּקְוָה ("hope"), itself built on the same root as קוה ("wait for/hope in," used of God as Israel's "hope," מִקְוֵה, at 14:8
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	795	קוה	Jer 14:8	12:4) with תִּקְוָה ("hope"), itself built on the same root as קוה ("wait for/hope in," used of God as Israel's "hope," מִקְוֵה, at 14:8
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	795	מקוה	Jer 12:4	12:4) with תִּקְוָה ("hope"), itself built on the same root as קוה ("wait for/hope in," used of God as Israel's "hope," מִקְוֵה, at 14:8
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	795	מקוה	Jer 14:8	12:4) with תִּקְוָה ("hope"), itself built on the same root as קוה ("wait for/hope in," used of God as Israel's "hope," מִקְוֵה, at 14:8
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	852	בנה	Jer 1:10	to build (בנה) and to plant (נטע)." All six of 1:10's original verbs are present
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	852	נטע	Jer 1:10	to build (בנה) and to plant (נטע)." All six of 1:10's original verbs are present
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	854	ברית	Jer 31:31-34	**31:31–34's "new covenant" (בְּרִית חֲדָשָׁה) is a hapax legomenon
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	854	חדשה	Jer 31:31-34	**31:31–34's "new covenant" (בְּרִית חֲדָשָׁה) is a hapax legomenon
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	856	צמח	Jer 23:5-6	9) sits alongside, but is verbally distinct from, the "Branch" title-track established at 23:5–6 (§6).** This division uses direct dynastic-name language ("David") rather than the "Branch" (צֶמַח) title
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	870	עוד	Jer 31:4-5	Linking Words.** "עוֹד" ("again/still") repeats insistently through 31:4–5, 23
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	876	שוב	Jer 30:3	שׁוּב (return/restore) saturates the division in its intensive form שׁוּב שְׁבוּת ("restore the fortunes," 30:3, 18
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	876	שבות	Jer 30:3	שׁוּב (return/restore) saturates the division in its intensive form שׁוּב שְׁבוּת ("restore the fortunes," 30:3, 18
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	911	בעלתי	Jer 31:32	**Original Language Observations.** בָּעַלְתִּי בָם ("I was their husband," 31:32) reuses the same root (בעל) that names the god Baal throughout the book (2:23
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	911	בעלתי	Jer 2:23	**Original Language Observations.** בָּעַלְתִּי בָם ("I was their husband," 31:32) reuses the same root (בעל) that names the god Baal throughout the book (2:23
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	911	במ	Jer 31:32	**Original Language Observations.** בָּעַלְתִּי בָם ("I was their husband," 31:32) reuses the same root (בעל) that names the god Baal throughout the book (2:23
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	911	במ	Jer 2:23	**Original Language Observations.** בָּעַלְתִּי בָם ("I was their husband," 31:32) reuses the same root (בעל) that names the god Baal throughout the book (2:23
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	911	בעל	Jer 31:32	**Original Language Observations.** בָּעַלְתִּי בָם ("I was their husband," 31:32) reuses the same root (בעל) that names the god Baal throughout the book (2:23
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	911	בעל	Jer 2:23	**Original Language Observations.** בָּעַלְתִּי בָם ("I was their husband," 31:32) reuses the same root (בעל) that names the god Baal throughout the book (2:23
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	923	נקבה	Jer 31:22	**Difficult/Contested Verses.** 31:22's "a woman shall encircle/surround a man" (נְקֵבָה תְּסֹובֵב גָּבֶר) is among the most disputed textual cruces in the OT
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	923	תסובב	Jer 31:22	**Difficult/Contested Verses.** 31:22's "a woman shall encircle/surround a man" (נְקֵבָה תְּסֹובֵב גָּבֶר) is among the most disputed textual cruces in the OT
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	923	גבר	Jer 31:22	**Difficult/Contested Verses.** 31:22's "a woman shall encircle/surround a man" (נְקֵבָה תְּסֹובֵב גָּבֶר) is among the most disputed textual cruces in the OT
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	960	פלא	Jer 32:24-25	פלא ("be too difficult/wonderful") frames a prayer-and-answer exchange in which God does not correct Jeremiah's theology but confirms it, then applies it to the specific, present, visible catastrophe Jeremiah has just described in painful detail (32:24–25).
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	964	שדות	Jer 32:15	32:15's שָׂדֹות בַּכֶּסֶף..
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	964	בכספ	Jer 32:15	32:15's שָׂדֹות בַּכֶּסֶף..
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	977	פלא	Jer 32:1	Structure.** Two matched movements: 32:1–15 (narrated sign-act) is followed by 32:16–44 (Jeremiah's prayer of protest/confusion and the LORD's reply, itself structured as objection-then-resolution around the shared פלא vocabulary of Headline Finding 2)
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	977	פלא	Jer 32:16	Structure.** Two matched movements: 32:1–15 (narrated sign-act) is followed by 32:16–44 (Jeremiah's prayer of protest/confusion and the LORD's reply, itself structured as objection-then-resolution around the shared פלא vocabulary of Headline Finding 2)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	985	גאלה	Jer 32:7-8	Vocabulary.** גְּאֻלָּה ("right of redemption," 32:7–8)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	985	צמח	Jer 33:15	צֶמַח ("Branch," 33:15)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	985	משפחות	Jer 33:24	מִשְׁפָּחוֹת ("families/clans," 33:24)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1069	בתימ	Jer 32:15	32:15: בָתִּים וְשָׂדֹות וּכְרָמִים ("houses and fields and vineyards")
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	1069	ושדות	Jer 32:15	32:15: בָתִּים וְשָׂדֹות וּכְרָמִים ("houses and fields and vineyards")
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	1069	וכרמימ	Jer 32:15	32:15: בָתִּים וְשָׂדֹות וּכְרָמִים ("houses and fields and vineyards")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1069	ולבלתי	Jer 35:9	35:9: וּלְבִלְתִּי בְּנֹות בָּתִּים..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1069	בנות	Jer 35:9	35:9: וּלְבִלְתִּי בְּנֹות בָּתִּים..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1069	בתימ	Jer 35:9	35:9: וּלְבִלְתִּי בְּנֹות בָּתִּים..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1086	הקימו	Jer 35:14	Linking Words.** 35:14, 16: "כִּי הֵקִימוּ..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1092	דרור	Jer 34:8	Vocabulary.** דְּרֹור ("liberty/release," 34:8, 15, 17 ×3)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1126	כרת	Jer 34:8	כָּרַת בְּרִית ("cut a covenant," 34:8, 13, 15, 18)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1126	ברית	Jer 34:8	כָּרַת בְּרִית ("cut a covenant," 34:8, 13, 15, 18)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1126	כרת	Jer 34:18	the verb כרת ("cut") is the same root used of the calf's cutting in 34:18, making the judgment a grim pun on the covenant-making language itself: they "cut" a covenant, and are threatened with becoming like the thing that was cut
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1176	בור	Jer 38:6	**Jeremiah's own cistern (38:6, בּוֹר) directly picks up the root of the book's founding diagnostic image
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1176	בארת	Jer 2:13	the "broken cisterns" (בֹּארֹת, 2:13) Judah dug for itself instead of the fountain of living water
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	נצל	Jer 39:15-18	**Ebed-Melech's deliverance oracle (39:15–18) shares its key verb root (נצל, "deliver/rescue") with the book's opening inclusio (1:8, 19) but does not reproduce that formula's distinctive "I am with you" (אִתְּךָ אֲנִי) clause
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	נצל	Jer 1:8	**Ebed-Melech's deliverance oracle (39:15–18) shares its key verb root (נצל, "deliver/rescue") with the book's opening inclusio (1:8, 19) but does not reproduce that formula's distinctive "I am with you" (אִתְּךָ אֲנִי) clause
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	אתכ	Jer 39:15-18	**Ebed-Melech's deliverance oracle (39:15–18) shares its key verb root (נצל, "deliver/rescue") with the book's opening inclusio (1:8, 19) but does not reproduce that formula's distinctive "I am with you" (אִתְּךָ אֲנִי) clause
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	אתכ	Jer 1:8	**Ebed-Melech's deliverance oracle (39:15–18) shares its key verb root (נצל, "deliver/rescue") with the book's opening inclusio (1:8, 19) but does not reproduce that formula's distinctive "I am with you" (אִתְּךָ אֲנִי) clause
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	אני	Jer 39:15-18	**Ebed-Melech's deliverance oracle (39:15–18) shares its key verb root (נצל, "deliver/rescue") with the book's opening inclusio (1:8, 19) but does not reproduce that formula's distinctive "I am with you" (אִתְּךָ אֲנִי) clause
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	אני	Jer 1:8	**Ebed-Melech's deliverance oracle (39:15–18) shares its key verb root (נצל, "deliver/rescue") with the book's opening inclusio (1:8, 19) but does not reproduce that formula's distinctive "I am with you" (אִתְּךָ אֲנִי) clause
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	כיאתכ	Jer 1:8	1:8/19: "כִּי־אִתְּךָ אֲנִי לְהַצִּלֶךָ" ("for I am with you, to deliver you")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	אני	Jer 1:8	1:8/19: "כִּי־אִתְּךָ אֲנִי לְהַצִּלֶךָ" ("for I am with you, to deliver you")
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	להצלכ	Jer 1:8	1:8/19: "כִּי־אִתְּךָ אֲנִי לְהַצִּלֶךָ" ("for I am with you, to deliver you")
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	1178	והצלתיכ	Jer 39:17-18	39:17–18: "וְהִצַּלְתִּיךָ..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1194	שמענא	Jer 38:20	Linking Words.** 38:20: "שְׁמַע־נָא בְּקֹול יְהוָה..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1194	בקול	Jer 38:20	Linking Words.** 38:20: "שְׁמַע־נָא בְּקֹול יְהוָה..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1194	יהוה	Jer 38:20	Linking Words.** 38:20: "שְׁמַע־נָא בְּקֹול יְהוָה..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1194	בטחת	Jer 39:18	39:18: "כִּי בָטַחְתָּ בִּי" ("because you have trusted in me")
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	1194	בי	Jer 39:18	39:18: "כִּי בָטַחְתָּ בִּי" ("because you have trusted in me")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1200	בור	Jer 38:6	Vocabulary.** בּוֹר ("cistern/pit," 38:6, 9–13)
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1200	נצל	Jer 39:17-18	נצל ("deliver/rescue," 39:17–18)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1206	מלט	Jer 39:17-18	see Headline Finding 3, doubled within 39:17–18 itself via the infinitive-absolute construction (מַלֵּט אֲמַלֶּטְךָ, "I will surely, surely deliver you"
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1206	אמלטכ	Jer 39:17-18	see Headline Finding 3, doubled within 39:17–18 itself via the infinitive-absolute construction (מַלֵּט אֲמַלֶּטְךָ, "I will surely, surely deliver you"
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1238	בטח	Jer 39:18	Ebed-Melech's oracle (39:18) makes trust (בטח) the explicit ground of deliverance, the same root already tracked as a structural refrain in §3 (7:4, 8, 14)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1238	בטח	Jer 7:4	Ebed-Melech's oracle (39:18) makes trust (בטח) the explicit ground of deliverance, the same root already tracked as a structural refrain in §3 (7:4, 8, 14)
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1258	נצל	Jer 39:18	Text-first verification (Headline Finding 3) confirms a genuine, intensified verbal echo (the shared נצל root, doubled at 39:18) but finds that the specific "I am with you" clause central to 1:8/19's own wording is not itself repeated at 39:17–18
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1258	נצל	Jer 1:8	Text-first verification (Headline Finding 3) confirms a genuine, intensified verbal echo (the shared נצל root, doubled at 39:18) but finds that the specific "I am with you" clause central to 1:8/19's own wording is not itself repeated at 39:17–18
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1258	נצל	Jer 39:17-18	Text-first verification (Headline Finding 3) confirms a genuine, intensified verbal echo (the shared נצל root, doubled at 39:18) but finds that the specific "I am with you" clause central to 1:8/19's own wording is not itself repeated at 39:17–18
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1283	מפ	Jer 2:16	2:16: "מֹף וְתַחְפַּנְחֵס" (Memphis and Tahpanhes
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1283	ותחפנחס	Jer 2:16	2:16: "מֹף וְתַחְפַּנְחֵס" (Memphis and Tahpanhes
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1284	בור	Jer 2:13	**The cistern (בּוֹר) motif tracked since 2:13/38:6 (§11) recurs a third time at 41:7, 9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1284	בור	Jer 38:6	**The cistern (בּוֹר) motif tracked since 2:13/38:6 (§11) recurs a third time at 41:7, 9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1284	בור	Jer 41:7	**The cistern (בּוֹר) motif tracked since 2:13/38:6 (§11) recurs a third time at 41:7, 9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1288	מלכת	Jer 44:15-19	**44:15–19's "queen of heaven" worship (מְלֶכֶת הַשָּׁמַיִם) is an explicit, named continuation of the practice condemned at 7:18 (§3), and the remnant's own stated theology (44:17–18) directly inverts Jeremiah's entire message in their own words
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1288	מלכת	Jer 7:18	**44:15–19's "queen of heaven" worship (מְלֶכֶת הַשָּׁמַיִם) is an explicit, named continuation of the practice condemned at 7:18 (§3), and the remnant's own stated theology (44:17–18) directly inverts Jeremiah's entire message in their own words
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1288	מלכת	Jer 44:17-18	**44:15–19's "queen of heaven" worship (מְלֶכֶת הַשָּׁמַיִם) is an explicit, named continuation of the practice condemned at 7:18 (§3), and the remnant's own stated theology (44:17–18) directly inverts Jeremiah's entire message in their own words
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1288	השמימ	Jer 44:15-19	**44:15–19's "queen of heaven" worship (מְלֶכֶת הַשָּׁמַיִם) is an explicit, named continuation of the practice condemned at 7:18 (§3), and the remnant's own stated theology (44:17–18) directly inverts Jeremiah's entire message in their own words
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1288	השמימ	Jer 7:18	**44:15–19's "queen of heaven" worship (מְלֶכֶת הַשָּׁמַיִם) is an explicit, named continuation of the practice condemned at 7:18 (§3), and the remnant's own stated theology (44:17–18) directly inverts Jeremiah's entire message in their own words
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1288	השמימ	Jer 44:17-18	**44:15–19's "queen of heaven" worship (מְלֶכֶת הַשָּׁמַיִם) is an explicit, named continuation of the practice condemned at 7:18 (§3), and the remnant's own stated theology (44:17–18) directly inverts Jeremiah's entire message in their own words
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	1302	אמטוב	Jer 42:6	Linking Words.** 42:6: "אִם־טֹוב וְאִם־רָע" ("whether it is good or bad")
UNRESOLVED-WORD	Jeremiah/dig-deeper-jeremiah-sweep.md	1302	ואמרע	Jer 42:6	Linking Words.** 42:6: "אִם־טֹוב וְאִם־רָע" ("whether it is good or bad")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1302	נשמע	Jer 44:16	44:16: "לֹא נִשְׁמַע אֵלֶיךָ" ("we will not listen to you")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1302	אליכ	Jer 44:16	44:16: "לֹא נִשְׁמַע אֵלֶיךָ" ("we will not listen to you")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1308	שארית	Jer 42:15	שְׁאֵרִית ("remnant," repeated throughout 40–44, e.g., 42:15, 19
